"TCD","DLOC","TCLOC","scores_ANN"
0.4,0,52,5.4
0.3,6,293,8.1
0.2,0,32,7.2
0.2,3,51,8.2
0.3,1.5,88,6.8
0.1,3,57,7.3
0.3,17.5,65,6.6
0.2,4,71,8
0.4,8,26,4.4
0.2,29,489,8.6
0.4,4,91,6.1
0.2,5,174,6.5
0.3,0,47,6.5
0,0,20,8.5
0.2,0,117,6.7
0.2,5,193,8.4
0.3,5,246,9.5
0.1,0,39,5.4
0.3,0,69,6.7
0.3,3,146,5.7
0.3,4,977,5.3
0.1,5.5,74,7.8
0.3,3,41,5.2
0.5,20,25,7.4
0.2,0,32,6.2
0.3,14,1612,7.7
0.3,7,1349,9.4
0.4,0,77,7.3
0.2,0,13,4.4
0.4,5.5,94,8.4
0.3,0,75,7
0.3,10,149,7.4
0.2,0,117,6.6
0.1,0,15,7
0.3,3,130,7.2
0.3,2.5,650,8.2
0,0,72,10.2
0.6,3,128,7.9
0.7,3,1069,8.4
0.3,0,60,6.7
0.3,10.5,231,8.8
0.1,11,157,8.4
0.2,6,90,6.8
0.3,0,45,6.5
0.2,3,470,11.9
0.2,4,1136,7.4
0.4,0,33,5.8
0.6,5,110,6.2
0.5,0,30,4
0.5,0,1406,10
0.5,3,295,6.8
0.2,0,87,9.7
0.5,0,71,5.8
0.6,3,55,5.3
0.7,0,30,4.2
0.3,0,79,6.5
0.8,3,42,4.5
0.4,0,45,5.8
0.1,0,26,5.8
0.1,5.5,217,8.3
0.3,80,607,8.9
0.3,24.5,65,8.5
0.4,0,74,6.6
0.3,1.5,514,9.2
0.2,4,94,9.8
0.4,0,63,6.5
0.7,3,25000,9
0.6,0,820,7.5
0.3,6,743,8.6
0.3,5,512,8.8
0.3,0,71,8
0.2,7,231,7.8
0.3,0,75,6.9
0.4,66,86,6.9
0.3,0,2014,4.7
0.3,7.5,294,7
0.8,3,21,4.4
0.2,3,31,7.4
0.1,4,190,7.2
0.3,0,15,4.2
0.4,0,133,7.5
0.4,0,78,6.4
0.2,3,45,7.3
0.2,0,78,6.2
0.1,0,488,9.9
0.3,4.5,1653,9.4
0.3,0,75,6.4
0.2,3,119,8.4
0.2,7,241,7.4
0.1,6,61,10.4
0.2,8,89,7.2
0.4,0,65,5
0.4,0,48,5.8
0.2,0,22,6.4
0.4,0,48,5.6
0.2,5,5,6.4
0.5,4,105,5.7
0.1,30,440,7.7
0.2,0,13,5
0.2,0,15,5.1
0.3,0,32,5.7
0.3,1,121,3.5
0.6,3.5,84,5
0.7,3,9873,10.5
0.2,0,68,5.5
0.2,1.5,158,8.2
0.2,3,3,4.2
0,2,4,4.9
0.1,0,226,8.6
0.5,1.5,33,4.6
0.4,9,2433,9
0.3,0,60,5.9
0.2,0,39,4.8
0.4,4,221,6.5
0,0,0,8.1
0.3,6.5,356,7.3
0.5,77,96,5.3
0.5,0,66,5.8
0.3,3.5,41,5.7
0.2,0,13,3.9
0.2,21.5,4904,11
0.4,0,92,6.5
0.6,8,266,7.4
0.1,0,26,5.2
0.4,0,216,6.7
0.1,2,13,9.9
0.1,7,139,8.9
0.3,0,47,6.2
0.4,12,166,8.4
0.8,3,207,6
0.5,4.5,942,8.5
0.3,6,149,7
0.2,0,150,7.3
0.1,0,60,7.5
0.1,0,62,7.3
0.3,4,73,7.3
0.1,0,29,4.7
0.3,17,529,10.3
0.4,5,23,5.8
0.6,34,241,7.7
0.2,0,26,5.3
0.4,0,127,6.8
0.3,0,166,6.5
0.4,33,887,9.7
0.2,8,335,8.2
0.2,0,13,3.8
0.4,5,116,7
0,0,0,8.8
0.3,0,52,4.8
0.5,5,23,5.4
0.5,12.5,57,7.2
0.2,0,26,4.7
0.4,15.5,138,5.9
0.1,0,236,12
0.4,6,465,10
0.5,6,51,6.1
0.3,0,77,9.8
0.6,0,15,4.6
0.3,10,54,5.9
0.3,0,30,5.9
0.3,0,26,3.9
0.3,5,385,7.4
0.3,7,12291,11.3
0.2,0,13,4.2
0.3,3,54,7.3
0.2,0,60,6.1
0.1,0,76,7.5
0.2,5,168,10
0.3,0,26,3.8
0.2,3,2298,10.2
0.2,6,124,7.1
0.1,0,50,7.4
0.2,0,11,5.6
0.5,20,70,6.5
0.3,0,280,8.6
0.2,0,15,5.6
0.2,10,157,7.6
0.2,8.5,1526,8.5
0.6,0,60,5.3
0.2,0,93,7.5
0.4,0,150,5.9
0.2,0,83,7.3
0,7,46,9.1
0.2,13,879,7.1
0.5,0.5,299,6.9
0.3,14.5,59,6.2
0.3,58,327,9.3
0.4,0,30,7
0.7,3,77,6.3
0.3,6,198,6.8
0.5,2,69,5.8
0.6,3,126,6.3
0.1,6,213,9.1
0.2,46,411,9.4
0.3,0,456,10
0.4,0,63,6.2
0.1,3,26,7.8
0.4,6,292,7.7
0.3,0,79,5.4
0,0,6,8.4
0.3,0,51,5
0.2,8,23,5.4
0.2,5,1986,12.5
0.2,1.5,18,5.8
0.5,22,39,4.9
0,0,25,10.1
0.4,3,20,4.2
0.3,0,47,6.1
0.2,0,18,4.6
0.3,0,116,6.1
0.1,5,8,5.4
0.2,27,11361,10.9
0.1,3,226,9.7
0.3,24.5,1795,10.7
0.2,41,5840,9.3
0,0,24,10.3
0.2,0,18,4.9
0.1,8,24,8.4
0.5,8,277,7.2
0.5,0,16,4.2
0.2,0,326,4.5
0.2,3,124,7.1
0.2,4,276,11.5
0.3,0,48,6.3
0.2,0,152,7.8
0.1,14.5,29,8.5
0.2,0,359,10.9
0.3,6,3016,10.2
0.3,0,78,5.5
0.3,3.5,44,6.3
0,0,3,9
0.2,3,139,7.3
0.5,5,121,5.9
0.4,8.5,388,8.9
0.4,0,60,6.4
0.5,44.5,645,8.4
0.4,4,38,5.8
0.3,0,104,5.5
0.3,15,466,9.1
0.5,6,83,4.9
0.2,3,95,8.9
0.5,6,21,4.6
0.5,5,20,4.6
0.2,0,148,6.9
0.3,19.5,370,8.9
0.4,0,48,5.9
0.2,3.5,2055,11.6
0.4,15,180,10
0.1,3,9,7.9
0.3,5,574,11.8
0.2,5,95,6.5
0.7,0,16,3.1
0.2,4,20,5.4
0.3,6,3609,10.1
0.1,0,32,5.6
0.3,3,26,5.9
0,0,0,7.7
0.1,0,54,6.9
0.1,3,2825,12.2
0,3,6,4.2
0.3,0,71,9.8
0.7,3,150,6.6
0.1,0,57,6.7
0.2,3,1275,9.8
0.4,3,225,7.3
0.3,0,80,5.5
0.2,1.5,424,8.3
0.4,8,23,4.7
0.1,40,118,8.5
0.1,3,24,7.8
0.2,0,109,5.7
0.3,0,17,4.7
0.3,16,222,9.4
0.1,0,14,4.4
0.2,0,17,4.9
0.1,7,27,5.3
0.2,9,382,7.4
0.2,0,13,4.5
0.3,4,283,9.2
0.1,4,10,5.4
0.2,0,175,8.9
0.4,4,19,5.4
0.2,3,2008,8.5
0.2,0,91,7.1
0.2,0,41,5.6
0.4,0,45,6
0.3,7,82,6.8
0.1,2,4,5
0.2,0,28,4.9
0.1,3,42,6.4
0.1,0,52,5.8
0.1,17,412,7.1
0.3,9,6415,6.9
0.4,6,441,7.7
0.1,7,329,8
0.4,0,48,7.1
0.5,29.5,102,9.6
0.4,13,401,9.4
0.2,3,314,7.4
0.2,27,94,6.1
0.2,7.5,22,5.2
0.1,0,103,8.7
0.7,3,1238,8.1
0.1,35.5,137,7.7
0.4,28,90,9.5
0.4,0,26,4.5
0.5,0,13,3.4
0.3,4,2438,12.7
0.5,12,248,6.6
0.1,0,13,4.7
0.1,0,112,6.7
0.7,3,10502,9.9
0.3,16,430,11.4
0.4,0,45,7.6
0.6,0,2104,8.4
0.2,0,39,4.5
0.4,6,319,7.3
0.3,39,117,7.7
0.3,4.5,46,4.7
0.3,0,26,4.1
0.2,0,20,4.5
0.1,3,37,6.3
0.6,9,66,5.6
0.2,17.5,251,9.4
0,0,10,8
0.2,14,54,6.5
0.1,3,85,8.2
0.2,3,1495,8
0.3,46,382,10.8
0.3,34.5,101,6.6
0.1,4,29,7.6
0.3,0,26,4.2
0.3,0,13,3.8
0.1,0,2,5
0.2,0,79,10.2
0.7,92,715,7.1
0.2,7,207,7.7
0.1,0,13,4.5
0.2,0,13,4.1
0.2,2,561,8.3
0.4,11,134,8.5
0.2,5,450,9.2
0.2,6,55,6.9
0.3,6,362,7.6
0.2,0,69,5.8
0.7,0,51,4.5
0.5,7,79,5.3
0.2,0,70,6.3
0.2,4.5,64,7.1
0.8,6,1466,6
0.8,4,1256,8
0.3,6,244,6.1
0,0,0,9.3
0.3,0,10744,5.4
0.2,0,269,8
0.3,0,509,8.5
0.3,0,39,4.8
0.2,4.5,167,8
0.1,3,15,9.4
0.5,3,1101,7.6
0.4,0,13,3.9
0.4,35.5,575,9.1
0.7,3,90,5.6
0.6,3,20,3.8
0.4,0,26,3.6
0.4,8,180,6.9
0.6,3,36,5
0.3,0,52,4.3
0.6,3.5,37,5.8
0.3,3,18,6.1
0.6,4,56,6.1
0,0,287,8.3
0.3,0,13,3.9
0.4,5.5,101,6.1
0.3,0,13,4.2
0.6,4,56,5.8
0.3,1.5,98,5.8
0.2,7,1912,10.2
0.2,20,38,5.7
0.7,3.5,37,5
0.3,34,347,6.6
0.5,3,36,5.9
0.6,3,73,5.8
0.3,3,135,7.3
0.4,0,42,4.3
0.6,0,270,10.4
0.3,0,29,4.6
0.6,3,144,6
0.2,3,121,8
0,0,0,5
0.3,3,545,8.6
0.2,2,33,5.4
0.1,9,661,9.8
0,0,0,9.8
0.2,3,70,8.2
0.3,5,493,8
0.4,0,739,11.2
0.6,16,165,6.2
0.5,45,513,8.7
0,3,123,10.5
0.2,1,14,4.9
0.2,1.5,226,7.1
0.1,0,49,7.7
0.3,14,140,8.2
0,0,0,7.6
0.2,10.5,338,10.2
0.1,3,92,8.1
0,0,0,6.4
0.6,0,39,4.1
0.1,5,7,5.5
0,0,2,7.5
0.7,16,648,8.1
0.2,0,1869,12.2
0,0,19,7.8
0.3,0,328,6.9
0.2,17,2080,10
0.2,0,56,8.2
0.3,0,491,7.5
0.5,10,118,6.1
0.3,11,28,5.4
0.3,13.5,10346,9
0.3,3.5,41,5
0.3,4,126,7.5
0.3,0,39,4.9
0.3,0,65,5.4
0.2,0,108,7.7
0.1,0,141,11.3
0.4,0,40,8.7
0.2,0,17,4.8
0.6,10,29,5.3
0.3,11,61,6.8
0.2,0,17,4.6
0.6,12,272,7.9
0.2,1,175,11.1
0.5,27,44,4.7
0.2,9,115,7.5
0,2,141,10.4
0.3,429,11288,9.7
0.3,5,2261,10.6
0.4,3,4725,7.6
0.2,3,1242,7.3
0.4,16,242,6.8
0.1,0,14,6.4
0.1,5.5,1155,11.3
0.3,10,129,6.2
0.2,0,16,4.9
0.1,0,150,7.4
0.1,0.5,189,5.7
0.3,17,3682,9.7
0.3,14,109,7.1
0,0,1,6.7
0.3,35,5584,6.3
0.3,10,680,7.4
0.2,0,1705,10.9
0.1,0,30,7.1
0.1,3,147,9.2
0.2,9,802,7.1
0.1,0,40,5.6
0.6,25,43,4.9
0.1,1.5,249,10.8
0.7,3,5153,9.7
0.9,6,624,6.7
0.2,0,40,5.4
0.2,7,199,5.1
0.3,4,19,6.3
0.2,3,116,8.9
0.1,0,41,5.6
0.1,0,112,10
0.2,0,441,10.4
0.8,1.5,824,7.7
0.2,7,182,5.1
0.2,14.5,278,8.8
0.5,15,31,7.1
0.2,5,159,5.1
0.4,8,447,8.6
0.2,34,2391,11.1
0,0,2,8.4
0.3,7,513,9.3
0.2,4,299,9
0.2,3,497,7.7
0.2,0.5,1068,9.3
0,0,0,5.6
0.1,0,28,5.5
0.3,3,129,6.9
0.6,5,138,7.8
0.2,6,166,9.7
0.2,35.5,125,7.2
0.6,18,401,6.4
0.3,0,13,4.1
0.3,3,86,6.9
0.3,0,13,3.4
0.1,3,63,6
0.6,5,228,7.8
0.5,5,78,6.6
0.4,0,250,7.6
0.5,5,63,5.2
0.3,30,273,7
0.7,5,60,5.4
0.2,0,171,7.9
0.1,0,7,5
0.4,42.5,147,9.6
0.5,5,78,6.8
0.1,0,234,8.4
0.4,7,92,6.4
0.2,0,680,6.8
0.2,7,239,9.8
0.3,7.5,217,7.3
0.3,13,122,6.8
0.1,0,39,7.3
0.3,5,103,6.8
0.3,7,976,8.6
0.2,16.5,44,6
0.2,6,634,8.3
0.1,6,333,11.7
0,0,7,9.8
0.2,3,108,6.5
0.3,16,1655,9.4
0.2,17.5,115,6.4
0.4,5,20,5.2
0.1,0,116,7.9
0.1,6,45,6
0.4,5.5,43,6
0.3,0,315,8.4
0.1,3,18,6.4
0.2,5,40,5
0.7,5,20,4
0.3,6,4554,7.9
0.5,95,226,6.9
0.4,15,3894,10
0.4,18.5,243,7.2
0.2,7,29,6.3
0.6,5,20,4.6
0.8,3,110,4.4
0.6,3,630,7
0.6,5,20,4.9
0.6,4,241,7.3
0.4,0,54,7.5
0.3,6,1490,7.9
0.3,1.5,969,8
0.1,20,35,7.5
0.3,7,596,8.9
0.6,5,60,5.9
0.7,3,36,5.2
0.8,3,18,4.6
0.6,4,114,6.7
0.5,12,46,5.1
0.7,5,18,4
0.1,3,6,6.5
0.5,3.5,353,5.7
0.2,1,1911,7.6
0.1,0,84,7.1
0.2,6,126,7.3
0.3,5,425,5.5
0.2,0,163,11.1
0,0,0,6.2
0.4,0,113,7.5
0.3,28.5,102,7.8
0,0,12,9.2
1,3,207,5.3
0.1,0,28,6.7
0.3,12,501,8.6
0.4,5,40,5.2
0.3,5,40,5.2
0.1,0,48,11.5
0.6,0,30,6
0.7,9,93,6.1
0.4,9.5,53,5.3
0.4,64.5,129,9.3
0.6,9,2153,8.6
0.4,5,40,5.4
0.3,10.5,808,7.8
0.4,17.5,163,9
0.1,2,34,8.3
0.6,0,30,4.9
0.4,82,304,7.5
0.4,42,538,8
0.3,0,170,6.7
0.3,5,20,4.9
0.4,3,367,6.6
0.5,5,140,4.8
0.6,5,40,5.3
0.3,0,602,7.3
0.5,5,40,5.4
0,0,176,11.1
0.4,5,20,4.6
0.2,0,1336,6.4
0,0,366,10.3
0.2,0,150,8.6
0.4,5,20,4.9
0.2,5,63,4.8
0.3,0,68,5.7
0.2,5.5,43,5.8
0.1,3,29,8.1
0,0,195,8.7
0.3,0,158,6
0.5,3,230,5.8
0.1,38.5,226,7.9
0.7,6,448,7.7
0.7,3,669,6.2
0.3,6,99,7.1
0.4,7,306,6.7
0.4,85,212,6.3
0.1,0,79,11
0.2,5,111,7.6
0.2,4.5,256,8.4
0.3,0,78,7.4
0.3,1,117,6.5
0.4,4,49,5.2
0.3,35.5,523,6.6
0.3,20.5,1054,7.9
0.2,5,303,7.5
0.4,1.5,33,4.9
0.5,9,165,6.2
0.2,4.5,218,8.7
0.5,40,246,10.3
0.2,5,200,6.5
0.2,3,1033,12.8
0.3,0,255,8.2
0.3,0,20,5.3
0,0,0,4.6
0.5,1.5,33,4.3
0.2,6,115,8.1
0.3,22.5,63,5.7
0.4,5,149,6.9
0.1,0,7,5.8
0.3,5,5239,8.6
0.4,3,1065,9.4
0.1,3,3,8
0.3,6.5,158,7.2
0,0,0,8
0.1,5,101,7
0.3,16,1312,8.5
0.4,8,120,5.7
0.8,3,41,5.2
0.8,3,68,5.2
0.7,3,85,5.9
0,0,2,9
0.8,3,127,6.5
0.2,3,456,10
0.3,3,95,7.6
0.3,0,122,8.6
0.4,18,33,5.9
0.3,10,141,7.2
0.3,0,856,9.7
0.1,4,5,6.2
0.3,429,9597,6.7
0.4,13,225,9.6
0.1,0,30,7.7
0.4,105,123,7.7
0.2,7.5,370,9.3
0.3,8,127,6.6
0.3,2,126,7.2
0.5,11,243,6.6
0.1,3,3,7.3
0.3,6,309,7.5
0.1,0,8,5.9
0.3,97,565,7.5
0.4,18,813,8.4
0.3,6.5,117,9.9
0.4,3,16,4.5
0.3,13,29,7.1
0.1,0,3,5
0.2,20,53,10
0.3,16,44,8
0,0,5,7
0.4,8.5,152,8.4
0.3,8,1297,7.2
0,0,38,10.3
0.1,9,51,6.6
0.6,3,16,4
0.4,2.5,49,5.7
0.2,15,22,5.8
0.3,6,879,8.7
0.3,9,1925,8.5
0.3,22,250,7.4
0.4,6,437,7.7
0.2,9,27,6.7
0.2,3,272,6.6
0.2,14,2875,9.5
0.1,0,79,7.9
0.3,5,10,4.7
0.2,5,375,8.1
0.2,0.5,1946,10.7
0.3,5,3947,6.8
0.6,10.5,1169,7.4
0.3,7,6483,7.9
0.3,3.5,163,7.4
0.1,31,89,8.3
0.4,6.5,286,7.5
0.2,4,191,8.1
0.2,1.5,1115,8.5
0.2,0,49,8.4
0.2,4,202,8.6
0.2,8,368,10.3
0.3,15,5339,7.3
0.2,0,368,8.3
0.2,5,568,9.8
0.3,6,1406,12.9
0.2,6,636,9.6
0,0,0,9.1
0.4,22,71,5.7
0.3,7,57,5.7
0,0,138,7.8
0.5,106,216,6.9
0.5,0,69,7
0.3,6,424,8.1
0.3,11,1106,8.5
0.5,20,42,7.7
0.3,8,2133,10.5
0.4,14,2112,9.4
0.5,10.5,503,8.8
0.1,9,26,7.3
0.5,3,1463,8.1
0.1,7,33,5.5
0.3,7,16,8.4
0.1,1.5,65,10.6
0.3,0,94,8.3
0.3,9,43,5.6
0.3,4,166,5.7
0.3,5,100,5.6
0,8,58,7.9
0.1,8,62,6.3
0.2,5,1435,8.8
0.2,11,45,8.8
0.1,3,23,5.9
0.2,1,49,8.5
0,3,34,11.4
0.4,23,372,7.7
0.3,0,573,7.5
0.1,3.5,622,9.7
0.3,34,4654,9.6
0.1,9.5,50,6.8
0.3,3,227,7.1
0.1,0,135,7.7
0.1,3,90,7.2
0.2,3.5,133,9.1
0.4,4,548,7.6
0,0,128,10.3
0.5,3,20,3.8
0.3,55,1395,8.9
0.3,9,267,7.9
0.3,15,188,7.3
0.4,3.5,252,6.9
0.4,60.5,1295,12.3
0.5,78,2522,8.1
0.6,9,108,6.8
0.3,0,63,5.2
0.5,3,85,5.5
0.3,2.5,36,5.8
0.2,0,518,8.5
0.3,0,53,5.5
0.1,9.5,77,8.3
0.7,5,20,4.6
0.5,2.5,35,5.8
0.3,17,405,7.9
0.5,13,28,4.6
0.5,2.5,35,5.2
0.7,5,417,8.1
0.3,7,4722,6.2
0.4,44.5,554,9.1
0.2,6,476,8.5
0.3,5,10,6.5
0.5,5,66,8.4
0.2,5.5,489,10.2
0.2,0,193,7.3
0.1,20,76,9.2
0.1,0,3,5.8
0.4,11,609,9.6
0.2,5.5,133,7.5
0.2,7.5,510,10.9
0.2,4.5,986,8.6
0.4,5,67,6.1
0.3,6,1643,7.5
0.2,5.5,277,8.1
0.1,2,168,7.6
0.3,5.5,1183,8.6
0.2,5,231,8.1
0.3,0,15,7.3
0,0,0,7.5
0,0,0,8.9
0.3,5,476,9
0.1,3,4,5.5
0.2,10,95,8.3
0.1,0,25,11.1
0.3,9,1082,9.1
0.2,0,128,8.8
0.2,1.5,317,8.4
0.3,6.5,1112,10
0.3,0,102,8.6
0.2,0,133,6.5
0.2,3,673,8.9
0.1,6,10,6.2
0.2,1.5,306,8.1
0.2,1.5,674,12.2
0,0,0,7
0.1,1,77,7.3
0.3,7,87,6.4
0.2,25,55,7.8
0.4,10,155,6.5
0.4,6,1151,8.7
0.2,0,98,6.5
0.5,0,126,7.1
0.3,5,342,8.1
0.5,12,129,6.3
0.6,5,105,6.1
0.2,19,166,8
0.4,6,872,9.5
0,0,6,5.1
0,0,6,5.7
0.7,0,17,3.8
0.2,6,42,9
0.3,8,102,6.2
0.2,0,69,10.3
0.2,4,95,8
0.2,0,978,6.1
0.1,4.5,59,8.3
0.2,3,47,9
0.6,3,54,5.2
0.2,4.5,961,8.9
0.4,17,224,5.2
0.4,3,54,5.4
0.4,8,137,6.2
0.7,3,54,4.7
0.3,0,424,6.3
0.3,0,214,7.6
0.3,7.5,360,8
0.3,6,18,4.2
0.1,0.5,16,6.5
0.4,7.5,25,4.5
0.2,8,60,5.9
0.5,14.5,433,8.2
0.3,0,34,5.3
0.6,6.5,598,8.4
0.4,3,926,8.3
0.1,0,251,7.4
0.1,0,34,5.7
0.2,4,9244,10.1
0.2,3,89,4.5
0.4,41,42,5.4
0.2,0,150,8
0.4,2.5,35,5.2
0.2,4,41,5.3
0.2,3,240,7.2
0.5,5,56,5.8
0.1,5,21,5.3
0.3,3,863,8.8
0.3,6,177,7.2
0.3,5,20,6.1
0.2,13,2203,9.4
0.4,6,490,6.4
0.1,4.5,133,8.5
0.2,0,1296,10.8
0.2,0,107,7.3
0.3,3,645,9.4
0.2,5,127,7.2
0.2,6,262,7.8
0.1,6,28,6.4
0.2,3,80,7.3
0.1,0,63,6.8
0.5,3,43,5.4
0.1,16,37,8.3
0.3,0,30,7.2
0.6,38,1366,9.1
0.4,20,170,7.3
0.1,3,19,5.5
0.7,5,55,4.9
0.2,0,332,6.2
0.2,0,327,8.4
0.3,5,127,7.1
0.3,0,120,5.9
0.2,25,216,9.1
0.6,20,75,6.7
0.6,13,479,7.2
0,2,3,6.1
0.5,10.5,1077,8.4
0.1,0,34,5.8
0.4,8,30,5.9
0.1,0,93,9
0.4,25,78,6.4
0.2,8,15,5.7
0.1,3,21,6.8
0.2,0,4052,6.2
0.3,5,198,7.2
0.2,0,212,8
0.4,4.5,45,4.5
0.3,4,462,7.6
0.1,2,6,7.9
0.4,6.5,335,7.4
0.2,9.5,1312,9.8
0.1,7,7326,12.1
0.2,4.5,231,8.5
0.2,8,15,6.2
0.2,3,345,10.3
0.6,14,139,7.1
0.2,0,417,8.6
0.1,0,44,9.7
0.6,5,80,5.5
0.2,5,8,5.5
0.3,10,151,9
0.3,24,90,7.9
0.6,5,83,5
0.6,5,103,5.2
0.2,5,530,8.2
0.4,5,23,5.3
0.1,0,283,8.4
0.5,17.5,84,9.1
0.2,0,177,11.5
0.5,5,78,5
0.3,0,275,7.1
0.3,0,30,6
0.2,7.5,1189,12.8
0.3,5,352,7.9
0.2,3,16,5.6
0.7,4,19,4.6
0.4,3,126,6.1
0.2,35,116,5.7
0.7,46,187,7.5
0.4,27,240,7.4
0.3,9,684,9.6
0.4,33,375,8.8
0.7,3,18,4.6
0.6,5,160,5.5
0.3,0,140,7.8
0.6,5,60,5.2
0.4,5,139,5.2
0.2,6.5,51,8
0.4,5,50,6.4
0,0,7,8.4
0.2,0,12256,10.6
0.1,0,16,6.4
0.4,5,181,6.1
0.3,3,112,8.1
0.6,5,20,5.2
0.4,11,1357,9.1
0.3,90,105,10.4
0.7,5,114,5.2
0.4,34.5,133,7.6
0.7,3,36,5
0.5,5,135,6.7
0.1,0,72,7.1
0.2,2,261,9.7
0.4,15,6395,5.5
0.4,3,6028,10.2
0.3,8,93,8.1
0.4,18,813,11.4
0.1,0,98,8.6
0.2,3,33,9.2
0.2,15,1058,11.2
0.2,8.5,53,6.4
0,0,2,7.3
0.3,6,260,7.1
0.2,7,201,6.2
0.2,14,1596,8.7
0.1,3,6,5
0.2,3,128,6.7
0,0,0,6.1
0.1,3,152,7.9
0.2,0,40,6.4
0.3,6,371,9.1
0,0,0,9.6
0.1,0,57,6.6
0.1,0,508,9.1
0.4,5,479,6.9
0.2,2,12,6.2
0.2,5,83,6.6
0.2,0,26,5.7
0.4,5,920,9
0.1,0,4019,10.6
0.6,17,148,9.3
0.3,10.5,7223,10.6
0.5,16.5,337,7.2
0.5,24,40,7.1
0.2,0,164,7.7
0.3,7,220,7.6
0.2,0,889,9.2
0.2,6,62,5.9
0.2,8,255,7.6
0.2,7,503,11.9
0.2,4,241,10.5
0.2,3,127,8.9
0.3,14,123,5.6
0.3,6,16040,8.2
0.3,7,7017,10.6
0.4,3,317,8.4
0.1,3.5,1292,10
0.6,11,82,4.8
0.1,2,518,10
0.2,6,21,4.3
0.1,3.5,8718,15.3
0,0,1,5.7
0.3,12,234,7.9
0.4,2,155,7.7
0.3,3.5,79,10.1
0.4,7,1323,6.7
0.4,3,349,8.3
0.1,0,695,10.5
0.2,2.5,1936,8.4
0.2,2,275,9.2
0.4,3,36,5.9
0.2,7,352,11.8
0.2,3,1382,5.1
0.3,5,86,4.9
0.2,6,22,5.9
0.2,3,3,3.8
0.3,6,164,6.8
0.1,0,7,6.1
0.2,3,243,7.9
0.3,92.5,345,6.8
0.6,2.5,39,4.2
0.3,6.5,453,9.5
0.3,4,96,5.3
0.3,3,855,9.3
0.2,0,39,4.3
0.4,9,233,9.5
0.3,6,372,8
0.4,10.5,136,5.7
0.1,8,88,9.2
0.3,21,46,7.7
0.2,5,10,5.2
0.4,225,337,6.7
0.3,7.5,32,4.7
0.2,7,58,5
0.3,8,4381,7.3
0.3,0,104,10.5
0.2,4,100,7.8
0.3,8,2797,9.5
0,0,4,6.5
0.1,4,573,9.5
0.5,10.5,339,7
0.1,25,53,7.8
0.2,1,435,10.9
0.1,4.5,376,7.7
0.1,5,16,4.2
0.7,52,61,8
0.7,72,1400,7.5
0.2,0,67,8.5
0.3,1.5,452,9.2
0.2,9,409,8.1
0.2,0,141,11
0.5,19,19,5.7
0.2,0,5296,14.6
0.2,0,27,5
0,0,1,5.9
0.3,11,1259,10.3
0.2,18,286,8.4
0.1,5,27,6.9
0.4,171,1599,8
0.3,3,462,8.9
0.4,45,120,8.2
0,0,14,8.2
0.4,3,60,3.8
0.4,4.5,40,5.2
0.1,8,17,6.6
0.1,3,23,4.2
0.4,32,160,6.6
0.1,6,26,7.1
0.1,25,112,8.6
0.1,11.5,76,7
0.4,52,209,8
0.3,7,61,6
0.3,4,21,5.6
0.2,5,82,6.7
0.4,12.5,297,7.7
0.3,8,652,8.4
0,0,0,6.7
0.5,31.5,334,10.3
0.5,4,19,4.9
0.1,23,61,8.1
0.7,10.5,393,5.8
0.2,6,344,8.4
0.1,0,123,8.8
0.1,7.5,41,9
0.2,21,260,8.9
0.4,9,330,6.8
0.5,0,14,3.8
0.5,11,47,6.2
0.5,49,297,6.6
0.2,6,13,4.3
0.4,1.5,45,7.3
0.3,1.5,38,5.3
0.1,0,125,8.5
0.5,0,39,4.6
0.4,35,580,9.5
0.1,2.5,7,5.6
0.1,0,309,8.5
0.3,15,3121,10.1
0.1,3,5,3.8
0.3,20.5,2158,6.3
0.2,4.5,4779,9.8
0.2,7,309,8.2
0.3,0,103,6.1
0.7,6,121,6.6
0.2,3,2914,8.8
0.5,0,18,4.2
0.3,0,23,4.7
0.7,95.5,462,8.3
0.1,0,66,7
0.2,0,256,7.4
0.1,22,212,8.9
0.3,5.5,3177,10
0.2,3,143,8.9
0.4,0,16,4.4
0.1,0,17,5.8
0.4,0,39,4.5
0.5,69,345,10.3
0.1,2.5,8,5.6
0.3,15,347,7.8
0.5,0,15,4.3
0.7,11,131,6.6
0.6,0,30,4.3
0.5,22.5,2508,8.3
0.1,39,54,8.4
0.3,28,5570,9.9
0.2,0,887,9.9
0.3,3,367,9.8
0.2,0,84,6.4
0.1,10.5,118,8.7
0.2,7,606,9.2
0.3,0,268,7.5
0.5,2,17,5
0.3,3,436,5.4
0.3,22.5,262,7.5
0.2,6,141,8.9
0.2,0,657,8.9
0.1,4,27,5.2
0.5,6,21,4.7
0.7,3,50,5.8
0.3,1.5,51,5.8
0.2,21,37,6.4
0.1,1.5,71,8.5
0.3,0,91,7
0.3,16,1104,8.7
0.2,4,19,5.3
0.7,4,26,5.8
0.2,0,51,5.8
0.3,0,333,7.2
0.3,0,48,5.8
0.2,13,392,8.5
0.4,5,700,5.2
0.6,11,162,7.1
0.5,3,133,6.6
0.3,9,315,8.4
0.1,1,1,4.8
0.2,1,4,5.3
0.4,18,88,9.4
0.4,24.5,81,9.3
0.4,23.5,281,8.3
0.2,31,38,7.3
0.3,18,33,7.6
0.2,5,37,6.2
0.3,7,373,10.7
0.3,10.5,595,7.7
0.2,3,343,7.9
0.5,6,267,6.8
