"TCD","DLOC","TCLOC","scores_ANN"
0.5,113,3188,8.7
0.3,20,18971,9.7
0.3,3,1530,9.6
0.3,21,65,6.1
0.2,0,55,7.5
0,2,2,8.1
0.5,16,31,6.8
0.3,0,39,4.5
0.6,0,70,5.2
0.2,7,1433,9.7
0.2,0,151,9.2
0.2,4,471,10
0.4,76,772,9.2
0.4,7,162,7.4
0.3,5,10598,4
0.2,25.5,52,7.2
0.3,98.5,260,7.6
0.2,6,69,7.1
0.1,2,91,7
0.6,8,330,7.9
0.2,25,111,6
0.2,7,69,6.3
0.3,8,33,6.6
0.3,17.5,35,8.4
0.3,11,44,5.3
0.3,8,8,5.3
0,0,0,9.4
0.1,3,21,6.9
0.1,0,16,8.4
0.8,21,94,6.1
0.2,0,7123,11.1
0.5,2.5,161,6.5
0.5,0,39,3.9
0.3,0.5,43,5.9
0.3,34,74,8
0.2,9.5,111,7.8
0.8,172.5,426,8.1
0.3,6.5,7578,11.9
0.2,0,13,4.3
0.3,64,789,8.6
0.1,0,85,9.4
0.5,0,15,5.5
0,1.5,4,7.1
0.7,210,1510,11.4
0.4,0,54,5.9
0.1,4.5,36,7.2
0.6,0,68,6.9
0.6,6,102,7.1
0.2,0,150,5.9
0.6,10.5,69,4.4
0.3,0,55,5.3
0.3,5.5,693,8.8
0.6,0,384,9.2
0.3,4,111,5.7
0.3,11.5,244,7
0.3,39,354,7.3
0.6,7,340,7.7
0.2,34,1475,11.4
0.2,3,6,5
0.3,6,1909,9.7
0.3,5,1986,8.5
0.2,3,2651,9.1
0.4,3,112,6.7
0.3,14,652,10.1
0.1,0,47,8.4
0.2,4,277,8.1
0.3,0,103,7.5
0.2,37,2577,8.7
0.5,15,220,7.3
0.5,0,26,4.1
0.1,3.5,222,7.2
0.3,6,161,6
0.3,12,1028,9.2
0.4,23,135,6.3
0.2,0,34,6.6
0.1,0,75,8.6
0.2,0,108,6.9
0.2,3.5,320,8.8
0.4,0,388,9.2
0.4,0,85,5.5
0.2,0,15,5.5
0.3,3,109,6.7
0.3,38,738,7.9
0.3,0,590,8.2
0.1,0,26,4.9
0.3,3,542,7
0.5,9,324,6.4
0,0,3,7.5
0.6,8,272,7.7
0.3,9,143,6.9
0.2,3,129,7.5
0.6,0,17,3.8
0.4,59,6302,6.6
0.4,14,2325,9.4
0.7,0,102,7.6
0.6,23,624,7
0.2,5,20,5.8
0.1,3,76,9.8
0.2,5,1100,10.6
0.6,10,74,5.6
0.4,12.5,59,5.8
0.3,3,272,7.4
0.2,3,133,7.3
0.6,7,390,8
0.4,0,91,5.3
0.4,5,224,7.5
0.2,11,1055,9.9
0.2,23,24,9
0,0,13,8.8
0.5,48,526,9.6
0.5,6,211,7.9
0.5,65,339,7.2
0.5,5,21,5.1
0.1,4,7,8.2
0.5,13,29,6.8
0.4,4.5,117,6.8
0.3,0,208,6.6
0.3,9,3825,9.4
0.3,7.5,2168,8.7
0.4,5,20,5.1
0.4,28,568,9.2
0.2,7,112,8.1
0.2,5,22,5.5
0.2,0,2385,8.6
0.1,0,632,10
0.3,3,606,6.7
0.3,59,471,9.9
0.3,0,153,6.9
0.5,6,40,5
0.3,0,15,5.5
0.4,30,644,8.2
0.3,0,54,5.9
0.6,13,136,7.2
0.6,0,104,4.3
0.2,0,94,6.9
0.6,1.5,53,5.6
0.2,0,246,8.3
0.4,0,190,6.3
0.3,0,95,6.4
0.3,10,80,8.6
0.4,5,667,9.6
0.2,0,57,6.5
0.5,13.5,62,6.4
0.3,18,33,7
0.4,4,11,4
0.2,20.5,1170,9.8
0.1,1,19,6.7
0.2,0,54,6.4
0.6,8,556,8.5
0.2,0,101,6.9
0.3,2,17,5.8
0.2,0,1118,9.7
0.2,18,133,7.8
0.2,0,60,6.4
0.3,22.5,667,6.9
0,0,8,10.1
0.4,12,488,8.1
0.3,49,493,5.6
0,0,0,7.8
0.1,1,21,8.5
0.4,31,368,7.5
0.3,85,1624,8.8
0.3,41.5,454,9
0.4,101,2625,9.6
0.3,3,36,6.2
0.2,28,28,5.8
0.5,5,20,4.9
0.5,5.5,44,5.2
0.2,4,1513,8.1
0.2,0,91,6.7
0.4,13,13,4.2
0,0,0,3.9
0.3,28,209,6.7
0.4,0,15,5.5
0.3,12,352,8
0.3,19,402,8.5
0.3,0,167,9.9
0.1,31,177,7.4
0.5,6,109,5.9
0.2,6,415,8.4
0.2,3,539,9
0.3,5,28,4.9
0.4,0,273,6.5
0.2,3,114,8
0.3,2,101,7.8
0.4,3,51,7.2
0.2,16,410,7.5
0.1,4.5,320,8.5
0.5,3,219,7.6
0.3,22,493,9.9
0.2,0,138,9.8
0.1,1,73,7.9
0,3,28,6.5
0.5,5,38,6.1
0.3,7,179,7.3
0.4,38,91,7.9
0.1,0,19,9.6
0.4,31,356,7.3
0.3,0,70,6.7
0.2,3.5,457,10.8
0.3,3,287,7.3
0.3,5,51,5.1
0.7,0,13,4.4
0.8,0,13,3.3
0.3,4.5,90,7.7
0.3,3,328,8
0.3,3,283,7.8
0.2,0,81,6.6
0.5,13,82,9.8
0.2,3,83,8.4
0.2,7,658,10.3
0.1,3,340,7
0.1,11,46,6
0.6,19.5,694,7.4
0.2,3,93,7.4
0.3,3,800,8.1
0.4,3,43,5.6
0.2,2,77,7.6
0.5,13,17676,9
0.3,11,620,8.2
0.4,6,74,6.3
0.2,2,142,7.5
0.5,3,85,5.4
0.2,0,212,9
0.7,7,79,6.1
0.5,5,39,6.2
0.2,3,21,5.5
0.4,3,117,6.6
0.3,3,76,6.3
0.2,9,77,7
0,3,6,7.8
0.3,7,20,4.5
0.4,3,45,5.6
0.2,0,42,5.3
0.2,3,809,8.9
0.4,7,1105,8.4
0.4,3,18,5.9
0.3,0,121,9.4
0.3,5,271,8.3
0.3,29.5,146,7.2
0.4,0,42,6
0.3,0,898,7.6
0,5.5,595,11.1
0.4,0,14,5.8
0.1,3,18,8.9
0.5,11,5243,9
0.6,3,18,4.9
0.4,3.5,100,5.7
0.5,8.5,635,7.5
0.3,0,60,7.2
0.2,5,62,6.2
0.4,0,13,3.8
0.4,3,112,6.5
0.1,4,25,9.2
0.1,4.5,445,9.9
0.2,5,1999,11.5
0.3,5.5,705,7.2
0,0,3,10
0,0,5,7.5
0.3,4,545,7.5
0.6,27,439,6.8
0,0,0,5.5
0.3,26,42,6.1
0.2,1,115,7.5
0.5,4,369,4.8
0.5,8,23,4.4
0.5,9,612,6.8
0.1,3,100,8.9
0.6,6,342,7.6
0.5,7,231,6.7
0.2,0,29,5.3
0.3,3,295,8
0.6,39,72,4.4
0.2,4.5,40,6.9
0.2,0,66,7
0.3,3,438,8.5
0.4,9.5,56,5.6
0.5,8,52,5
0.1,0,67,7.4
0.4,7,153,5.7
0.4,6,42,6.5
0.1,0,5,5
0.5,6,21,5
0.2,0,55,5.7
0.6,4,122,5.6
0.1,3,6,5.9
0.5,4,76,5.4
0.5,4,38,4.8
0.6,4,84,5.3
0.5,47,62,7.8
0.6,10,174,5.6
0.3,0,421,9.8
0.4,15,60,5.9
0.4,0,39,5.1
0.5,9,24,4.4
0.6,9,132,5.3
0.1,0,13,4.3
0.3,5,620,8.4
0.4,8.5,221,7.1
0.2,3,2599,8.1
0.3,7,22,5.6
0.3,7,132,6.9
0.6,8,52,4.8
0.5,22,1291,4
0.1,3,625,8.8
0.6,9.5,163,5.6
0.2,4,684,8.7
0.4,5,2852,10.2
0.8,6,84,5.3
0.1,0,340,9.9
0.4,0,15,5.4
0.2,0,17,6.2
0.3,0,611,9.9
0.5,8,69,5.1
0.1,0,26,4.5
0.3,39,327,7.2
0.3,2,198,7.7
0.4,15,2638,9.2
0.2,0,86,6.1
0.4,22,1343,9.7
0.3,8,482,7.8
0.4,2,151,6.8
0.1,3,20,6.5
0.1,1,14,4.5
0.3,1,535,5.9
0,0,9,7.8
0.2,3,2360,9.2
0.2,3,405,8.9
0.3,1,161,7.3
0.5,0,221,8.2
0.5,9,120,7.6
0.2,3,104,7.4
0.1,0,240,10.8
0.2,4,542,9.8
0.2,1.5,38,7.3
0.5,0,605,9.8
0.3,0,91,5.3
0.7,0,161,7.6
0.1,5,407,10.1
0.6,5,80,7.4
0.1,0,492,8.7
0.3,32,462,8.1
0.6,13,145,5.5
0.1,8,34,6.5
0.3,12,55,5.2
0.4,25,911,8.3
0.4,115,491,8.6
0.6,13,271,5.7
0.6,10,98,5.8
0.3,0,15,4.9
0.4,7,22,5.6
0.2,1,589,8.7
0.1,8,34,6.6
0.1,6.5,22,10.3
0.3,0,285,8.1
0.2,3,76,6.4
0.6,55,74,5.3
0.7,5,303,7.4
0.5,8,1202,7.7
0.4,8,96,6.7
0.4,0,13,3.4
0.2,2,80,6.7
0.2,0,119,5.7
0.1,0,132,9.2
0.3,13,1642,8.6
0.2,6,44,7.5
0.2,3,71,7.6
0.5,11,363,4.8
0.5,4,311,6.3
0,0,374,11.3
0.4,6,330,7.6
0.5,7.5,266,6.4
0,0,4,8.4
0.8,8,24,4
0.3,4,21,5.2
0.5,8,169,6.3
0.3,10,267,9.8
0.4,2,81,5.6
0.3,4,277,7.5
0.3,0,66,5.2
0.3,5,84,6.1
0.4,0,209,7.1
0.1,8,283,9.4
0.2,5,542,8.9
0.4,42,1222,9
0.2,5,371,10.3
0.1,0,169,7.2
0.1,1.5,153,7.6
0.2,0,39,4.6
0.2,0,19,4.5
0.1,2,187,7.6
0.2,4,14,7.7
0.1,4.5,204,11.9
0.1,1.5,138,6.9
0.2,3,22,4.4
0,2,25,6.6
0.5,7,158,7.1
0.1,6,25,6.1
0.1,1.5,59,6.5
0.3,37.5,6283,6.6
0.3,7,1362,8.2
0.5,3,62,5.9
0.1,2,67,6
0.3,27.5,439,8.7
0.3,0,26,4.3
0.1,2,72,6.8
0.5,8,3918,11.1
0.2,0,135,8.6
0.1,0,22,6.4
0.4,0,24,4.4
0.2,0,53,5.7
0.6,6,42,5
0.4,0,303,7.1
0.2,4,47,6
0.1,0,146,8.6
0.3,5,428,7.9
0.4,28,131,6.9
0.5,7.5,93,5.5
0.2,15.5,1208,7.6
0.2,10,548,7.7
0.2,8,208,6.2
0.2,7,118,7.2
0.3,0,113,9.1
0.6,0,30,4.7
0.1,9,196,10.9
0.2,9,70,8.9
0.3,10,4813,7.9
0.3,7.5,916,9
0.2,5,289,9.5
0.1,9,165,9.5
0.2,3,67,7.4
0.2,0,61,7
0.2,0,106,6.4
0.4,25,192,7.1
0.1,2,249,8.4
0.3,4,271,7.7
0.3,39,534,8.3
0.5,60,75,8.6
0.2,3,1622,9.6
0.1,3,68,7
0.4,0,27,6.6
0.4,43.5,1406,9.7
0.1,3,23,7.7
0.2,3,470,8.6
0.2,7,44,6.3
0.6,2,34,6.1
0.2,3,41,8.2
0.3,26,624,8.9
0.6,4.5,70,6.8
0.4,2,20,5.7
0.2,0,91,6.6
0.4,6.5,61,5.8
0.3,20,607,8.8
0.3,0,35,4.6
0.3,20,2221,5.7
0.3,0,15,4.4
0.4,0,120,6.8
0.3,7,203,6.9
0.2,4,83,7
0.2,4,175,7.1
0.2,16,97,6.6
0.2,1,758,11.1
0.2,5,115,7.7
0.7,0,60,5.6
0.3,7,129,6.9
0.2,4.5,46,8.7
0.1,48,60,5.7
0.2,5,113,7.4
0,0,3,7.8
0.3,7,287,7.6
0.2,5,545,7.9
0.3,0,94,7.1
0.3,5,140,6.9
0.1,3,3,4.6
0.2,0,29,5.2
0.4,14,29,4.8
0.2,5.5,313,8.4
0.2,0,353,7.8
0,0,0,4.4
0.3,6,915,5.9
0.5,0,142,7.7
0.1,2.5,11,5.1
0.2,3,42,7.8
0.3,0,20,4.7
0.3,3,26,4.5
0.6,3,41,4.4
0.1,3,77,6.8
0.2,7.5,54,6.1
0.2,3,68,6
0.7,36,51,5.1
0.1,5,9,4.9
0.6,17.5,1425,7.7
0.2,8.5,545,9.8
0.2,3.5,176,7
0.2,0,92,6.4
0.3,7,159,6.9
0.4,0,30,6
0.2,0,21,5.2
0,0,2,4.7
0.1,2,28,5.7
0.1,2,45,6.6
0.1,0,82,6.9
0.4,6,245,7.1
0.4,20,362,7.2
0.1,7,27,5.9
0.2,3,31,4.9
0.1,0,18,5.3
0.5,0,18,4.7
0.3,42.5,9859,7.5
0.3,2,29,4.4
0.4,9,503,7.9
0.2,6,390,8.9
0.2,2.5,253,7.6
0,0,13,7.8
0,0,0,4.7
0.4,5,113,6.5
0.6,3,79,5.1
0.1,4,79,6.6
0.3,0,19,4.3
0.2,5,5018,10
0.4,16.5,885,8.6
0.4,1,22,5
0.1,1.5,41,7.7
0.2,0,25,5.9
0.4,0,79,6.6
0.2,0,227,8.2
0.7,0,30,3.6
0.3,35.5,120,6.4
0.3,0,176,7.3
0.4,4,165,7.1
0.1,0,262,8.9
0.3,0,91,6.1
0.3,0,17,4.6
0.3,8.5,242,7
0.5,0,60,5.1
0.8,0,15,3.5
0.6,9,99,7.5
0.1,0,59,6.5
0.3,3,1330,9.5
0.3,4.5,184,10
0.2,31.5,418,7.6
0.3,0,115,7
0.2,3,42,8.7
0.5,61,187,8
0.5,3,23,5.1
0.2,10,79,6.7
0.1,3,3,4.7
0.1,1.5,14,6.6
0.2,4,249,8.5
0,0,3,8
0.3,9,111,7.3
0.2,3,14,7.9
0.3,13,103,8
0,4.5,9,10.3
0.3,0,39,5.1
0.4,22,89,6.2
0.4,30,420,8.7
0.4,7,173,5.9
0.2,3.5,325,10.6
0.1,0,25,9.1
0,0,10,7.5
0.3,13.5,1845,9.1
0.4,60,105,7.4
0.1,0,325,10
0.3,8.5,73,6.4
0.4,61,308,7.3
0.4,0,30,5.9
0.5,15,33,5.1
0.4,0,17,4.3
0.3,1.5,1941,8
0.3,8.5,218,6.8
0.3,3.5,97,7
0.2,3,866,9.1
0.3,7.5,1302,9.2
0.2,0,45,7.1
0.2,9,27,5.2
0.4,3,370,7
0.3,0,1026,6.8
0.3,6,263,7.2
0.3,0,39,5.2
0.1,1.5,19,6.7
0.4,6,416,7.8
0.1,5.5,639,7
0.3,0,664,10.7
0,0,0,7.9
0.3,6,83,6.5
0.3,8,4455,7.3
0.3,7.5,909,9
0.3,10.5,63,5.6
0.4,0,47,5.8
0.1,0,234,7.9
0.3,0,374,11
0,0,3,6.5
0.2,0,20,4.8
0.2,0,63,6.6
0.3,4,123,6.3
0.5,0,30,5.1
0.2,0,45,6.2
0.2,6,38963,15.5
0.2,0,26,5
0.2,9,150,8.2
0,0,16,7.4
0.4,0,62,6.2
0,0,1,6.1
0.2,23,2470,8.8
0.1,2,562,10.2
0.1,1.5,3,5.4
0.2,7,1820,10.1
0.1,3,4,8.6
0.3,0,55,6
0.3,2,33,5.1
0.2,8,53,5.5
0.1,3,110,8.2
0.3,28,74,8.6
0.3,9,309,7.6
0.3,12,336,8.7
0.4,10.5,156,6.4
0.1,3,103,6.9
0.3,0.5,48,6.1
0.1,3,1419,10.1
0.3,14,1468,6.5
0.3,21.5,530,8.2
0.5,20.5,4797,10
0.3,0,22,5.1
0.4,0,60,5.9
0.4,3.5,422,6.7
0.3,15,246,7.7
0,0,0,5.1
0.3,9,351,7.2
0.6,13,195,7.3
0.2,0,173,7.6
0.4,0,30,5.8
0.5,0,30,5.2
0.8,0,15,3.6
0.4,3.5,306,7.6
0.4,2,107,5
0.4,3,21,5.2
0.5,3,21,5.2
0.2,3,21,5.7
0.3,3,21,5.7
0.2,8,27,5.8
0.1,0,63,6.7
0.3,10.5,209,8.2
0.4,0,18,4.8
0.1,0,157,7.8
0,0,11,8
0.2,3,96,6.6
0.3,0,1124,10
0.5,5,22,4.3
0.3,0,52,5.3
0.3,3,86,6.6
0.5,3,21,5
0.6,3,21,5
0.5,0,36,5.6
0.2,4,566,8.7
0.4,15.5,65,5.9
0.3,5.5,125,10
0.2,3,195,7.7
0.4,29,895,8.5
0.5,36,235,6.7
0.4,0,32,5.4
0.2,0,449,8.6
0.3,8,250,7.6
0.3,18,192,9.1
0.2,0,39,5.4
0.3,0,78,5.4
0.3,0,72,6.5
0.3,0,76,7.4
0.2,0,59,7
0.5,66.5,524,6.9
0.3,7,75,6.2
0.4,3,85,5.6
0.2,0,195,7.7
0.3,53,97,8.4
0.4,6,205,6.2
0.4,17.5,68,6
0.4,0,47,6.2
0.5,6,25,4.6
0.4,15.5,70,6.1
0.6,51,196,6.2
0.3,1,163,6.4
0.2,4,177,8.6
0.5,18,54,5.2
0.2,3.5,37,6.8
0.5,5,30,4.8
0.2,5,437,8
0.4,12.5,671,8.1
0.4,6,186,6
0,0,5,9.2
0.3,0,30,5.8
0.3,10,137,6.9
0.3,41.5,454,7.5
0.5,20,3337,8.6
0.5,2.5,41,5
0.7,13,543,8.3
0.2,0,62,6.9
0.4,0,130,6.3
0.2,7,38,4.9
0.7,196,212,6.4
0.5,756,887,7.9
0.3,14,2047,8.8
0.2,0.5,186,11.4
0.2,10,442,8.9
0.2,3.5,141805,8.9
0.1,4,4,7.8
0.2,0,157,6.8
0.1,3,121,10.7
0.4,23,679,8.5
0.3,3,20,4.8
0.4,0,352,8.9
0.4,0,62,6.3
0.3,12,150,7.2
0.1,3,40,9.1
0.3,16,2748,9.6
0.4,31.5,516,8.7
0.4,3,103,6.3
0.1,12.5,368,9.4
0.3,0,180,7.8
0.4,18,914,10
0.4,4.5,39,6.9
0.4,6,868,8.8
0.4,20,2081,10.2
0.3,3,21805,8.6
0.5,7,128,5.6
0.4,3,110,5.9
0.3,7,86,9.1
0.5,3,36,5.4
0.4,6,618,9.4
0.2,4,38,6.9
0.1,1,13,6
0.5,7,62,5
0.4,0,737,8.5
0.6,47,128,5.5
0.9,5,20,4
0.1,3.5,132,6
0.2,0,52,5.9
0.1,6,43,7.2
0,0,1,7.4
0.6,24,43,5.3
0.7,90,107,5.3
0.3,20,1674,10
0.1,0,21,9
0.2,0,1761,8
0.2,0,45,6.6
0.4,11.5,4928,8.1
0.1,0,286,7.4
0.1,0,96,6.9
0,0,8,9.4
0.2,0,1195,8
0.4,13.5,2110,9
0.1,0,4617,10.9
0.2,0,79,5.8
0.3,0,55,6.4
0.1,7,7,6.6
0.1,3,16,7.9
0,0,10,5.5
0.3,3.5,739,9.6
0.3,2,3039,9.8
0.2,0,18,7.2
0.4,0,48,4.6
0.1,3,80,9.7
0.1,4,64,9
0.3,0,141,9.4
0.1,5,149,9.1
0.4,0,30,4.9
0.1,3,34,9.5
0.6,60,150,9.1
0.5,31,613,9.3
0.4,0,45,5.7
0.4,11,296,6.9
0.2,0,26,4.6
0.5,28.5,1832,9
0.3,0,50,6.1
0.2,0,175,6.1
0.5,4,85,6.3
0.3,2.5,110,8.4
0.2,0,83,6.5
0,0,5,9.7
0.4,0,23,6.2
0.3,10,728,8.1
0.3,0,128,7.6
0.8,0,30,3.6
0.3,12.5,256,7.5
0.3,6,105,6.9
0.3,0,233,7.3
0.4,18.5,1369,8.9
0.3,9,17,5.5
0.2,3,133,8.9
0.1,0,67,6.8
0.7,3,53636,10
0.5,29,566,7.6
0.5,44.5,125,5.7
0.1,0,282,7.8
0.3,46,2117,7.6
0.3,11,1234,9.3
0.8,7,1073,8
0.3,4.5,2881,10.3
0.2,0,34,8.1
0.3,13,203,7.6
0.3,0,89,7.6
0.3,0,75,6.6
0.5,12,120,6.1
0.2,5,170,7.6
0.5,0,45,6
0.4,6,688,8.3
0.4,0,813,8.9
0.3,0,47,6.7
0.4,2,19,4.3
0.3,13.5,472,7
0.4,18.5,1102,6.9
0.2,45,282,7.9
0.8,0,417,6.2
0.4,0,170,8.8
0.3,5,268,7.7
0.4,0,88,6.2
0.3,7,136,7.3
0.6,1.5,524,8.3
0.4,16,1349,8.1
0.2,17,192,7
0.3,8,329,7.5
0.3,6,164,7.4
0.3,0,78,6.4
0.3,0,171,9.1
0.4,6,351,7.8
0.5,33,54,5.6
0.3,21,2641,9.9
0.2,0,80,7.1
0.1,0,4,5.5
0.7,3,1680,8.9
0.3,8.5,118,6.9
0.3,10.5,68,6
0.3,0,335,9.7
0.3,0,746,9.9
0.4,0,30,5.6
0.4,51,88,5.5
0.2,0,78,7.3
0.6,5.5,59,5.2
0.4,12,294,9.6
0.4,21,236,7.6
0.3,7.5,100,6.8
0.3,20,26595,9.2
0.3,7,2493,8.2
0.4,20,2006,9.5
0.1,5,24,6.9
0.2,5,7176,9.1
0.4,0,63,6.4
0.3,0,143,6.7
0.1,7.5,103,7.9
0.1,3,86,9.6
0.3,7,143,6.5
0.3,0,351,11.7
0.4,0,165,6.6
0.3,0,33,5.3
0,0,0,8.3
0.3,3,149,7.1
0.3,4,93,6.5
0.3,8,198,7.1
0.7,4,3207,9.6
0.1,3,48,9.2
0.3,0,244,7.6
0.3,0,45,6.2
0.3,19,106,7.6
0.2,0,81,5.7
0.4,0,16,4.2
0.5,0,60,5.4
0.3,0,15,8.7
0.1,0,10717,8.5
0.4,20,1843,9.2
0,2,14,9.2
0.2,6,115,6.5
0.4,0,62,6.1
0.1,6,108,9.9
0.2,6,78,6.8
0.3,0,3011,8.8
0.4,3,108,8.2
0.4,0,110,6.9
0.2,2,1338,10.9
0.4,0,51,7.4
0.3,7.5,63,6.2
0.1,4,3433,9.5
0.2,0,68,5.7
0.4,18,533,8.1
0.3,0,348,8.7
0.2,16,180,7.9
0.3,0,51,6
0.2,56,6826,8.2
0.1,3,20,8
0.3,5.5,172,7
0.3,23,725,8
0.2,2.5,39,5.6
0.2,0,46,6.4
0.3,9,905,9
0.3,4,181,7.6
0.2,5,359,8.5
0.3,3,112,4.9
0.2,0,161,9.4
0.2,0,47,6.5
0.2,4,21,6.7
0.4,4.5,79,5.7
0.2,0,68,5.6
0.1,3.5,253,10.2
0.2,14,4346,8.5
0.2,10,3903,10.9
0.3,6.5,15,7.4
0.3,0,92,7.3
0.2,5,149,5.8
0.2,2.5,39,5.5
0.4,13,14022,7.4
0.4,0,39,4.3
0.3,86,103,7
0,0,7,8.9
0.3,14,30,5.3
0.1,3.5,46,5.9
0.2,1,166,10.4
0.1,6,40,9
0.4,20,1972,10.5
0.4,0,62,6
0.3,7,1312,9
0.3,3,1568,8.9
0.4,0,75,6.5
0.3,0,65,5.2
0.1,3.5,8,5.1
0.2,2,272,8.3
0.4,0,930,7.1
0.2,4,26,8.3
0.4,0,77,6.3
0.7,7,200,7.2
0.2,47,177,6.5
0.4,3,24,4.9
0.1,7,2686,13.2
0.5,0,54,6.6
0.2,0,26,4.9
0.2,0,75,6.4
0.3,3.5,115,5.2
0.2,3.5,47,5.9
0.2,0,108,3.4
0.3,0,373,10.2
0.2,0,53,5.6
0.1,0,74,5.8
0.2,0,122,11.2
0.6,12,1061,8.4
0.3,3,73,6
0.1,5,245,7.4
0.4,0,41,4.3
0.1,0,7,5.7
0.1,5,123,8
0.2,4.5,58,8.3
0.2,3,57,10.1
0.6,71,1109,8.2
0.9,3,6327,8.7
0.1,0,41,6
0.4,79,466,8.8
0.4,3,60,5.1
0.4,7,429,7.8
0.4,7,50,4.9
0.6,3,37,6.6
0.3,10,1520,9.3
0.3,0,34,4.9
0.4,4,44,4.9
0.4,6,345,7.6
0.1,0,120,6.6
0.2,0,72,5.9
0.5,8,208,8.1
0.4,26.5,1705,9.2
0.2,10.5,288,7.4
0.3,3,563,8.9
0.4,13,150,7.8
0.4,0,94,6
0.3,15.5,4013,9.1
0.1,2.5,14,6.6
0.3,3,823,10
0.5,9,132,6.1
0.3,16.5,2795,9.9
0.3,0,62,5.3
0,0,0,7.1
0.3,23,5190,10.4
0.5,15,30,5.1
0.3,0.5,221,6.4
0.1,0,68,6.2
0.3,100,365,7.3
0.3,12.5,921,9.1
0.7,5,323,7.9
0.2,0,18,6.2
0.4,3,19,7.3
0.2,1,199,10.9
0.2,0,454,9.9
0.4,0,593,8.8
0.6,3,6186,10.2
0.2,10,61,5.6
0.1,2,29,9.9
0.2,0,138,8.3
0.1,6,316,8.4
0.5,18.5,1671,6.9
0.3,4.5,47,6.3
0.3,21,129,6.5
0.3,3,6,3.5
0.3,0,212,9.3
0.4,15.5,118,8
0.6,18.5,223,6.6
0.4,40,963,9.7
0.3,3,3,3.5
0.4,42,4953,9.4
0.1,6,444,11.2
0.2,0,63,5.2
0.1,0,4,5.4
0.4,11,230,6.7
0.5,5,40,5.2
0.5,39,212,6.3
0.4,20,427,7.8
0.3,5,21,4.6
0.2,0,235,9.8
0.3,0,45,5.7
0.3,5,487,8.6
0.2,5,330,8
0.3,5,469,9.1
0.4,18,288,7.5
0.3,4,345,8.7
0.3,81,228,7.7
0.3,0,47,6
0.3,0,18,4.9
0.5,0.5,63,5.7
0.3,5,392,8
0.3,0,126,5.6
0.3,26,57,7.3
0.4,11,435,7.4
0.2,19,160,7.4
0.5,4,83,5.8
0.3,0,1896,10.3
0.4,26.5,306,7.3
0.3,7,7749,12.7
0.3,6,7825,8.8
0.3,5,56,6
0.2,5,118,7.2
0.3,6.5,281,8
0.4,24.5,180,6.1
0.3,21,470,8.4
0.3,7,2421,12.5
0.2,0,76,5.4
0.3,26,412,7.3
0.2,19,71,6.6
0.3,17,160,7.7
0.2,3,118,7.2
0.4,5,402,8.7
0.4,20,38,5.2
0.3,0,63,4.9
0.3,0,1199,8
0.4,8,977,8.7
0.3,7,843,8.1
0.4,8,212,7.3
0,3,4,9.1
0.6,21,112,5.6
0.2,6,111,7.9
0.3,5,941,8.7
0.2,5,70,9.6
0.4,4,77,6
0.3,7,484,8.6
0.6,3,144,7.7
0.2,10.5,82,6.5
0.2,0,79,5.7
0.2,7,869,9.3
0.2,0,48,6.5
0.3,7,360,7.9
0.7,12,232,7.7
0.3,21.5,105,9.6
0.5,16.5,219,6.4
0.4,0,105,6.8
0.3,0,89,5.4
0.3,9,1010,6.4
0.2,17,37,6.4
0.6,18,144,7.4
0.2,10.5,406,8.2
0,5,85,7.3
0.4,0,197,7.6
0.5,33,3077,11.9
0.4,7,44,7.3
0.1,0,123,9.1
0.3,9,390,7.9
0.6,33,371,8.5
0.2,0,153,6.1
0.6,17,70,5.3
0.3,4.5,1096,10
0.3,20,2484,6
0.5,12,180,7.2
0.5,79.5,1101,11.9
0.2,0,145,4.9
0.5,8,482,6.4
0.1,10,15,5.3
0.5,22.5,81,5.8
0.3,4,19,7.2
0.4,0,60,6.2
0.5,15,245,7.2
0.3,20,247,7.7
0.3,16,185,8.2
0.4,10,198,7.3
0.3,21.5,1063,7.2
0.2,6,422,8.2
0.5,0,45,5.8
0.5,38,404,8.6
0.4,18,113,5.9
0.4,0,77,6.1
0.2,5,373,8.7
0.1,1,181,10.2
0.3,0,651,7.7
0.4,12,153,5.8
0.3,37.5,391,6.7
0.6,5,351,8.1
0.2,0,76,5.2
0.2,1,67,9.4
0.4,21,296,7.8
0.3,12,11710,9.8
0.4,9,2522,9.4
0.4,0,70,6.2
0.6,18,36,4.8
0.3,0,76,5.2
0.3,3,126,5.3
0.3,3,105,6.1
0.2,1.5,39,8.3
0.5,0,63,5.8
0.4,7,197,7
0.5,14.5,309,7.3
0.3,0,76,5.3
0.5,5,746,9.3
0.3,11.5,1579,8.7
0.2,8,87,6.6
0.1,3,57,9.3
0.1,0,13,4.9
0.2,8,208,7.5
0.3,8,31,8.3
0.4,6,297,6.1
0.4,3,116,6.3
0.5,0,73,6.2
0.3,8,189,7.2
0.3,4,314,7.2
0.1,0,14,4.6
0.2,3,632,8.9
0.4,0,47,6
0.4,3,32,4.8
0,3,4,8.3
0.8,3,108,4
0.2,0,275,9.2
0.3,14,3012,8.7
0.4,0,76,6.5
0.4,1,16,6.6
0.1,0,14,4.9
0.7,30,45,5.1
0.3,12,127,6.5
0.4,3,61,5.3
0.3,24,1191,9.5
0.3,40,360,7.4
0.1,4,8,7.1
0.3,0,60,6.2
0.4,0,13,3.6
0.2,0,26,4.1
0.1,0,1617,11.2
