"TCD","DLOC","TCLOC","scores_ANN"
0.1,0,4,2.8
0.1,26,50,6.2
0.2,57,134,4.8
0,9,11,3.5
0.4,11,14,3.9
0.4,51,79,4.2
0.4,27,29,5
0.4,58,58,4
0.4,7,7,1.9
0.2,30,38,5
0.2,48,61,5.1
0.1,6,14,6.8
0.3,3,5,5.2
0.3,16,16,2.3
0.4,11,11,3.2
0.3,79,106,2.3
0,3,8,4.7
0.3,161,164,4
0.2,41,44,4.1
0.1,29,29,5.8
0.4,31,31,2.7
0.3,113,144,3.3
0.1,4,7,3.9
0.2,49,52,8.2
0.3,56,63,4.3
0.3,29,29,4.9
0.1,9,12,2.8
0.3,20,20,4.7
0.1,8,8,4.7
0.5,55,55,7.9
0.6,38,38,4.5
0.3,16,30,4.4
0.4,10,10,2.8
0.3,5,5,2.5
0.1,7,15,3.6
0.5,84,84,5
0.3,20,20,7.8
0,3,5,3.6
0.5,37,37,2.4
0.4,136,211,4.4
0,5,6,3
0.5,98,98,5
0.5,33,33,3.9
0.1,5,13,4.6
0.3,6,6,4.1
0.1,7,12,4.6
0.3,27,27,5.1
0.1,14,20,5.5
0.4,3,4,3.6
0.5,42,54,4.1
0.1,17,30,3.3
0.2,14,14,4.4
0.4,33,38,3.4
0.3,57,69,3.8
0.1,14,14,3.7
0.1,18,39,5.7
0.1,7,12,4.4
0.1,0,12,5.7
0.4,8,8,3
0.2,5,5,1.9
0.2,5,22,7.1
0.4,43,45,3.8
0.3,75,89,2.6
0.2,12,19,4.3
0.3,103,111,4.2
0.3,91,92,5.2
0.2,3,21,5.3
0.4,12,18,4
0.4,13,13,2.7
0.5,21,21,2.6
0.7,26,26,1.8
0.2,3,5,1.7
0.5,23,23,2.2
0.1,11,11,2.8
0.3,11,13,2.6
0.1,5,14,5
0.2,11,16,5.6
0.3,17,18,2.8
0.2,11,14,2.6
0.3,154,178,5
0.4,8,8,1.7
0.2,15,15,4.5
0.3,7,8,4
0.2,16,16,2.8
0.5,14,14,1.8
0.5,11,11,2.1
0.4,10,11,3.9
0,7,7,4.6
0.3,54,55,3.2
0.1,4,6,3.3
0.3,7,7,4.2
0.5,14,14,6.1
0.3,42,42,7.3
0.1,0,8,3.9
0.3,10,10,2.8
0,3,20,4.9
0.3,31,32,2.9
0,6,6,4.8
0.2,7,7,4.2
0.2,9,10,2.7
0.3,11,11,2.8
0.1,10,14,3.3
0.3,25,28,4.2
0.6,73,73,2.6
0.2,9,11,2.7
0.1,9,16,3.7
0.2,14,17,2.8
0.4,128,377,3
0.1,8,10,2.7
0.1,9,11,2.7
0.5,124,158,3.5
0.6,29,29,1.9
0.4,12,12,1.8
0.6,28,28,1.9
0,0,10,4.9
0.3,18,18,2.7
0.6,471,471,8.6
0.1,10,16,7
0.3,7,9,3.8
0.1,1,21,5
0.1,6,8,3.7
0.5,62,67,2.5
0.1,7,8,4.2
0.4,109,124,3.4
0.3,3,4,1.4
0.2,33,34,7.3
0,1,3,3.2
0.6,26,26,4
0.1,24,26,4.4
0.4,38,38,2.6
0.4,67,100,3.6
0.4,72,72,3
0.7,27,27,1.4
0.1,12,70,5.5
0.6,0,21,3.9
0.6,23,23,4.9
0.2,19,20,4.2
0.2,16,56,4.4
0.6,0,28,3.9
0.2,16,16,2.5
0.1,5,9,3.2
0.3,28,28,1.6
0.2,31,47,4.8
0.2,21,43,2.8
0.3,14,14,5
0.1,4,21,1.9
0,5,5,4.5
0.1,23,29,4
0.6,13,13,3
0.2,14,18,2.9
0.1,0,10,2.6
0.3,3,3,5
0.3,16,18,1.2
0.7,68,68,4.4
0.4,18,20,2.5
0.4,28,32,2.5
0.1,8,11,4.4
0.1,7,8,4.5
0.2,45,53,4.9
0.2,12,25,4.6
0.1,15,16,5.6
0.5,14,14,3.8
0.1,16,95,5.5
0,2,6,5
0.1,5,8,3.5
0.2,27,30,2.4
0.4,30,30,3.6
0.5,122,122,3.3
0.5,8,8,2.2
0.3,74,74,5.3
0.4,60,159,8.3
0.4,3,3,3
0.4,74,74,4.8
0.2,5,16,3.4
0,7,9,3.4
0.2,4,6,2.6
0.3,4,5,2.6
0.2,12,12,3.3
0.2,13,13,5.8
0.2,9,9,2.5
0.6,49,49,3.6
0.1,3,11,5.9
0.2,7,8,4.4
0.2,14,15,5
0.2,5,7,1.7
0.6,15,15,2.8
0.2,8,9,4.4
0.6,21,21,1.5
0.1,15,16,4.5
0.4,275,284,4.5
0.1,3,4,2.9
0.4,10,11,2.4
0.5,744,790,6.2
0.4,16,16,5.7
0.5,77,77,6.6
0.5,41,41,7.9
0.2,6,17,1.8
0.1,7,12,4.5
0.2,13,13,3.3
0.4,11,12,4.8
0.2,10,10,2.6
0.1,0,7,4.2
0,5,17,4.2
0.2,34,137,3.8
0,8,12,3.9
0.2,18,41,4.9
0.3,17,17,3.6
0,6,10,3.6
0.3,21,21,4.2
0.2,10,13,4.9
0.1,3,7,2.4
0.2,106,110,5.3
0.3,40,44,5.3
0.5,38,39,3.6
0.1,5,10,3.9
0.2,47,47,3.5
0.4,13,14,3.8
0,1,7,5
0.1,24,76,4.1
0.2,38,38,4.4
0.3,8,8,5.1
0.2,30,30,4.2
0.1,5,10,2.8
0.6,38,38,3.4
0.2,22,26,4
0,3,42,4.9
0.2,41,46,3.8
0.1,3,10,3.3
0.2,0,12,6.6
0.4,7,7,4.2
0,6,9,2.9
0.3,34,52,3.9
0.2,12,12,3.2
0.1,11,12,4.5
0.2,6,14,3.3
0.5,66,78,3.4
0,8,10,3.2
0.2,75,79,6.6
0.1,10,12,3.7
0.1,5,20,5.4
0.2,3,10,3.6
0,6,10,3
0.1,15,18,4.7
0,5,12,3.5
0.1,5,11,2.6
0.6,3,3,1
0.1,8,10,2.9
0.1,5,8,5.4
0.3,120,170,4.5
0.4,9,9,2.5
0.2,5,24,3.2
0.1,16,21,4.8
0.1,6,9,3.6
0.1,6,11,2.3
0.5,29,29,2.4
0,4,14,7.2
0.2,55,55,4.5
0.1,8,13,3.6
0.2,3,4,3
0.1,7,10,4.3
0.2,0,9,3.3
0.3,23,23,3.5
0.3,0,3,4.6
0.2,52,56,9.5
0.1,3,4,7.4
0.2,46,71,3.8
0.3,3,3,6.8
0.4,21,24,1.9
0,0,15,4.4
0.2,30,34,4
0.1,0,7,2.8
0.3,51,76,4
0.1,8,12,4.5
0.1,10,89,4.3
0.2,31,31,4.8
0.4,40,40,4.4
0.3,12,12,3.3
0.3,38,44,3.2
0.3,43,86,2.4
0.2,15,15,5.1
0.1,7,70,4.6
0.1,20,24,2.7
0.1,12,16,2.2
0.1,0,5,6.3
0.5,20,20,6.3
0.7,241,241,1.9
0.2,0,3,2.8
0.3,41,90,2.9
0.7,143,143,1.9
0.1,7,13,4.6
0.4,28,28,2.9
0.4,44,44,5.6
0.4,24,24,5.3
0.4,6,20,4.8
0.1,12,27,1.7
0.3,9,31,4.8
0.2,7,11,4.4
0.4,40,106,4
0.4,5,5,4.2
0.3,43,43,4.4
0,0,2,6.4
0,4,8,3
0.2,0,4,2.2
0.4,3,3,6.6
0,8,8,3.2
0,0,7,3.6
0.4,23,29,3.3
0.6,60,65,5.9
0.4,53,62,4.6
0.2,15,15,3.4
0.2,8,15,5.7
0.1,11,13,4.9
0.2,8,9,2.7
0.5,7,7,2.8
0.1,7,9,5.4
0.2,6,7,1.4
0,0,6,4.9
0.1,4,44,5.4
0.2,3,20,4.3
0.4,141,148,4.8
0,2,2,4.9
0.1,9,9,5.7
0.3,37,57,6
0.2,18,19,4
0,3,15,4.6
0.2,14,14,3
0.3,24,25,2.2
0.1,0,22,3.6
0,7,7,4.1
0.1,11,13,5.1
0,7,13,4.3
0.3,7,10,2
0.1,4,22,4
0.2,31,32,4.7
0.2,16,16,3.8
0.1,17,18,3.5
0.1,11,29,3.9
0.2,51,52,4
0.4,9,10,4.5
0.1,0,6,2.7
0.4,91,109,4.8
0.3,3,3,6.5
0.1,0,31,4.1
0.2,13,14,2.6
0.3,0,24,3.4
0.7,8,8,2
0.4,720,747,6.2
0.2,13,13,2.5
0,6,6,2.9
0.4,13,13,3.2
0.1,29,31,3.5
0.5,11,11,1.7
0.1,6,44,3.9
0,0,9,3.9
0,4,4,4.1
0,6,7,3.6
0.2,7,8,3.9
0.1,42,84,4.5
0.1,2,4,3.3
0.1,9,21,3.6
0.1,9,10,6.3
0.2,7,11,3.3
0.3,22,37,2
0.8,53,53,3.1
0.5,14,14,1.2
0.6,15,15,7.4
0,0,14,3.4
0.3,7,8,3.9
0.4,376,385,5.3
0,0,20,3.5
0.1,3,38,3.9
0.4,12,13,3.9
0.2,20,33,3.9
0.1,10,57,6.8
0.6,0,1401,1.6
0.4,4,4,5.8
0.6,1400,1401,6.6
0.4,35,35,4.1
0.3,53,67,4.2
0.4,33,33,4
0.2,46,55,3.9
0.2,11,12,3.9
0.5,30,31,2.6
0.1,7,8,4.6
0.3,42,61,6.2
0.2,0,3,2.2
0.1,3,10,3.4
0,3,7,4.1
0.5,90,90,4.9
0.1,9,13,7.7
0.1,5,30,6
0.4,16,17,2.3
0.2,26,36,3.4
0.3,3,14,3.5
0.1,7,8,4.1
0.1,3,7,3.4
0.4,171,184,4
0.3,46,49,2.8
0,5,12,4.3
0.6,23,23,1.7
0.6,84,84,4.4
0.1,0,1,4.7
0.1,3,6,3.4
0.1,5,28,3.6
0.3,21,28,1.7
0.3,5,48,3.4
0.3,11,20,4.7
0.4,28,28,6
0.2,28,33,4.2
0.2,28,28,3.7
0.1,15,20,5.1
0.5,41,41,3.8
0.5,98,98,3.7
0.1,5,8,3.6
0,3,12,4.9
0.7,16,16,3.5
0.2,18,49,5.1
0.3,5,6,4.1
0.1,32,55,3.6
0.3,4,6,2.4
0.3,21,24,3.9
0.2,0,3,2.5
0.3,27,27,3.9
0.2,51,58,5.5
0.1,9,9,1.6
0.2,89,122,5.2
0,1,5,6.8
0.4,22,24,2.8
0.3,17,17,3.1
0.2,18,41,4.4
0.1,3,10,3.1
0.2,3,6,5.9
0.4,27,44,5.4
0.2,0,4,4.6
0.1,3,3,9
0.2,0,7,3.2
0.3,51,51,3.1
0,3,5,3.1
0,0,5,4.8
0.5,52,55,3.9
0.1,10,11,4.2
0.2,15,28,3.1
0.2,5,10,3.7
0.3,2,2,0.2
0.1,3,6,6.6
0.3,0,3,4.1
0.2,34,51,4.6
0.4,276,280,4
0,0,6,7.5
0.1,10,13,4.4
0.2,9,10,2.8
0.1,3,7,3.3
0.1,3,11,2.8
0.1,0,20,4.2
0.2,12,13,2.1
0.4,48,160,8.3
0.6,52,52,3.9
0.1,0,17,3.5
0.4,32,38,3
0.4,73,76,2.8
0.4,50,50,3.4
0.2,18,18,2.3
0.2,4,11,5.6
0,0,6,1.8
0.2,66,123,4.6
0.4,35,35,4.4
0.2,30,48,5.2
0.1,0,6,5.6
0.1,14,16,3.8
0.1,40,56,3.6
0.2,50,59,2.4
0.2,0,6,2.5
0,2,10,3.3
0.1,0,3,4.5
0.1,8,16,3.2
0.2,6,112,0.2
0.3,13,22,3
0.1,15,22,3.7
0.1,0,9,3.1
0.1,11,16,4.8
0.1,6,18,4.6
0.1,24,24,4.6
0.5,20,20,3.8
0,9,11,5.4
0.4,20,20,5.6
0.1,0,1,5.7
0.2,5,9,5.6
0.1,4,8,3.6
0.1,3,5,2.5
0.4,192,274,5
0.5,23,23,5.8
0.2,5,8,4.3
0.2,4,15,3.6
0.2,103,165,5.2
0.1,3,3,0.1
0.1,43,59,4.5
0.4,25,25,5.4
0.1,46,79,4.6
0,0,6,7.9
0.3,3,3,6.2
0.3,45,93,4
0.3,22,23,5.2
0.2,41,42,5.1
0.6,3,3,1.8
0.2,196,247,7.3
0.5,204,223,4
0,3,8,2.5
0.4,12,17,3.4
0.3,15,16,3
0.3,23,23,4.3
0.1,8,11,3.4
0.1,11,31,4.6
0.5,28,28,2.7
0.5,28,28,4.1
0.4,14,14,2.4
0.1,81,154,4.2
0.1,3,13,2.5
0.1,7,10,5.6
0.5,191,205,4.2
0.8,416,448,4
0.2,50,59,4.9
0.5,9,9,1.6
0.1,5,29,4.3
0.1,0,6,2.3
0.1,0,4,5
0.2,0,2,5.9
0.3,6,13,6.6
0.2,65,67,4.5
0.7,32,32,5.5
0.2,3,4,3.3
0,0,10,4.6
0.5,77,79,3.1
0,1,3,2.6
0.2,5,6,2.7
0.7,229,257,4.8
0.4,19,19,3
0.2,9,20,2.5
0.1,3,6,4.8
0,4,8,4.4
0,9,17,3
0.6,58,58,4.5
0.1,9,9,3.6
0.2,49,51,3.8
0,6,10,5
0.4,48,59,3.6
0.1,20,29,2.2
0.2,83,119,6.3
0.4,90,127,3.5
0.1,7,10,2.6
0.1,6,14,4
0,16,22,3.4
0,5,5,4.7
0.2,3,8,3.4
0,3,3,6.9
0.1,14,24,3.6
0.1,0,15,6.3
0.1,3,5,5.3
0.6,291,302,5
0.2,3,3,6.5
0.2,109,114,6.5
0.3,76,77,5.2
0.5,21,21,2.8
0.1,7,8,4.3
0.6,18,18,2.1
0.3,24,35,3.5
0.2,10,11,2.7
0.2,21,22,3.4
0.1,0,5,2.1
0.1,7,44,1.5
0.2,349,412,6.6
0.1,51,60,5
0,1,2,1.7
0.2,3,16,5.3
0,0,2,5
0.5,10,24,7.2
0.6,27,27,1.8
0.1,0,7,7.5
0.5,10,10,7.1
0.1,23,26,3.6
0.6,16,16,4
0.5,65,82,1.7
0.3,410,421,6.5
0.3,5,8,3.7
0.1,15,17,2.9
0.2,21,22,7.5
0.1,12,18,2.6
0.2,13,15,4.9
0.2,2,2,4.2
0.1,6,10,5.1
0,0,3,2.9
0,1,3,6.9
0.2,72,74,5.2
0.7,122,217,4.5
0.1,6,26,4.4
0.2,31,52,3.8
0.1,5,40,3.2
0,2,4,4.1
0.1,3,8,4
0.1,5,5,5.2
0.2,56,75,3
0.3,17,17,4.2
0.2,15,16,3.2
0,1,3,3.6
0.2,29,31,3.6
0.6,12,12,2.4
0.5,500,536,6
0.7,26,26,4.9
0.3,64,66,3.5
0.3,5,7,2.6
0,27,31,4.3
0.5,0,7,0.7
0.3,50,50,4.3
0.5,103,106,4.3
0.1,7,15,3.8
0.1,12,15,2.5
0.1,9,10,4.4
0.1,7,27,4.1
0.5,386,397,6.4
0.4,48,49,5.9
0.2,15,31,0.3
0.3,5,8,4.1
0.5,22,23,5.4
0.1,3,3,6.9
0.2,8,17,3.8
0.3,25,27,5.3
0.1,18,26,3.1
0.4,110,111,5.2
0.5,57,62,2.5
0,0,9,4.3
0,4,23,5.6
0.3,5,6,4.9
0.4,309,338,4.7
0.4,5,5,2.8
0.1,4,9,2
0.2,2,15,2.3
0.1,0,2,1.2
0.2,2,2,2.4
0,0,7,3
0.1,19,38,6.6
0.2,0,12,1.4
0.4,66,66,4.2
0.1,11,11,3.3
0.4,21,87,3.6
0.6,26,26,2.1
0.1,9,10,3.2
0.5,13,13,1.8
0.4,13,63,2.4
0.3,18,19,3.1
0.2,26,28,2.4
0.1,25,37,4.8
0.1,0,7,4.3
0.2,21,23,3.2
0.1,56,58,5
0,3,7,7.4
0.3,43,46,6.3
0.2,26,31,4.8
0.1,6,11,5
0.2,13,28,3
0.1,11,77,5.7
0.3,200,200,5.4
0.4,53,59,2.3
0.2,11,12,4.2
0.2,18,36,1.2
0.1,0,6,2.9
0.1,18,22,3.4
0.1,8,15,1.7
0.2,83,92,4.6
0.2,3,9,2.5
0.2,12,27,1.5
0.2,9,11,3.3
0.2,59,176,5.3
0.2,4,4,1.5
0.5,53,53,2.6
0.1,70,70,5
0.4,63,66,3.9
0.2,14,16,1.5
0,7,23,4
0.2,11,12,2.2
0.2,17,30,2.8
0,7,9,3.6
0.4,91,91,3.3
0.4,97,103,3.1
0.2,7,9,2.7
0.1,19,37,4.4
0.1,8,24,3.2
0.1,4,17,5.1
0,24,26,7.7
0.2,21,89,3.4
0.1,33,47,4.1
0.1,36,39,3
0.3,38,38,4
0.2,15,15,2.1
0,0,19,5.1
0.2,3,7,1.2
0.1,0,7,2.7
0,23,57,4.8
0.1,6,67,3.9
0,4,11,3.3
0.4,61,64,4
0.1,9,12,4.4
0.5,313,364,8.6
0.5,267,282,7.6
0.6,37,37,4.2
0.7,42,43,3.1
0.1,3,10,3.6
0.5,131,164,6.9
0.1,5,21,6.1
0.3,110,116,4.5
0.2,12,13,3.8
0.3,22,22,4.8
0.3,47,54,2
0.4,15,15,3.9
0.2,26,26,6.3
0.1,3,16,6.2
0,1,3,4.9
0,10,12,5
0.4,10,10,2
0,0,5,4.1
0.6,10,10,2
0.5,37,37,4.1
0.4,58,60,5
0.1,16,47,3
0.2,21,38,1.9
0.1,19,24,3.9
0,10,16,3.5
0.2,7,10,4
0.2,2,47,4.3
0.5,10,24,5.9
0.4,109,177,3.2
0.1,1,3,3.7
0.4,21,21,2.4
0,14,38,4.4
0.4,8,9,4.9
0.6,9,9,3.6
0.4,12,12,2.6
0.2,4,5,2.2
0.1,4,28,2.4
0.1,3,7,8.4
0.4,17,17,2
0.1,33,47,4.8
0.2,0,1,0.7
0.1,9,9,2.3
0.2,3,9,2
0.3,18,19,4
0.5,13,13,5
0.3,0,7,4.3
0.5,62,68,2.8
0.5,20,20,3.2
0.1,4,14,3.4
0,4,6,4.2
0.2,195,336,3.4
0,3,3,6.8
0.4,105,136,2.4
0.1,3,5,2.4
0.1,18,18,4.7
0.4,16,16,4.3
0.9,1,108,3.3
0.5,28,28,3.8
0.7,3,22,3
0.2,18,41,1.8
0.7,3,25,3
0,3,10,3.3
0.2,12,19,3.4
0.1,0,2,5
0.2,6,7,3.4
0.1,2,8,4.3
0.4,14,14,2.8
0.4,5,5,2
0.2,20,46,2.5
0.3,32,34,4.1
0,11,13,6.5
0.9,1,14,2
0,1,14,6.7
0.5,13,13,5.8
0.2,4,6,4.5
0.2,14,14,2.2
0.1,14,14,4.4
0.5,27,28,1.5
0.2,138,140,5.5
0.4,4,4,1.5
0,0,15,6.9
0.4,73,83,2.6
0.2,18,28,5.2
0,6,9,3.7
0.4,12,36,1.5
0.1,3,9,2
0.6,95,98,1.7
0.2,7,13,4.4
0.4,61,68,3.4
0.1,16,16,2
0,7,8,2
0.3,0,7,2
0.5,9,11,1.9
0.1,7,17,3.1
0.2,21,35,4.4
0.7,71,71,3.2
0.3,63,182,4.6
0.4,539,597,4.9
0.4,11,11,2.9
0.4,71,77,4.3
0,0,11,4.7
0,8,11,3.8
0.1,3,35,3.3
0,0,8,6.4
0.1,11,28,3.8
0.4,85,91,7.2
0.4,13,14,4.3
0.5,29,32,4.9
0.1,7,8,3.8
0.1,3,32,3.1
0.1,5,11,4.3
0.1,12,14,3.2
0.2,20,20,3.2
0.2,1,1,2
0.1,12,12,5
0.2,1,1,5.5
0.2,3,6,1.5
0.1,0,3,2.4
0.1,0,8,4.1
0.2,30,127,4.1
0.1,7,7,6.4
0.4,4,4,6.6
0,8,9,6.6
0.3,10,10,6.7
0,3,3,7
0.4,35,35,2.6
0.4,47,50,2.6
0.1,8,11,7.1
0.4,37,38,6.1
0.1,22,33,2.9
0.2,20,20,3.4
0.4,71,80,5.1
0.6,10,10,1.4
0.1,40,46,5
0.2,18,18,5.1
0.2,15,17,6.7
0.2,3,7,4.7
0.1,3,7,8.5
0.2,3,8,5.8
0.1,6,6,6.8
0.3,22,30,2.5
0.4,1,26,2.6
0.2,45,88,4.4
0.1,6,20,6.7
0.1,10,23,5.3
0.4,21,21,5.3
0.1,12,12,3.5
0.1,10,41,4.1
0,10,11,6.7
0.1,10,10,7.1
0.8,27,27,4.3
0.2,44,44,4.2
0.1,44,59,5.3
0.3,31,46,7.1
0.5,81,81,4.2
0.1,11,15,6.4
0.1,20,23,4.1
0.2,68,83,3.1
0.2,43,52,5
0.2,11,11,6.4
0.2,23,24,3.9
0.1,5,10,4.1
0.2,42,50,3.7
0.3,12,14,4.3
0.2,23,23,3.4
0.3,212,228,5.8
0.6,103,103,2.3
0.4,4,4,4
0.3,20,20,1.2
0.2,64,79,5.3
0.1,13,14,5.1
0.4,598,731,7.2
0.7,67,67,5.2
0.4,8,8,3.2
0.2,50,51,4.3
0.5,21,22,3.1
0.8,133,133,2.9
0.7,78,80,2.7
0.1,3,6,5.3
0.4,51,51,5.7
0.7,131,161,4.1
0.4,9,9,2.1
0.6,594,597,5.9
0.1,30,63,4.9
0.2,9,16,2.6
0.4,63,101,3.6
0.1,5,12,4
0.1,10,15,4.4
0.2,14,17,2.1
0.5,564,592,8.8
0.5,122,173,4.3
0.3,2,2,3.7
0.4,189,220,5.1
0.2,80,127,4.3
0.1,5,6,2.8
0,0,8,3.9
0.1,0,4,2.1
0.3,12,12,2.7
0.2,15,15,4.6
0.5,59,60,4.1
0.6,168,183,4.2
0.1,8,32,6.5
0,2,2,2.7
0.1,13,17,5.1
0.1,25,26,4.9
0,13,17,4
0.3,13,23,5.7
0,7,7,6.4
0.4,68,94,4.1
0.4,10,13,4.8
0.1,3,34,4.5
0.5,50,50,3.3
0.4,5,5,1.5
0.4,84,86,5.8
0.1,10,38,6.6
0.5,31,35,5.6
0.4,48,48,4.1
0,2,2,2.8
0.2,7,7,0.8
0.3,11,11,2.7
0.1,8,23,4.8
0.2,28,57,4.4
0.2,12,31,3.8
0.2,23,23,4.4
0.1,1,13,5.1
0.2,18,18,6.1
0.3,25,25,4.7
0.2,32,41,4.7
0.1,6,8,4.4
0.1,3,12,5.9
0.5,198,203,6.2
0.5,19,22,1.6
0.2,27,38,4.2
0.3,43,65,1.8
0.4,10,10,2.3
0.3,22,22,2.8
0.4,27,27,4.5
0,5,5,6.9
0.2,0,2,5.8
0,0,28,3.7
0.4,41,54,3.5
0.1,0,3,3.9
0.2,11,11,2.5
0,7,14,4.1
0.5,15,15,2.8
0.1,5,15,6.4
0.5,31,32,4.6
0.2,3,13,1.7
0.3,21,66,4.2
0.4,5,5,2.1
0.1,15,16,4.7
0.3,30,40,4.2
0.2,34,42,6.2
0.3,12,12,3.4
0.3,21,27,3.9
0.2,22,22,4.7
0.1,17,19,3.9
0.3,18,21,2.3
0.1,10,11,4
0.5,26,26,4.7
0.1,9,11,2.8
0,5,5,6.8
0.1,1,7,4.1
0.1,1,112,4.9
0.5,278,278,7.4
0.1,6,12,7.6
0.1,6,7,1.4
0.2,6,28,3.4
0.2,14,14,4
0.7,6,6,2.6
0.2,3,22,4
0.4,66,69,2.5
0.2,10,13,6
0.5,58,58,4.8
0.1,1,4,2.6
0.2,28,30,2.6
0.3,14,15,1.7
0,9,35,4.4
0.4,41,42,5.1
0,29,95,5.4
0.1,2,21,3.9
0.1,17,46,4.3
0.3,69,84,2.6
0.1,19,34,3.3
0.1,3,5,5.1
0.2,65,73,5.1
0,5,6,4.8
0,0,6,3.8
0,3,6,4.7
0.1,40,103,5.9
0.4,59,66,4.5
0.2,13,45,4.8
0.3,10,10,5.6
0.1,3,11,2.7
0.5,71,73,3.6
0.1,13,19,4.5
0.3,24,24,3.5
0.2,9,11,4.3
0.5,44,45,1.8
0.1,1,29,3.2
0.1,7,8,2.1
0,3,3,6.5
0.2,5,6,4.2
0.1,21,37,3.7
0.1,5,7,6
0.2,11,35,2.8
0.1,12,12,3.3
0.2,39,40,4.6
0.5,14,87,3
0.4,52,52,2.5
0.5,49,49,4.8
0.1,17,61,3.9
0,7,10,2.7
0.2,5,5,3.7
0.3,7,7,2.1
0.4,27,27,2.2
0.1,34,34,5.6
0,2,2,3
0.1,2,2,2.7
0,4,15,7.2
0.3,26,27,3.4
0.2,29,37,5
0.3,18,18,4.9
0.1,7,7,5.6
0.3,9,17,2.6
0.1,5,16,3.9
0.2,55,79,5.4
0.3,12,12,3.2
0.1,0,10,3
0.5,26,26,3.5
0.5,69,73,4.4
0.1,18,26,5.6
0.3,18,24,3.5
0.5,5,5,6
0.3,492,493,6
0.2,14,24,5.8
0.4,68,93,3.7
0.1,6,14,4.6
0.1,16,18,4.7
0.2,31,44,5.7
0.2,6,29,6.8
0.1,6,9,5.1
0.3,5,12,3.5
0.2,0,12,3.2
0.4,328,336,5.6
0,4,10,6.5
0.3,3,4,3.2
0,5,6,4.5
0.7,164,174,3.1
0.3,31,37,2.5
0.3,50,51,2.4
0.3,6,9,1.2
0,0,7,5.8
0.3,26,45,1.9
0.6,98,177,3.2
0.3,16,17,0.8
0.1,5,7,4.4
0.2,10,10,5.6
0.1,7,26,3.4
0.1,11,13,3.4
0,3,8,3.5
0.3,5,5,4.9
0.2,9,20,3.4
0.3,16,42,3.4
0.4,27,30,2.6
0.1,0,20,3
0,0,2,7.5
0.1,0,5,4.9
0.3,25,28,3.8
0.3,26,31,2.2
0.2,8,20,2.6
0.2,6,11,3
0.3,29,34,3.8
0.5,19,47,3.6
0.2,13,18,2.2
0.4,21,21,2
0,7,10,5.4
0.3,19,21,5.1
0.2,3,10,2.5
0.4,7,7,3.9
0.2,0,11,4.4
0.3,28,29,4
0.2,56,67,6.1
0.1,6,13,4.3
0.5,11,11,3.6
0.1,4,7,2.7
0.1,11,36,4.9
0.3,52,53,4.1
0.4,20,20,4
0.8,221,221,4
0.1,3,21,2.5
0.2,5,19,4.5
0,11,12,6.3
0.4,19,24,1.6
0.1,6,37,4.5
0.3,22,22,2.4
0.2,29,29,2.7
0.3,9,10,2.6
0.2,6,17,1.2
0,3,6,1.5
0.6,7,21,5.8
0.1,5,6,6.5
0.1,14,16,5.3
0.5,68,72,2.3
0.1,4,6,0.1
0.2,1,1,2.5
0.1,4,4,6.4
0.1,4,4,5.7
0.1,1,1,4.8
0.3,105,143,3.7
0.1,6,23,3.3
0,0,34,3.3
0.2,9,9,4.2
0.5,434,470,3.1
0.2,11,12,5.3
0.5,35,35,1.6
0.1,21,30,4.7
0.2,11,24,2.6
0.1,20,21,2.9
0.6,22,22,3.7
0.3,36,48,4.6
0.1,0,12,2.4
0,4,6,6.6
0.4,48,50,7.1
0.1,7,7,3.8
0.3,0,7,5.5
0.1,3,9,5.7
0.8,42,42,5.9
0.2,8,17,2
0.2,18,35,4.4
0.4,31,33,3.6
0.1,9,9,6.4
0.2,2,2,5.3
0.5,33,33,3.1
0.2,31,40,3.7
0.2,17,17,2.9
0.5,16,16,1.5
0.3,40,66,5.3
0.2,220,226,6
0.1,25,29,5.1
0.7,69,69,5
0,3,15,6.3
0.2,7,7,1.6
0.1,7,10,3.2
0.5,7,7,2.2
0.3,28,28,3.6
0.5,36,48,9.5
0,4,15,2.8
0.3,59,84,6.2
0.2,150,203,3.6
0.3,16,18,3.6
0.1,4,18,5.5
0.2,0,24,5.1
0,3,5,4.6
0.2,12,12,4
0.7,27,27,3.9
0.2,29,31,3.1
0.2,26,34,3.2
0.2,5,8,6.4
0,1,3,5.9
0.6,58,58,2
0.4,24,24,2
0.2,1,21,2.6
0.6,45,59,4.1
0.3,61,67,5.7
0.3,75,84,5
0.1,3,4,6.3
0.2,66,78,4.8
0.1,0,28,3
0.6,85,104,2.2
0,3,3,7.6
0.3,35,40,3.9
0.1,0,12,3.6
0.3,26,26,6
0.2,3,10,4.6
0.3,97,98,5.5
0.2,15,17,2.4
0.5,44,45,2.6
0.1,19,22,3.9
0.2,0,17,9.4
0.2,22,22,5.5
0.1,1,11,4.6
0,11,13,5.4
0.3,26,26,3.8
0.3,13,15,4.8
0.2,11,53,4.4
0.2,15,19,4.9
0.4,14,16,1.7
0.7,33,34,1.6
0.2,54,119,4.8
0.1,8,23,5
0.3,39,40,4.9
0.2,3,3,6.7
0.4,32,32,3.1
0,4,7,5.1
0.2,120,123,5.2
0.1,7,26,4.1
0.3,36,59,4.3
0.2,1,1,7.7
0.3,44,44,3.2
0.5,79,79,4.9
0.5,15,15,3
0.1,8,31,4.2
0.2,0,20,3.9
0.5,54,55,8.2
0,0,17,4.3
0.2,64,65,5.7
0.5,53,54,5.3
