"TCD","DLOC","TCLOC","scores_ANN"
0.1,36,54,3.5
0.1,3,10,2.6
0.6,79,81,5.4
0,0,1,8.6
0.8,521,698,7.4
0.7,18,18,1.8
0.1,0,4,7.6
0.1,10,11,5.3
0.1,8,8,3
0.4,8,8,5.5
0.5,29,36,2.1
0.1,8,10,3.2
0.2,8,12,3.4
0.1,21,96,5.9
0,5,9,5.7
0.1,9,10,2.7
0.1,45,128,8.5
0.6,58,58,2.8
0.1,5,5,1.5
0.2,7,7,4.9
0.1,14,18,2.9
0.2,5,13,1.7
0.3,15,19,3.4
0.1,5,5,3.3
0.6,21,21,4.6
0.1,0,7,3.1
0,10,44,6.2
0.7,44,44,2.1
0.1,10,10,6.8
0.4,18,18,3.4
0.1,1,1,7.1
0.1,0,4,3.6
0.2,0,3,2
0.4,7,16,4.3
0.3,1,1,5
0,2,6,4.2
0.6,35,35,1.7
0.3,7,23,1.7
0.2,7,9,4.2
0.1,20,35,5.2
0.1,0,4,3.7
0,0,7,2.4
0.2,16,16,7.9
0.1,4,6,5.2
0.1,4,7,2.2
0.1,3,7,2
0.1,4,4,4.1
0,8,10,3.1
0.1,8,8,4.9
0.5,32,33,5.6
0.1,7,8,3.5
0.4,3,3,4.9
0.1,14,50,6.2
0.4,26,26,1.7
0.2,4,19,2
0.4,3,3,4.2
0.1,4,18,3.4
0.1,1,23,2
0.3,8,9,4.7
0.1,18,20,5.1
0.5,36,70,5.7
0.1,3,14,6.1
0.1,7,11,2.7
0.2,0,39,5.4
0.7,32,32,4
0.3,17,36,4.7
0.6,22,22,3.5
0.2,3,4,0.9
0.3,34,59,5.4
0.2,4,5,4.7
0.5,164,178,4.7
0.6,78,86,1.4
0.6,89,95,2.6
0.1,3,3,0.9
0.1,4,22,2.6
0.7,20,20,3.3
0.1,5,6,1.5
0.3,15,15,6.8
0.3,3,19,1.8
0.2,9,9,4.4
0.2,0,2,2.6
0.1,3,5,3.5
0.1,39,122,3.6
0.2,10,10,4.3
0,0,8,4.9
0.2,6,18,1
0.1,3,3,6.5
0.7,88,88,5
0,0,2,8.5
0.1,10,10,3.5
0.2,6,7,1.7
0,4,14,5.4
0,1,3,1.8
0,3,4,3.2
0.5,24,24,2.6
0.2,13,16,3.6
0.1,4,4,4.7
0.2,21,27,1.4
0.2,6,23,2.8
0.3,5,6,5.2
0.2,7,9,4
0.2,6,6,1.4
0.4,8,9,3.9
0.1,12,18,2
0.2,7,8,4
0.2,16,16,2.1
0.3,4,4,4.9
0.1,39,39,3.8
0.1,1,1,4.1
0,0,0,8.6
0.1,34,40,3.8
0.6,43,44,2.5
0.7,58,58,4.4
0.3,5,5,4.2
0.1,7,9,0.9
0,1,2,4.3
0.6,70,99,4.3
0.5,18,18,2.3
0.1,0,1,4.6
0.2,3,3,1.5
0.3,26,29,1.3
0,0,5,2.6
0.4,38,39,2
0.2,22,26,1.2
0.4,35,37,3.4
0,5,5,3.1
0.1,15,15,3.9
0.6,34,34,2
0.5,16,31,4.7
0.2,7,8,1.2
0,23,46,4.1
0.3,6,6,3.7
0.3,99,101,3.7
0.1,0,3,6.1
0,3,3,4.5
0.2,0,15,7.4
0.1,5,11,6.1
0.2,13,13,3.9
0.1,1,4,6.7
0.3,12,12,3.8
0.7,23,23,3.3
0.2,2,2,3.3
0,3,17,4.2
0.4,3,3,2.8
0.2,3,3,1.3
0.5,46,55,4.2
0.3,20,20,1.8
0.1,3,6,4.2
0.2,4,8,2.9
0,3,15,4.9
0.5,29,29,2.6
0,4,7,8.5
0.2,20,23,6.1
0.3,9,9,2.2
0.5,67,67,3.3
0.3,22,26,3.9
0.2,6,6,1.9
0.5,56,56,2.6
0,21,58,4.6
0.6,14,14,3
0.5,27,27,5.2
0.2,59,59,4.2
0.3,17,17,3.2
0.1,0,3,1.9
0.5,117,117,4
0.1,27,69,4.6
0,0,4,2.4
0.1,10,12,5.4
0.1,2,11,2.4
0.1,11,12,5.4
0.1,3,8,7.1
0,0,8,2.1
0.3,6,6,1.8
0.1,4,15,5.4
0.3,16,16,5.5
0,0,4,6.5
0.5,74,77,2
0.4,30,36,1.8
0.3,5,5,2.1
0,0,7,2.8
0.7,18,23,4.4
0.3,11,26,2.9
0.4,108,236,6.7
0.2,3,3,5.8
0.1,10,11,5.4
0.5,5,5,4.3
0.3,19,19,2.1
0.3,72,80,3.3
0.1,8,47,2.9
0.2,0,9,2.4
0.3,117,127,3
0.3,13,13,3.4
0.3,6,6,0.8
0.1,3,6,4.1
0,0,5,2.5
0.1,10,66,4.1
0.1,16,48,3.3
0.3,25,25,0.6
0.5,11,11,2
0.3,16,16,4
0.3,7,8,2
0.4,39,39,5
0.4,30,30,2.3
0.3,3,3,4.7
0.2,30,40,4.6
0,1,1,4.3
0.2,4,4,2
0.2,79,84,3.3
0.5,19,19,3.9
0.1,0,16,2.6
0.7,429,446,7.2
0,7,7,5.1
0,1,9,4.7
0.2,6,7,2.3
0.1,12,12,7.2
0,3,3,1.7
0.2,3,22,3.2
0.2,51,54,5.2
0.1,3,9,1.7
0.3,0,1,2
0,3,4,6
0.3,135,165,4.8
0.5,61,72,4.9
0.4,18,18,0.2
0.3,81,81,4.1
0.1,9,11,1.2
0.1,15,15,2.2
0,2,2,2.9
0.1,4,14,4.8
0.7,66,67,2.5
0.4,42,43,2.9
0.5,4,4,0.8
0,1,5,5.1
0.1,3,3,4.4
0.5,180,181,4
0.3,22,29,2.3
0.1,10,10,6.9
0.1,4,30,5
0,0,17,3.6
0.3,39,39,3.1
0.2,22,22,3.2
0,0,5,6.1
0.3,4,5,4.5
0,2,4,5.6
0.1,6,16,3.4
0.5,34,36,2.2
0.4,197,202,4
0.2,2,2,0.9
0,0,0,7.7
0.3,44,46,4.1
0.1,0,2,4.6
0.4,8,22,2.9
0.3,19,19,2.4
0.1,0,7,1.8
0.1,49,133,5.1
0.7,34,34,3.1
0,3,4,6.2
0.3,224,302,6
0.5,85,87,7.4
0.1,4,4,4.9
0.1,19,22,4.2
0,4,6,3
0,3,10,3.8
0.2,8,8,3.4
0.2,12,21,4.7
0.6,103,104,1.3
0.1,30,47,2.3
0.2,13,13,2.3
0.4,20,28,0.8
0.1,4,12,4.4
0.2,7,7,2
0.1,19,24,1
0.1,17,30,5.4
0,6,7,3.4
0.4,47,47,6.8
0.4,3,3,6.1
0.1,6,11,5.7
0.7,21,38,1.2
0,1,1,3.6
0.1,5,6,2
0.3,8,8,3.4
0,3,8,5.4
0.5,25,25,3.4
0.1,6,7,2.9
0.3,7,8,5.3
0.1,10,15,3.4
0.1,5,9,3.8
0,3,6,5.9
0.3,18,18,2.6
0.5,52,52,3
0.1,0,7,2.4
0.2,27,27,3.1
0.1,9,13,4.1
0.3,60,67,1.7
0.2,4,14,2.5
0.3,86,123,2.7
0.3,17,30,2
0.3,107,116,2.9
0.2,22,22,1.8
0.2,6,6,0.5
0.2,1,19,0.7
0.2,1,9,6.1
0.1,5,5,1.9
0.3,31,47,0.8
0.3,6,8,3.4
0.2,5,10,4.9
0.1,3,6,5.4
0.1,3,27,6.1
0.6,10,10,3.7
0.3,89,111,3.7
0.1,0,8,2.3
0,0,2,3.1
0.4,20,20,1.9
0.2,5,27,3.4
0.3,12,23,4.3
0.2,4,6,1.5
0,2,2,5
0.7,40,40,1.9
0.1,8,15,2.9
0.1,0,42,4.3
0.7,59,59,1.9
0.1,0,17,5.6
0,0,2,7.1
0.6,15,15,3.3
0.7,23,23,3.8
0.5,48,48,3.7
0.7,38,38,1.6
0.3,13,14,7.1
0.1,12,35,3.6
0.6,48,49,2.5
0.5,40,40,6.6
0.6,4,4,0.1
0.6,24,26,1.7
0.1,6,6,3.4
0.3,38,103,4.6
0.3,90,95,3.3
0.2,6,6,3.4
0.1,6,9,2.4
0.2,15,18,3.4
0.3,41,52,3.6
0.4,10,12,3.4
0.1,1,36,4.7
0,0,1,7.2
0.1,16,20,3.1
0.1,0,11,2.4
0.1,0,9,2.4
0.2,3,3,2.8
0.3,7,7,3.4
0.5,61,61,3.9
0.3,6,13,3.4
0.3,100,284,1.7
0.4,42,43,6.8
0,1,1,4.1
0.4,113,123,4.3
0.3,23,27,2.3
0,4,4,3.1
0.1,7,15,2
0.1,9,13,7.2
0,6,6,3.9
0,29,39,4.5
0.4,11,12,5.8
0.6,20,20,3.3
0.2,41,117,3.4
0.2,4,11,3.6
0.2,25,110,0.7
0.1,5,19,2.9
0.3,16,23,1.6
0.2,15,33,4.6
0,12,16,5.7
0,0,4,3
0.3,10,10,5.9
0.1,0,12,3.2
0.2,0,18,0.7
0.3,0,15,1.9
0,1,2,6.2
0.1,4,5,3.3
0.3,105,115,3.3
0.3,0,3,1.9
0.2,20,21,3.4
0.3,0,13,0.7
0.4,0,5,1.9
0.7,21,21,2.9
0.3,13,13,1.5
0.3,4,4,0.8
0.2,0,16,2.2
0.1,10,12,5.6
0.6,71,78,3
0.2,13,23,0.7
0.2,0,4,0.8
0.3,10,10,0.6
0,0,1,7.1
0.2,3,3,4.7
0,4,6,3.8
0.3,52,113,1.2
0.1,5,5,2.5
0.2,8,92,1
0,3,3,5.8
0,0,2,4
0.2,4,4,0.8
0.2,65,113,3.1
0.1,6,29,4.8
0,1,1,6.6
0.5,31,31,2.7
0.2,73,89,3.1
0,2,9,4
0.2,7,9,3.4
0,0,3,2.3
0.5,80,80,4
0,1,1,3.3
0.3,31,36,2
0.2,4,5,2.9
0.6,9,54,3.7
0.4,69,95,4.4
0.3,27,27,3.7
0.5,93,106,3.6
0.2,0,11,1.9
0.1,4,4,3.6
0,0,6,3.4
0,3,4,3.9
0,0,18,2.8
0.3,30,31,3.2
0.2,5,9,3
0,0,7,2.9
0.3,5,20,3.3
0.2,1,11,5.4
0.6,39,39,5.5
0.3,32,32,3.3
0.2,8,13,3.4
0,1,2,4.1
0.2,41,56,4.4
0,3,15,6.2
0.7,80,80,3.9
0.6,23,27,4
0.2,4,4,4.7
0.1,7,7,2.6
0.2,7,7,1.8
0.1,0,3,3.4
0.2,9,17,5.9
0.3,26,46,4.6
0,0,8,5.4
0.1,0,30,2
0.1,0,15,2.5
0.2,0,7,4.1
0.6,10,11,1.5
0.4,16,18,2.3
0.1,6,6,2
0.4,95,99,2.9
0,32,50,6.2
0.4,40,41,5.8
0.2,40,40,5.9
0,11,13,4.9
0.1,18,18,2.3
0.1,9,10,3.6
0.1,3,5,1.7
0.1,4,4,2.3
0.1,2,5,5.5
0.3,9,10,1.6
0,1,3,3.1
0.1,2,2,5.3
0.2,7,7,1.7
0.5,0,19,3.7
0.1,16,20,8.3
0.2,12,12,2.5
0.2,27,27,3.2
0,1,1,3.1
0.2,0,13,2.1
0.6,65,65,4
0.1,0,1,3.1
0.2,14,14,6
0.5,16,16,1.2
0.4,14,14,2.1
0.2,2,3,3.6
0.3,26,69,6
0.3,7,12,1.4
0.2,1,23,5.4
0.4,11,11,1.6
0.1,0,17,3.9
0.2,0,1,1.3
0.4,0,4,2.4
0.3,4,5,3.4
0.2,0,9,0.7
0.2,6,37,3.2
0.2,0,3,1.3
0.4,0,4,2.3
0.3,0,4,1.3
0,7,7,6.8
0.8,27,27,3.2
0.2,8,8,2.7
0,1,4,2.8
0.1,3,3,2.9
0.3,10,10,1.8
0.4,16,17,2.4
0.6,16,16,3
0.2,3,9,5.1
0.1,3,5,5.9
0.1,10,12,3.6
0.4,14,14,1.5
0.1,2,2,3.8
0.1,0,1,3.5
0.2,23,29,3.5
0.1,0,6,1.7
0.2,15,15,3.3
0.3,19,29,2.6
0.1,8,8,3.2
0.1,0,7,1.7
0.3,3,3,2.8
0,3,4,2.3
0.5,217,226,3
0,0,3,2.4
0.2,99,109,5.2
0.2,34,62,3.2
0.1,0,22,2.3
0.5,8,8,4.3
0.1,10,19,6.3
0,1,2,2.6
0.1,6,6,2.3
0.1,3,23,6.2
0.1,14,14,3.6
0.1,3,8,6.9
0.2,3,5,6.3
0.1,4,4,6.3
0.5,40,40,4.8
0.3,253,338,10
0.3,10,11,4.4
0.6,64,64,4.1
0.3,6,18,2.7
0.2,7,9,2.4
0.1,4,6,6.1
0.1,0,4,6.1
0.1,4,20,6.1
0.3,10,10,2.7
0.1,11,16,2.9
0.2,44,49,4.9
0.7,85,85,3.9
0.6,99,102,3.8
0.2,6,6,4.6
0,0,14,6.3
0.4,123,163,3.8
0.2,27,27,3.3
0.2,16,35,3.1
0.2,10,38,2.2
0.1,17,19,3.6
0.2,16,16,4
0.5,82,82,3.5
0,5,9,4.2
0.4,12,12,2.9
0.1,3,5,1.6
0.2,12,13,7.9
0.4,4,6,3.3
0.1,2,7,6.1
0.5,25,25,2.2
0,1,6,6.2
0.7,19,19,3
0.1,1,1,1.8
0.1,3,10,6.1
0.8,74,74,3.6
0,3,9,6.2
0.2,9,11,4.8
0.6,42,42,2.7
0,0,5,6.3
0.5,11,11,1.8
0.4,7,7,2.9
0.1,24,24,2.9
0.1,0,8,6.1
0,0,8,6.3
0.3,89,179,4.7
0.1,4,6,2.5
0.2,5,11,2.6
0.1,13,13,3
0.1,3,14,3.9
0.1,3,4,2.8
0.2,6,6,3
0.1,2,43,6.2
0.1,0,2,3.7
0.1,0,1,3.7
0,0,5,6.9
0.3,23,23,2.4
0.1,5,6,1.2
0.1,3,7,6.1
0,0,37,6.2
0.1,9,9,2.9
0.2,6,8,4.6
0.1,1,3,1.4
0.1,4,13,1.7
0.4,13,13,2
0,0,2,1.4
0.2,3,3,1.6
0.2,0,10,6.6
0.1,7,18,0.9
0.1,3,30,6.2
0.5,65,69,4
0.1,2,23,3.3
0,4,5,4.1
0.4,13,14,2.4
0.9,103,107,2.6
0.1,0,9,6.1
0,0,5,6.2
0.2,29,41,4.3
0.1,8,48,2.5
0.1,12,25,2.7
0.1,7,7,4.9
0.2,6,10,4.6
0.2,66,73,3.5
0.1,2,2,6.6
0.1,8,9,4.6
0.3,19,19,3.8
0,7,36,4.5
0.1,0,3,3.2
0.2,0,2,2.3
0.1,0,8,2.7
0.4,13,13,2.2
0.7,74,74,3.4
0.2,0,5,1.7
0.1,2,3,2.4
0.3,9,9,2.9
0.1,3,5,2.7
0,7,7,3.4
0,0,2,3.4
0.1,4,4,2
0,1,3,6.1
0.1,0,2,1.5
0.2,1,26,2.3
0.2,0,1,1.5
0.1,1,3,1.7
0,7,7,6.7
0.1,12,44,2.3
0.4,21,29,4
0.1,0,4,0.7
0,0,20,6.7
0.2,12,21,3.5
0.2,52,62,5
0.1,0,3,3
0.1,8,8,5.8
0.4,19,37,2.9
0,3,4,3.8
0.6,29,29,3.4
0.5,22,22,3.6
0.3,10,10,3.3
0.1,1,1,2.4
0.3,15,15,3.6
0.6,106,106,4.7
0.6,132,132,4.4
0,3,11,4.1
0.2,3,129,3.5
0.4,9,9,4.1
0.4,7,7,4.3
0.3,26,30,3.5
0.5,6,6,3.1
0.5,7,7,6.3
0.6,191,191,4.7
0.8,11,11,4.3
0.2,6,7,4.7
0.7,84,84,4.3
0.8,40,40,4.8
0.7,51,58,4.7
0.2,222,966,4.9
0.3,25,33,4.9
0,1,3,3.5
0.4,7,7,1.8
0.5,196,196,3.9
0.5,7,7,3.4
0.3,0,15,4.1
0.2,9,9,4.6
0.1,0,1,1.1
0.2,22,40,5.7
0.1,3,11,2.4
0.6,23,24,6.3
0.4,0,3,6.2
0.5,61,61,6.1
0.5,0,6,6.3
0.2,11,13,3.2
0.7,100,100,4.9
0.2,0,6,3.5
0.1,0,5,5.3
0.2,72,85,4.7
0.2,23,25,3.5
0.2,19,20,3.6
0.3,22,27,6.4
0.2,0,3,0.7
0.6,46,46,4
0.4,47,49,3.1
0.6,205,205,3.7
0.1,5,5,4.6
0,5,7,7.4
0.1,1,1,2.5
0.3,4,4,4.2
0.2,0,3,1.1
0.2,11,11,3.6
0.1,7,27,6.3
0.1,11,11,8.5
0.5,55,59,4.1
0.4,31,32,6.3
0.2,0,5,1.1
0.2,0,14,2.3
0.2,0,2,1.4
0.2,4,22,6.4
0.3,29,29,4.1
0.4,124,125,6.3
0.3,7,8,3
0.1,1,10,4.7
0.2,0,38,6.4
0.1,0,3,1.1
0.2,0,4,3.1
0.1,4,4,1.9
0.3,9,9,2.7
0.1,3,8,6.3
0.2,0,6,0.7
0.3,10,10,3.1
0.2,0,12,0.7
0.2,22,37,4.5
0.1,52,60,3.7
0,9,30,4.2
0.3,8,8,3.7
0.1,57,57,4.3
0.3,16,16,3.8
0.1,4,5,4.4
0.1,0,4,5.4
0.2,4,4,0.6
0.4,334,337,7.1
0.2,9,9,3.7
0.5,59,59,5.6
0.2,1,1,3
0.1,3,5,2.8
0.3,19,40,4.3
0,4,4,6.8
0.1,18,18,5.4
0.1,11,11,4.5
0.1,0,14,5.5
0.2,14,14,5
0.2,7,8,3
0,5,5,4.4
0.1,6,41,3.7
0.2,0,4,2.9
0.2,14,23,4
0.2,18,49,3.8
0,4,9,2.7
0.1,70,263,4.5
0.6,22,22,4.7
0.2,3,12,4.3
0.1,3,4,2.2
0.1,4,5,4
0.3,0,5,1.1
0.2,12,15,3.3
0.3,0,8,0.7
0.4,2,8,1.1
0,9,14,4.3
0.6,3,15,2.3
0.2,0,2,7.1
0.2,5,5,2.2
0.6,12,12,3.2
0.3,10,10,4.4
0.2,3,6,3
0.1,4,12,5.1
0.2,17,20,4.2
0.4,71,99,3.5
0.2,5,5,3.4
0.5,133,134,6.3
0.1,8,14,2.9
0.4,13,13,2.6
0.2,7,19,3.7
0,3,4,2.8
0.6,13,13,2.1
0.1,0,3,4.3
0.7,47,47,4.4
0.1,7,7,5.4
0.4,101,105,3.9
0.2,2,2,5
0.3,0,3,1.5
0.1,6,7,3.2
0.2,1,1,2.2
0.7,12,12,3.1
0.4,3,5,3.9
0,0,1,1.1
0.2,0,4,3.6
0.1,22,26,4.1
0.8,108,154,6.2
0.2,5,9,4.9
0.5,21,21,2.3
0.6,9,9,4.8
0.3,0,7,0.7
0.6,34,34,2.2
0.1,3,6,2.5
0.2,8,11,2.4
0.1,4,10,2.3
0.3,30,31,2.5
0.2,12,12,4.5
0.1,5,7,4.2
0.3,3,15,0.8
0.2,22,23,3.1
0.4,46,46,3.2
0.1,3,5,3.6
0.1,3,9,2.8
0,2,22,4.9
0.3,27,30,5.1
0.1,4,6,2.1
0.3,8,8,2.8
0.2,5,6,0.8
0.4,44,49,3.9
0.3,36,45,1.1
0.1,1,5,4.5
0.5,48,50,2.7
0.2,52,66,2.8
0.6,18,18,3.5
0.1,20,29,3.3
0.7,62,62,4
0.4,18,18,1.8
0.6,16,16,3.5
0.7,39,39,3.9
0.1,1,1,4.5
0.7,21,21,3.5
0.5,40,47,3.7
0.7,23,23,4
0.1,1,3,4.5
0.6,17,17,3.5
0.2,0,6,4.6
0,2,2,5.7
0.8,46,46,3.9
0.4,153,153,2.6
0.8,46,46,4
0.3,69,79,3.3
0,2,13,3.1
0,1,1,2.6
0.1,0,10,2.4
0.2,24,41,3.9
0.2,7,12,0.9
0.3,123,135,3.2
0.2,12,14,2.9
0.1,1,14,4.7
0.6,26,54,3.8
0.2,0,2,1.6
0.1,8,12,3.2
0.1,9,10,4.3
0.1,6,9,1.7
0.5,45,45,4.1
0.2,10,10,4.4
0,4,4,7.7
0.2,0,1,2.9
0.3,38,89,7.8
0.1,14,14,2.5
0,4,5,2.5
0.3,6,6,3.8
0,3,9,6.1
0.1,3,8,4.3
0,2,8,6.2
0.1,7,8,3.4
0.5,20,38,1.4
0.4,17,18,1.5
0.3,20,20,2.9
0.1,2,5,6.1
0.5,14,19,2
0,3,5,6.1
0,3,3,5.2
0.3,12,12,4.5
0.4,4,4,2.7
0.2,11,11,2.9
0.2,14,16,5
0.4,22,22,1.5
0.4,60,60,4.9
0.4,13,13,2.1
0.5,19,25,3.2
0,4,30,6.4
0.2,18,21,2.3
0,0,7,6.8
0.4,6,6,2.9
0.2,18,18,3
0.1,3,46,3.3
0.5,67,67,1.7
0.3,33,39,4.8
0.1,1,54,3.6
0.4,38,48,1.3
0.2,7,18,5.9
0.3,6,8,0.4
0.1,5,15,3.4
0.3,34,34,3.5
0.3,19,23,4.4
0.3,9,9,0.4
0.2,10,17,2.4
0.4,33,33,3.4
0.5,6,6,2.7
0.1,7,7,4.5
0.3,67,90,7.4
0.5,15,15,7.5
0.2,5,7,2.7
0.4,41,43,3.4
0.3,12,13,2.3
0.5,35,35,3.6
0.4,42,42,4.5
0.3,55,58,5.7
0.1,7,54,3.4
0.3,39,109,3.4
0.4,7,7,2
0.3,7,10,2.1
0.2,3,18,0.8
0.2,4,14,2.6
0.2,7,142,7.4
0.5,18,18,3.6
0.5,54,56,4.3
0.1,4,10,4.1
0.4,11,11,1.2
0.2,0,1,2.2
0.5,35,35,3.3
0.3,3,3,5.5
0.1,0,5,2.2
0,0,0,8
0.1,0,3,2.3
0.1,0,1,5.4
0.5,32,32,3.3
0.7,5,5,2.6
0.2,11,12,0.3
0.3,4,4,3.3
0.3,29,29,4.8
0.1,21,21,3.5
0.2,6,10,2.9
0,38,103,5
0.5,20,20,4.4
0,1,11,4.8
0.1,1,22,3.4
0.2,28,29,7.3
0.2,16,34,6
0.3,18,28,2.6
0.7,41,41,2.8
0.5,5,5,2.7
0.3,20,22,4.3
0.3,25,25,3.1
0.2,7,20,1.6
0.1,2,5,7
0.4,8,8,5.1
0.4,43,45,4.1
0.1,7,15,1.8
0.1,29,34,6.4
0.5,4,4,0.2
0.3,19,19,4.8
0.1,16,33,4.7
0.2,24,26,5.1
0.3,10,10,1.4
0.3,3,6,2.8
0.1,74,105,6.9
0.3,16,16,2
0,4,4,4.4
0,3,7,3.9
0,0,16,4.7
0.4,6,6,2.3
0.4,18,18,1.9
0.1,24,35,4.7
0.2,9,9,2.3
0.3,5,5,3.5
0.1,3,3,6.1
0,1,6,3.7
0.5,8,8,0.8
0.1,3,6,3.3
0.3,10,41,0.9
0.1,3,10,2.2
0.1,27,71,6.3
0,10,18,2.4
0.2,17,17,3.6
0.1,11,15,4
0,0,2,1.8
0,0,2,1.3
0.5,8,25,3
0.1,3,7,3.1
0.4,3,3,1.7
0.3,5,6,2.6
0.5,7,7,2.9
0,3,9,5.5
0.4,4,4,1.7
0.5,7,7,1.8
0.1,1,2,3.2
0.4,79,86,2.5
0.1,1,2,1.3
0.1,3,4,1.2
0.1,3,3,6.3
0.1,29,54,4.1
0,9,13,1.3
0,0,12,4.5
0.1,8,13,4.6
0.3,14,15,2.4
0.2,8,8,3
0,12,14,2.9
0.2,13,17,6.2
0.2,5,7,6.6
0.3,8,8,2.7
0.3,9,113,5.5
0.1,0,3,2.8
0.7,17,17,3.3
0.4,181,233,2.7
0.7,13,13,3.1
0.6,15,15,3.4
0,8,10,4.5
0.6,11,11,3.4
0.7,22,22,3.2
0.2,28,28,5.6
0.7,20,20,3.2
0.3,137,149,4.6
0.2,59,92,5.2
0.2,22,22,5.2
0.7,21,21,3
0.2,19,22,3.2
0,1,4,3
0,1,2,1.2
0.2,20,20,1
0.1,5,5,7.4
0.4,20,20,5
0,3,7,2
0.3,58,58,4
0,1,4,3.1
0,4,14,2.5
0,1,4,7.9
0,5,6,5.3
0.5,15,15,2
0.2,30,46,1.7
0.3,0,2,3.2
0.1,3,6,1.8
0.4,71,71,3.5
0,4,4,2.4
0.4,28,28,4.7
0.1,3,4,1.8
0.1,4,11,4.3
0.1,7,10,3.7
0.2,23,25,4.7
0.1,7,7,2.4
0.1,22,34,3.5
0.2,48,48,5.2
0.3,21,171,2.5
0,3,5,2.1
0.1,5,11,2.5
0.5,67,68,1.7
0.2,9,14,1.6
0.5,14,14,3.4
0.4,25,25,4.3
0.2,12,16,1.5
0.4,47,47,2.8
0.6,169,170,3
0.2,18,18,1.9
0.3,9,9,3.2
0.2,0,1,2.8
0.6,72,74,2.8
0,1,18,4.4
0.2,29,35,5.6
0.1,18,22,1.9
0.1,3,8,1.4
0.3,11,15,2.2
0,3,4,1.8
0.6,91,92,2.7
0.1,10,15,4.7
0.2,2,3,3.9
0.3,49,56,3
0.6,33,33,1.7
0.5,14,14,1.7
0.3,68,77,3
0.3,65,66,3.4
0.4,56,60,3.1
0.2,12,12,2.4
0,6,6,4.7
0.4,14,19,4.4
0.3,31,34,4.7
0.1,6,15,4.1
0,2,3,5.3
0.1,0,2,4.3
0.3,38,38,3.9
0.2,15,15,7.4
0.7,15,15,5.7
0,1,3,5.8
0.1,2,13,2.9
0.1,65,75,5.5
0.3,11,11,5
0.1,22,40,6.2
0.1,3,7,1.8
0.6,137,138,2.9
0.3,63,64,4
0.5,52,54,2.9
0,0,18,4.5
0.1,15,21,2.9
0.3,5,5,6.2
0.2,37,37,3.4
0.2,2,2,6.2
0.1,3,7,1.2
0.2,20,21,4.8
0.2,51,62,2
0.5,15,15,3.5
0.5,6,6,0.8
0.4,130,133,5.1
0.3,26,26,3.5
0,6,6,4.6
0,5,14,3.4
0.8,65,71,2
0.1,2,3,3.7
0.5,8,8,2.9
0,5,8,3.2
0,0,1,6.2
0.1,6,11,6.2
0.1,0,4,3
0.1,5,5,5.1
0.4,135,156,3.1
0.1,34,57,6.2
0.2,6,7,6.1
0.7,12,12,3.2
0.4,19,19,3.6
0.4,73,77,2.1
0,4,8,3.7
0.3,3,3,0.8
0,4,4,1.7
0.1,0,29,4.4
0.4,185,276,2.9
0.3,14,14,0.8
0.1,6,6,4.2
0,2,3,4.5
0.1,15,17,4.5
0.3,121,149,4.3
0.3,18,22,3.2
0.1,3,13,2.2
0.6,110,139,2.2
0.6,162,166,3.7
0.1,2,2,3.2
0.4,7,7,2.8
0,4,5,2.2
0.3,45,48,3.3
0.1,38,39,5.2
0.2,2,2,2.5
0.2,4,4,3.1
0.3,54,54,3.4
0.3,40,40,2.2
0.5,45,73,2.6
0.1,2,3,3.2
0.6,455,479,5
0.2,13,26,3.9
0.5,82,82,4
0.4,71,71,4
0.5,5,5,1.2
0.2,8,20,1.2
0.1,19,23,2.3
0.2,0,6,1.6
0.2,10,13,0.8
0.2,12,15,1.3
0.1,9,12,2.9
0,5,5,3.9
0.3,15,15,4.2
0.2,6,9,1.7
0,0,1,6.7
0.5,364,385,2.8
0.3,25,25,4.2
0,2,3,3.2
0.3,143,215,3.2
0.3,3,3,2.7
0.2,6,6,2.7
0.3,37,37,3.8
0.5,477,508,5.4
0.1,12,17,3.6
0.1,3,9,3.2
0,3,4,3.3
0,2,2,4.3
0.3,27,27,0.3
0.1,8,11,2.3
0.1,44,44,6.9
0.5,31,92,7.7
0,6,16,5.3
0.6,502,559,6.5
0.5,50,52,2.4
0.3,31,38,2.8
0.3,4,4,3.1
0.1,1,1,3.4
0.4,6,8,0.8
0.1,11,38,3.3
0.5,9,9,2.4
0.5,15,15,1.2
0.5,7,8,4.1
0.5,273,294,8
0.2,24,31,7.3
0.2,19,19,5
0.4,26,26,4.4
0.1,12,14,3.7
0.6,79,79,4.5
0.3,7,10,3.3
0.4,35,35,2.8
0.3,4,4,2
0.1,7,7,6.2
0.6,35,35,1.8
0.5,90,90,2.5
0.6,3,3,4.7
0.1,3,4,4.7
0.1,7,10,2.5
0.4,35,67,2.4
0.4,15,15,2.7
0.6,5,5,4.8
0,0,4,3.3
0.4,9,9,2.9
0.1,3,4,2.4
0,6,14,3.5
0.2,29,34,4.6
0.6,180,180,3.4
0.6,10,56,5.1
0.5,35,67,2.9
0.1,14,18,0.9
0.1,84,176,2.9
0.2,14,28,2.1
0.2,11,14,2.8
0.3,77,114,1.8
0.5,32,32,2.7
0.1,0,5,0.8
0.3,25,42,1.7
0.1,5,5,5.5
0.4,16,16,3.8
0.5,36,36,3.1
0.1,4,5,2.3
0,4,9,4.1
0,1,16,7
0.1,1,3,0.8
0.4,5,5,5.5
0.4,77,79,3.8
0.6,51,51,4.7
0.1,13,27,2.9
