"McCC","WMC","NL","scores_ANN"
2,129,3,3.4
3.1,71,3,4.4
3.1,4,2,1.6
1.4,15,1,2.7
1.1,12,0,3.8
2.7,65,5,6.6
1.1,7,1,2.9
2.3,8,1,1.7
2.3,6,1,3
2,4,1,5.5
1.5,21,1,3.7
2.1,52,2,3.6
1,1,1,1.4
2,49,4,3.7
1.6,10,2,2.9
1.6,4,2,1.6
2.4,12,2,5.6
2.7,6,1,1.4
1.7,8,3,5.8
4.9,39,7,2.8
1.2,2,1,4.6
1.2,3,0,5.5
1.8,6,1,2
2,4,1,1.4
3,20,3,0.9
3,100,2,4.2
3,3,2,1.6
1.7,3,2,1.6
2.8,13,2,5.2
3.1,68,5,4
1.8,4,1,1.4
2,2,0,3.7
1.1,3,0,2.6
1.3,11,2,6.8
1.3,1,0,6.1
2,90,2,5.5
1.2,13,1,7.4
2.7,8,1,3.5
2.7,17,0,4.2
2.9,120,6,4.6
1,16,0,7.4
2.3,9,1,2.9
2.3,32,3,3.7
2.7,2,0,1.6
2.7,36,4,4.1
2.7,9,2,4.7
1.8,14,2,4.1
1.8,22,4,7.1
1.7,38,2,3.8
1.7,27,1,4
4,6,2,1.4
4,2,1,2.5
1.4,13,2,2.2
1.4,1,0,6.4
1.4,29,2,3.6
1.4,41,2,5
1.7,12,1,5.2
1.4,9,2,3
1.8,11,1,3.8
4.1,168,9,4.6
2.2,21,3,4.1
2.2,15,3,2.2
4.7,1,0,1.4
4.7,13,4,2.5
3.7,85,5,5
1.6,14,1,1.8
1.6,4,1,5.1
1.6,24,1,5
1.6,7,1,6.9
1.4,3,0,3.1
8.5,1,0,6.4
8.5,3,0,4.5
8.5,748,8,5.3
1.8,12,2,1.6
1.2,8,2,3.3
1.2,14,0,5.4
1.5,20,1,3.1
7.9,1,0,3.2
7.9,153,7,3.1
2,8,1,1.3
1.6,30,2,3.6
1.1,51,1,4.8
1.6,4,2,2.5
1.6,3,0,2.8
1.1,31,0,5.6
1.4,23,2,2.4
1.6,16,2,4.6
1.6,1,0,3.4
5,5,2,1.6
1.1,11,1,3.3
3.7,14,1,6.1
3.7,96,7,6.9
3.7,2,0,6.4
3.7,1,0,3
1.9,17,1,5
1.9,38,3,4.3
2.4,2,1,2.5
2.4,20,3,3.1
1.4,24,1,3.8
4,8,2,2.9
1.4,28,3,4.5
2.6,21,2,3.9
1.7,18,2,5.5
1.8,2,0,6.7
1.8,2,1,4.3
1.8,10,2,5
1.8,5,3,2.1
1.4,36,1,4.2
1.5,7,1,5.1
1.7,8,1,3.3
1.7,4,2,2.5
1.7,3,0,2.3
1.2,11,1,3
6,6,5,2.5
4,16,3,0.5
1,4,2,2.5
1,228,0,7.1
1.9,71,4,4.7
2.7,6,5,2.5
2,6,1,4.1
1.3,22,1,3.8
2.6,66,3,3.8
2.2,21,3,3.8
2.2,90,3,4.3
2.2,2,0,1.2
1.7,34,1,4
1.8,13,1,5.2
1.1,42,1,4.7
2.6,2,0,1.2
2.6,52,3,5
2.6,4,0,2.8
1.3,13,2,1.2
7,7,4,2.5
1.1,12,2,4.3
4.1,141,4,2.5
2.7,8,2,2.5
1.8,2,0,1.2
1.8,4,1,2.1
1.6,26,1,3.8
1.7,11,2,3.4
5,5,3,0.2
7,7,2,4.2
1.6,27,1,3.8
3.3,2,0,2
3.3,7,4,2.3
2,8,3,5.8
2,36,3,4.2
1.2,0,0,4.7
3,9,3,2.2
3.5,7,2,0.8
1.1,13,1,2.6
4.2,9,1,5.7
4.2,1,0,3.8
4.2,0,0,4.8
4.2,136,4,6.3
1,6,1,2.7
1.9,115,3,3.9
2.4,11,2,4.2
2.7,1,0,1.9
2.7,116,4,3.4
6,6,1,2.1
2.7,2,1,1.9
2.7,54,2,2.9
3.9,8,1,2.5
3.9,46,2,2.1
1.4,41,3,5.3
4.8,19,3,2.2
1.3,62,3,5.2
1.5,16,1,3.4
1.5,35,3,5.3
2.5,49,4,5.3
1.4,10,1,5.9
1.8,16,1,4.1
4.7,14,2,1.4
1.7,19,2,4.4
1.7,6,0,4
1.7,3,1,5
2.1,107,4,5.5
1.8,11,1,2.9
1,26,0,5.4
1.6,9,1,3.4
1.6,81,2,5.4
1.7,39,3,5.3
1.7,7,2,2.3
1.6,4,0,2.8
1.3,12,2,3.9
1.4,7,0,3.4
1.5,32,3,5.3
1.4,22,1,3.8
2.8,41,3,5.8
2.8,3,1,4.3
2,2,1,4.5
1.1,10,1,3.9
2,18,1,5.2
3,6,1,2.3
1.3,11,1,2.5
1.2,0,0,0.5
1.2,47,2,5.1
1.2,15,4,3
1.2,60,0,7.4
2.2,3,2,4.4
4.4,57,6,3.6
2.1,64,2,5.2
2.1,0,0,0.5
4.5,50,3,4
2.2,14,2,2.7
2.2,3,1,3
1.3,15,0,3.9
2.5,3,1,2.1
2.9,226,3,8.7
1.7,24,2,4.1
1.6,12,1,2.7
1.3,0,0,0.5
1.2,31,1,5.2
1.9,15,3,2.5
1.9,5,0,3
1.2,5,0,5.3
3,70,3,5.6
2,12,1,1.7
3.3,8,0,3.1
3.3,95,6,3.8
3,4,1,2.1
3.5,90,7,3.2
3.5,12,2,2.8
3.5,1,0,4.6
1.4,41,1,3.8
1.8,10,4,2.9
2,3,1,3.8
1.1,18,0,3.9
1.1,3,2,1.2
1.2,7,1,6.4
1.2,7,1,5.8
2.1,31,2,4.3
1.4,14,1,0.8
1.6,7,3,2.2
1.6,8,1,0.6
4.1,33,4,2.5
1.2,2,1,4.9
1.4,18,0,3.9
1,27,0,7.2
1.1,3,0,3.6
1.1,2,0,4.2
4.5,59,5,2.7
1.9,5,1,1.9
1.9,6,0,4.1
1.6,24,2,7
3,29,2,5.4
3,12,1,3
1.8,10,1,3.6
1.8,5,1,2.9
2,14,4,3
2.7,29,4,3
4,4,1,2.1
1.5,45,1,5.4
1.8,16,1,4
3.4,25,3,5.9
1.3,3,1,3
1.3,21,1,7.2
2.7,83,3,6.2
2.7,3,0,4.7
3.3,5,1,5.8
3.3,35,5,5
2.3,7,3,2.2
1.5,6,1,0.9
2.5,9,1,2.7
2.5,94,5,6.3
2.5,7,1,2.9
1.3,14,1,0.8
1.5,10,2,2.3
1.5,7,0,0.7
2.9,81,3,4.8
1.6,5,2,3
1.2,9,1,3.7
1,8,2,4.1
1.6,11,2,4.2
1.1,16,1,5.3
6,0,0,1.6
1.7,12,4,3
1.1,6,1,5.3
3,10,2,2.9
3,17,2,3.2
1.2,15,1,8.4
3.3,20,3,2.9
3.3,41,5,3.7
1.8,4,2,4.1
1.4,34,2,4.8
1.9,109,1,6.1
1.1,11,1,3.9
2,3,1,4
2,20,3,6.2
2,3,1,2.4
2,3,1,4.2
7.2,295,11,4.6
7.2,1,0,1.8
1.8,8,1,7.2
1.6,14,4,2.8
1.6,20,1,4
1.5,0,0,3.5
1.5,33,3,4.1
1.5,13,0,6.1
11.5,69,5,5
1,7,0,0.7
3.2,4,2,1.6
3,3,2,4.7
1.1,6,1,0.6
1.9,4,2,1.6
1.6,9,3,5.5
2,10,1,5
2,1,0,6
2,3,0,4.7
2,1,0,7.3
1.9,22,2,0.6
3.2,48,5,3
3.2,6,1,2.9
3.2,4,1,2.2
1.9,30,2,5.3
1.9,23,3,4.1
1.9,12,2,6.1
1.9,1,0,3.2
4.6,2,1,1.6
4.6,184,12,7.2
2.8,10,2,3.8
2.8,0,0,4.7
7,14,3,2.9
1,44,1,4.9
1.4,46,3,5.1
1.7,0,0,4.7
1.7,58,4,6.9
1.7,4,1,5.7
1.6,61,2,5.2
3.3,0,0,3.6
3.3,2,1,2.9
1.4,13,0,4.2
1.9,15,2,3.3
2.8,11,2,6.2
2.7,27,2,3.1
2.1,10,1,5.4
2.1,11,2,3.1
2.4,145,3,7.2
1.2,4,0,2.7
1.8,7,0,4.3
1.8,14,4,5.2
2.5,20,2,3.9
1.5,15,2,5
2.1,33,3,3.6
2.2,11,3,3
1.8,24,2,4.1
1,43,1,4.3
1.4,18,2,3
1.9,43,2,4.7
2.6,3,0,2.1
2.6,30,4,2.1
1.5,5,1,0.3
1.5,0,0,2.1
1.5,7,2,2.9
2.3,7,1,3.8
3.1,44,4,3.1
1,24,1,4.3
2.7,8,2,3
2.2,9,3,5.5
1.1,4,2,1.4
1.6,11,2,2.5
1.4,26,2,3.5
1.3,16,2,3.2
1.3,7,1,6.9
1,17,0,4
1.3,9,0,5.1
1.3,5,2,5.1
3.4,121,6,4.6
1.2,8,1,1.7
1,27,0,5.8
1.8,4,1,3
1.5,5,1,3.3
2,2,2,1.6
3.5,42,2,5.2
3.9,104,7,4.4
3.9,2,0,2.3
2,2,1,0.2
1.5,53,2,6
2.5,5,2,5.4
2.5,1,0,3.1
1.9,27,6,3.8
1.3,11,2,0.7
1.2,8,0,6.3
1.2,11,2,4.6
1.1,53,3,5.1
2.2,66,3,5
1.3,17,1,3.7
1.4,7,1,5.3
1.5,19,2,4
2.2,67,3,5.1
11,11,2,1.4
1.2,33,2,4
5,5,1,2.9
1.6,45,4,4
1.5,14,2,4.7
1.5,11,1,4.5
1.5,8,1,3.5
1.5,0,0,3.4
4.8,134,5,4.5
1.6,10,1,4.9
1.6,4,0,5.9
1.4,23,3,6.3
1.4,22,1,8
1.2,6,1,7.1
2.5,124,19,5.7
1.2,9,1,5.9
1.2,2,0,3.5
3.3,30,2,2.9
1,6,1,4.2
1.1,22,0,3.7
1.1,109,1,7.1
1.3,27,1,3
2.5,88,2,8
1.2,9,1,2.8
2,8,3,5.4
2,3,1,5.1
7,49,6,3.4
2.8,17,3,3.6
2.8,5,1,3.2
1.3,75,1,5.4
1.3,51,1,4.8
7.6,37,6,3.4
7.6,1,0,1.9
1.1,9,0,3.8
1.1,59,2,5.1
1.6,13,3,2.6
1.6,6,0,3.5
1.8,11,1,4.2
2.3,7,2,1.2
4,4,2,4.5
2.5,13,4,3.6
2.5,9,3,5.5
1.6,27,1,4.5
3.2,1,0,4.1
3.2,93,3,5.9
3.2,4,1,5.7
3,2,0,1.2
3,7,4,3
1.8,29,1,4.4
1.5,1,0,6
1.5,21,1,4
1.8,46,2,6.9
1.8,40,1,2.3
1.8,12,0,3.2
1.3,13,1,5
1.1,18,1,4.7
4.9,26,1,2.7
4.9,8,3,4
1.2,43,1,8.1
4,4,1,2.9
3.2,1,0,2.7
3.2,15,2,0.9
3.2,3,1,2.8
2.1,41,0,4.3
8.1,1,0,1.9
8.1,56,3,2.8
2.5,11,3,3.6
2.5,9,1,8
1.3,14,1,3.3
1,21,0,4.6
6.3,120,5,4.3
2.1,69,4,8
8.3,58,18,1.7
2.5,3,1,2.9
2.5,0,0,1.1
1.6,18,2,3
2.5,0,0,1.9
1.8,2,1,7.2
1.8,4,0,4.8
1.8,11,2,6.4
1.6,21,2,5.8
1.2,10,2,5.3
3.5,52,4,4.5
4,15,4,4.6
4,1,0,3.3
1,1,1,3
2.7,27,2,4.4
1.9,8,0,2.9
1.9,0,0,2.1
1.9,27,3,3.5
1.1,5,0,3.2
2.8,2,0,1.2
4,12,3,3.7
4.1,71,4,4.7
1.2,17,1,3.6
2.1,1,0,3.6
2.1,5,0,5.5
2.1,63,3,5.7
1.9,21,2,3.5
1.4,9,3,5.5
1.1,248,3,7.3
2.6,52,3,6.8
1.7,10,2,3.7
1.2,14,1,3
1.4,38,1,4.2
2,7,4,5
1.5,12,1,3.9
1.3,5,1,5.3
1.3,7,1,2.5
1.2,9,1,5.3
1.2,6,0,1.5
2,4,0,2.3
2.1,54,3,4.3
1.1,10,1,4.7
1.2,63,1,6.2
1,12,0,4.2
2.8,10,3,5.3
2.8,7,2,5.5
2,53,3,4.8
4.2,16,2,2.7
7,14,3,2.6
1.3,32,2,5.7
3.2,25,2,2.8
1.6,5,1,4.3
1.6,5,1,5.3
1.9,3,0,1.9
1.6,34,1,5.8
1.6,12,1,4.8
1.8,11,2,2.2
1.2,7,1,2.2
1.2,8,0,3.1
2.2,56,3,6
2.2,7,2,5.1
3.5,14,3,2.2
1.5,6,0,2.2
2.9,2,0,2.3
2.9,21,6,2.5
1.4,5,2,2.1
1.8,69,2,5.2
1.2,3,0,1.7
1.3,6,3,5.3
1.3,6,0,2.6
2.3,19,3,2.6
1.2,10,0,4.6
3.2,4,0,4.8
3.2,3,1,5
3.2,123,3,7.7
2.2,25,3,3.9
2,38,2,4.8
2.9,23,5,2.6
2.3,21,4,2.7
2.2,6,2,2.5
1.4,4,0,1.7
1.4,44,2,5.1
1.8,4,0,1.7
1.8,3,1,1.1
1.5,5,1,5.3
1.5,16,1,4.6
1.5,8,0,6.2
1.9,12,4,2.2
3.5,7,2,1.4
2.1,16,0,4.9
2.1,32,3,1.9
2.1,25,5,2.2
2,3,2,4.7
3.7,9,1,1.7
3.7,17,3,3.6
1.9,8,1,4
1.9,4,1,4.2
1.9,44,3,4.6
2.3,1,0,4.5
2.3,29,3,3.9
2.3,5,0,2.7
1.5,22,2,3.2
3,30,3,2.5
3,3,0,1.4
1.4,3,1,2.4
1.3,5,0,6.6
2.1,9,2,3
2.1,55,2,8
2.1,52,2,5.5
8.5,0,0,1.2
8.5,1,0,4.5
8.5,1,0,0.8
1.8,8,2,2.8
1.4,7,1,4.6
2,0,0,0.5
10.1,71,5,7.1
10.1,0,0,1.2
1.8,4,3,2.8
1.2,3,1,5.7
1.4,2,0,1.2
1.4,17,1,5.1
12.4,112,6,7.3
1,3,1,1.7
1.6,9,1,6
1.3,136,1,6.8
1.7,16,2,3.2
1.2,17,1,7
1.2,23,1,6.3
1.8,21,1,2.8
1.8,5,1,1.4
5,5,2,4.7
1.4,6,2,1.4
1.7,10,1,5
1.9,6,2,7.2
1.9,56,4,6.2
1.3,17,1,4
1.3,7,2,3.4
1.7,6,3,3.6
1.8,7,2,2.3
2.6,13,2,1.9
2,17,2,7
2.5,39,2,5.9
2.5,19,3,4.5
1,2,1,2.2
1,137,1,5.4
1.8,47,2,6.9
1.8,7,0,6
1.9,48,3,5
1.9,8,3,7.1
1.7,7,3,2.3
14.1,155,18,4.3
14.1,0,0,0.9
3,7,3,2.3
1.4,8,2,2.7
1.4,3,1,5.9
1.2,3,0,7.1
2.3,5,2,4.7
1.1,3,1,7.2
1.1,12,0,5.3
1,15,0,2
3,15,2,4.4
1,0,0,4.3
1,7,0,6
1.2,4,1,7.1
1.2,6,2,7.1
2.1,21,3,3
2.5,2,1,3
2.5,3,1,4.5
2.8,17,2,3.6
1.8,5,2,5.7
1.8,5,0,5.5
1.7,40,3,4.9
1.7,35,1,6.3
1.6,9,1,5
1.6,9,2,6.9
2.6,4,3,3.9
2.6,83,3,6.2
2.6,2,0,2.5
2.6,1,0,4.5
2.4,19,3,3.1
1.2,12,0,7.9
1.2,8,3,7
1.2,20,1,4.4
1.2,8,0,5.8
1.1,6,1,3.2
1.8,8,5,3
1.1,12,1,5.3
1.2,3,1,1.1
2,5,2,2.5
3.8,14,5,3
1.9,4,0,2.2
1.9,50,3,2.1
2.3,14,3,3.2
1.1,56,2,5.1
5,5,2,2.5
1.1,22,1,5
1.2,7,0,5.6
3.5,125,3,2.4
2.5,5,1,5.4
1.3,3,1,7.2
3.2,10,4,3.3
3.2,3,1,3.5
1.9,10,2,6.7
1.9,37,2,3.6
1.9,17,1,6
2.9,83,3,6.2
2.1,6,0,3.2
2.1,10,2,4
2.1,48,5,3
6.1,0,0,2.1
6.1,79,7,3.9
2.2,11,4,3.5
1.9,4,0,2.7
1.3,8,0,2.9
1.9,15,3,3.3
1.6,3,1,3.5
2.2,2,0,3.4
2.2,24,2,3.4
1.1,3,1,4
5,10,4,3.3
1.7,11,2,0.9
1.7,9,1,4.3
1.9,24,2,4.1
3.7,70,4,1.8
2.5,5,0,2.8
2.5,33,2,2.5
1.4,53,3,5.9
1.4,12,1,2.9
2.5,5,2,0.8
1.4,3,0,3.9
1.4,4,2,2.2
5,20,14,2.3
3.5,41,4,1.6
1.8,9,3,5.6
1.4,22,1,5.1
1.8,30,1,5.4
4.4,31,3,5.5
2.8,149,5,4.6
1.3,13,1,3.3
1.1,5,0,7.1
1.1,3,0,5.7
1,49,0,5
1.4,63,1,5.2
1.4,2,1,2.8
2.8,8,1,1.1
5.5,11,2,4
1.1,16,1,5.1
1.6,5,0,2.7
1.6,4,1,1.4
2.8,209,7,8
2.8,2,0,8.6
9,18,1,3.2
9,0,0,1.8
3.4,31,4,3.8
2.6,132,4,5.1
1,6,0,6.9
2,44,4,4.5
2,9,1,4.3
2.2,9,2,3.2
1.7,33,3,3.6
1.7,35,5,4.4
1.9,13,1,2.8
1.1,7,0,5.6
1.1,6,0,8
4.8,38,4,6.1
3,15,5,2.6
3,1,0,2.9
1.8,60,3,4.9
1.8,21,2,5.6
1.8,58,1,5.5
1.8,14,2,4.9
2.3,101,3,5.3
3.6,25,4,4.3
1.2,75,1,4.7
1.1,4,0,2.7
2.2,2,0,1.9
2.2,7,1,2.6
2.2,53,3,7.8
1.5,7,3,3.4
1.2,3,1,2.8
1.6,7,1,3.2
1.6,1,0,0.8
1.2,3,1,3.4
1.3,3,1,4
3.1,21,4,4.2
3.1,1,0,1.3
1.4,32,2,5.7
1.4,4,0,3.8
1.9,82,18,4.3
1.9,52,3,6.8
1.9,5,0,7.1
1.6,65,9,3.6
1,9,0,4.9
1.5,9,2,2.7
1.7,8,2,3.5
1.2,5,0,4
1.5,2,2,2.7
1.5,42,1,3.3
1.2,10,2,2.7
2.2,10,1,3
5.1,86,8,4
5.1,5,1,8.3
2.1,17,2,6.1
4,16,2,0.9
2.8,18,5,2.2
2.8,4,0,2.2
1.5,121,2,4.9
1.5,16,1,3.6
1.8,8,0,4.3
2.6,13,2,5.1
1.8,4,0,2.2
1.8,6,3,5
5.2,3,0,2.6
5.2,28,5,5.2
1.8,7,0,4.4
2.5,20,4,5.2
3.8,144,5,6.3
3.8,5,0,3.6
5.5,22,5,4.2
4.5,18,3,3.2
9,9,7,1.8
8,72,4,4.9
2.7,25,4,5.2
2.2,26,2,3.4
8,9,2,3
8,23,7,2.2
6,28,6,3
6,2,1,1.8
2.5,16,4,2.8
2,22,4,3.5
7.8,47,4,1.3
2,3,2,2.9
1,18,0,5.6
1.6,2,0,4.4
1.6,4,1,4.3
1.6,5,1,4.7
1.3,41,3,3.4
1.3,8,3,5
3,7,1,3
3,2,0,1.7
2.2,9,3,2.4
2,0,0,3.2
1.9,12,5,1.5
1.4,6,1,4.9
1.4,60,2,5.1
3.1,20,4,2.6
2.1,41,2,3.4
2.7,18,4,1
2.7,0,0,1.1
2.8,14,2,4.4
2.8,0,0,1.1
1,25,0,4.3
2.3,13,2,4.4
3.2,90,3,5.6
2.4,9,0,2.3
2.4,117,2,5.2
2.4,8,0,3.3
6.9,1,0,1.6
2.3,30,4,3.7
3.6,16,1,1.2
1,2,0,8.1
2.5,2,0,1.7
2.5,77,2,4
1.1,11,1,8.1
2.5,61,3,4.1
1.1,5,0,3.4
2.8,14,4,6.2
6.3,19,6,2.8
1.8,9,2,3.6
3.3,10,3,3.4
1,35,1,8.1
1.1,26,1,5.8
1.5,20,1,5.5
1.5,8,2,2.3
2.6,2,0,5.3
2.6,11,3,1.9
2.6,107,5,8
2.6,3,0,2.4
2.6,1,0,2.3
2.6,14,4,3.5
5.5,11,2,3.2
1.6,11,2,3.8
1.4,9,1,3.1
1.4,6,0,5
1.8,9,2,1.8
10.1,286,5,4.1
10.1,16,0,6.3
1.3,14,1,5.1
3.5,48,5,4
3.5,0,0,0.9
2.6,21,3,3.1
1.1,3,0,1.7
1.1,15,1,3.7
5.7,17,5,4.5
2.7,30,4,2.1
2.7,3,0,1.7
2.7,37,2,4.5
6.3,19,6,4.5
6.3,0,0,0.7
1.8,8,0,2.9
1.1,21,0,5.8
4,11,2,4.1
1.3,22,1,6.6
1.3,14,1,6.3
1.3,4,0,8.2
2.4,4,2,2.2
2.4,88,5,3.4
2.7,7,1,2.3
1.2,14,1,3.5
1.3,17,1,3
5,30,4,3.9
1.2,5,2,2.2
1.2,4,0,5.8
1.2,6,1,8.7
1.2,18,0,3.6
1.2,4,1,4.5
3.4,4,1,2.8
3.4,20,1,5.1
1.7,7,1,1.9
1.6,4,3,1.4
1.1,10,0,3
2.1,51,2,3.8
4,12,1,3.5
1,5,1,1.7
1,46,0,6.7
1.7,8,4,4.7
1.7,8,1,4.7
3.2,5,0,3.9
3.2,1,0,3.5
5,2,0,5.6
5,29,4,2.7
1.2,105,1,6.6
2,6,1,3.5
1.8,37,4,1.2
1.8,12,1,4.4
1.3,58,1,5.2
1.3,5,0,8.2
8,16,8,3.4
1.2,13,1,6.5
1.5,86,2,3.6
5,16,2,1.4
5,4,1,2.8
1.1,32,1,3.4
3.4,16,5,2.4
3.4,1,0,3
3.5,7,2,2.3
2.9,32,4,2.5
2.9,3,0,2.1
2.3,1,0,3.2
1.9,29,2,2.8
1.9,7,3,3
2.3,7,2,3.5
2.4,4,2,2.3
2.4,8,2,2.1
1.7,23,2,5.6
1.6,4,1,3
2.1,1,0,5
2.1,10,1,5.3
2.1,17,4,6.2
1,60,0,5.1
1.6,21,1,5.3
2.3,56,2,4
2.3,6,0,2.9
1.5,6,0,1.7
1.9,12,2,6.4
1,6,0,5.3
2.3,32,3,3.4
2.3,9,2,2.3
2.3,1,0,3
2.3,6,2,3.4
1.2,2,1,1.3
1.4,12,1,2.7
2,8,1,0.9
1.6,73,1,5.1
1.5,12,2,4.3
1.2,5,0,1.8
1.2,31,2,4.4
5.5,10,1,3.2
5.5,1,0,1.4
1.4,6,1,1.5
2.6,50,3,4
1.2,5,2,2
1.2,11,0,5
1.7,4,2,2.2
2.1,47,2,3
2.3,16,3,2.6
2.1,2,0,3.6
2.1,94,3,4
2.1,27,2,7.8
2.1,2,0,8.6
1.9,15,3,2.6
1.8,10,1,5.6
1.8,59,1,5.6
1.2,28,2,3.6
1.2,3,1,3.3
2.5,18,4,3.8
1.6,23,2,3.3
4.5,9,4,3.4
1.1,11,0,5.2
1,6,0,6.5
1,17,1,4
2.8,25,5,3.7
2.8,3,0,2
2.2,11,1,1
1,47,1,7
1.1,2,1,1.5
7.5,15,4,4
1.9,26,2,2.5
1.6,21,3,3.1
2.2,5,0,5
2.2,24,1,4.2
2.2,6,0,6.5
1.5,5,1,0.8
1.4,38,2,3.9
1.6,21,1,3.7
2.3,4,0,3
1.4,12,0,7.2
1.4,14,2,7.8
3.1,25,5,4.7
1.2,8,1,2.2
1.2,43,2,5.2
1.5,18,3,3.5
1.5,7,0,6.7
1.8,1,0,3.3
1.1,7,1,8
3,7,6,4.1
2.4,73,3,3.1
1.6,4,0,2.6
1.6,7,1,2.1
3,8,3,3.4
3,2,0,4.8
9.8,78,5,4.7
1.8,32,3,3.6
1.6,14,3,2.9
1.6,11,1,5.2
1.6,3,1,3.8
1,145,0,6
7.2,1,0,1.5
7.2,3,1,1.9
7.2,32,6,4.2
3.6,29,2,2.9
2.4,12,2,1
2.8,55,1,3.4
5,45,5,3.4
2.2,19,2,2.6
2.2,3,0,2.7
1.5,41,1,4.4
1.8,2,0,4
1.8,27,2,3.4
1,2,0,8.2
6.9,62,13,4.1
2.2,8,1,2.1
1.2,17,1,3.8
1.9,5,3,3.5
1.9,5,0,3.3
1.9,220,4,6.5
1.1,1,0,2.8
1.1,3,2,1.8
1.1,15,0,4.2
1.7,68,4,4.8
3.3,5,1,2.9
3.3,35,4,5.3
1.4,4,2,2
2,1,0,0.8
2,15,3,2.7
3.8,589,6,5.3
1.4,4,3,2.8
1.8,10,1,8.6
1.8,5,0,7.4
1.8,9,2,7.2
1.8,18,2,6.6
1.4,6,0,3.3
1.6,13,1,2.8
1.9,32,3,3.6
2,2,2,1.8
1.5,5,2,3.5
2.9,121,3,5.2
2.1,3,1,5.2
2.1,38,3,6.9
2.1,8,0,5
2.8,13,2,3.7
1.4,11,1,3.1
1.1,0,0,1.6
1.4,23,2,2.7
2.5,57,4,4.2
2,6,0,3.5
2.2,5,1,3.2
2.2,34,3,5.5
1.5,19,1,6.8
1.5,5,0,8.4
1.1,2,0,1.8
1.1,7,1,3.1
1.3,6,1,1.8
1.1,4,1,5.4
1.6,8,2,2.5
1,32,0,4.5
4.8,12,1,4.3
4.8,1,0,5.6
4.8,16,4,4.1
1.4,4,1,3.4
1.1,12,0,3.2
1.2,80,1,4.6
1.1,19,2,3.4
1.3,11,3,2.1
2.7,27,2,2.5
1.8,3,0,2.6
1.8,3,2,2.7
1.8,12,1,6
1,26,0,4.7
1.7,17,2,8
5,10,4,6.1
1.5,86,3,4.5
5.8,25,7,2.4
5.8,4,2,1.8
2.7,19,3,4.3
2.2,1,0,4.9
2.2,12,2,4.2
1.1,202,2,5.7
1.1,21,2,4.3
2.3,51,2,5.3
2.3,5,1,4
1.6,26,2,4.8
1.3,4,1,5.7
1.1,20,1,4.5
1.8,24,3,3.7
1.7,4,1,5
2.1,2,0,0.8
1.1,21,1,4.5
1.9,8,1,2.5
1.9,7,1,3.9
2.7,202,4,5.7
2.7,1,0,2.1
1.3,58,2,4.9
1.2,5,2,4.3
1.6,66,1,5.2
1.1,8,1,7.2
1.7,161,1,5.1
1.4,19,2,4
1.4,5,0,7.1
1.4,7,1,7.4
1.4,2,0,8.6
1.4,18,0,5.1
1.4,15,1,4.3
5.8,8,1,4.1
5.8,67,1,3.6
1.1,8,1,2
1,7,0,7.2
2.5,5,3,3.4
1.1,26,1,4.6
1.2,4,1,8.5
1.2,0,0,1.5
2.5,14,4,4.1
2.5,1,0,5.1
2.5,2,0,1.9
1.8,4,0,1.5
1.8,15,1,4.3
1.8,3,1,2
3.7,2,0,5
3.7,24,1,3.1
1.7,91,2,6
1.4,13,1,6.1
3.7,11,1,2.8
2.5,15,0,3
1.8,7,1,5.4
1.2,5,0,4.6
2.8,11,7,3.7
1.2,50,1,7
1.2,11,2,4.8
1,10,2,2
1,206,0,6.4
1.1,12,1,3.5
1.8,5,2,5
1.8,6,2,5.3
2,5,1,2.5
4.3,39,6,5.6
4.3,0,0,1.8
3.1,74,5,3.9
3.1,1,0,2.1
19,19,3,3
1.6,47,1,4.5
1.6,12,1,4.5
1.9,3,2,2.7
1.9,3,1,2.4
1.9,7,2,6
3,10,2,3.2
1.2,6,2,2.4
16,16,5,3
1.3,4,1,8.5
1.5,26,2,5
7.5,15,2,3.2
1.4,4,0,3.2
1.3,7,0,4.2
15,15,3,3
1.4,13,1,4.3
1.7,43,2,4.8
1.8,18,2,3.8
12,12,4,3
5,27,5,3.5
5,3,1,1.2
2.5,5,1,5.9
2.5,14,3,3
1.7,5,2,4.1
1.4,21,1,3.4
2.8,2,1,2
2.8,1,0,1.3
2.8,11,3,1.4
6,6,3,3
1.2,9,1,4.2
1.2,6,1,3.1
3.6,40,4,2.7
1.1,3,2,2.7
1.1,18,0,3.3
3.4,57,4,5.1
1.6,16,1,4.7
1.6,5,0,2.5
3.8,23,3,3.5
1.1,19,1,7.8
4,8,1,4.1
1,26,1,4.7
3.6,3,2,2.1
3.6,2,0,2
3.6,71,6,4.9
1.7,32,2,7.4
1.7,14,0,4
1.7,0,0,3.5
1.7,0,0,2.8
3.2,15,6,2.7
3.2,2,1,1.3
1.8,18,2,4.2
2.9,31,7,3.4
2.9,10,0,6.9
2,30,2,7.6
2,20,2,2.7
2,4,2,5.4
1.4,6,0,2.1
3.1,237,12,6.2
6.5,26,1,1.2
1.5,2,1,2.9
1.8,32,2,4.8
1.8,3,2,3.6
1.8,16,2,4.1
1,5,0,7.8
1.2,21,2,4.5
3,12,1,5.4
2.9,2,0,2
2.8,8,1,2.5
2.8,1,0,5.7
5,1,0,3.7
5,100,6,3.7
5,4,0,3.2
1.1,13,1,4.2
1.8,36,3,5.7
1.2,6,1,8.4
1.2,7,0,6.7
1,10,1,3.2
1,57,0,5.1
3,15,4,4.1
1.9,15,1,2.9
