"NUMPAR","TNG","TNA","NPA","TLLOC","TNLS","scores_ANN"
4,3,3,0,21,0,3.1
3,3,3,0,23,0,3.1
8,0,3,0,34,0,4.6
3,3,3,0,19,0,3.1
17,0,0,0,11,0,2.7
10,7,5,0,106,3,3.1
4,3,3,0,24,0,3.1
3,7,8,0,21,0,4.8
4,3,3,0,33,0,3.1
13,0,3,0,106,0,5.6
13,0,2,1,70,0,4.2
30,0,9,9,17,0,5.2
30,0,15,0,272,0,6.3
19,0,1,0,39,1,4.9
19,1,2,0,41,0,2.5
1,2,3,0,7,0,2.7
1,4,4,0,41,4,1.6
9,3,3,0,23,3,2.9
9,1,1,0,28,0,3.4
1,0,0,0,44,0,2
2,7,8,0,5,0,4.8
20,0,6,0,65,0,1.9
20,3,2,0,29,0,2.9
20,0,4,0,55,0,5
1,0,1,0,38,0,4.9
3,7,8,0,9,0,4.8
3,1,1,0,16,0,2.6
4,0,0,0,14,0,2.6
2,0,3,0,26,0,2.7
16,0,14,0,173,0,2.4
21,4,10,2,223,3,5.4
21,1,0,0,10,0,1.2
1,16,36,15,9,0,6.2
4,16,36,15,9,0,6.2
5,1,0,0,21,0,3.2
7,2,0,0,9,0,4.2
2,0,3,0,81,0,2.3
0,1,0,0,10,0,2.9
3,0,0,0,8,0,2.6
0,0,5,0,85,0,3
3,0,4,0,32,0,2.5
3,1,0,0,14,0,1.2
0,1,1,0,34,0,2.4
3,0,4,0,44,0,2.2
4,0,2,0,98,1,2.7
5,1,0,0,18,0,3.2
3,0,0,0,28,0,4.7
3,2,5,0,6,0,5.4
8,3,2,0,39,0,2.9
0,0,3,0,31,0,2.5
1,0,5,0,99,1,2.6
7,2,2,0,33,2,1.6
7,0,1,0,55,1,3
1,1,0,0,10,0,1.2
4,3,2,0,26,0,2.7
3,1,1,0,7,0,2.2
20,0,2,0,45,0,1.9
20,4,10,2,223,3,5.4
2,0,3,0,25,0,2.8
0,3,4,0,87,1,2.5
12,11,16,6,209,0,3.9
7,0,0,0,48,0,3.9
8,8,9,0,18,0,4.8
8,1,0,0,16,0,1.2
2,0,1,0,16,0,4.3
0,1,4,0,136,0,2.9
0,0,4,0,93,0,2.8
13,5,6,2,79,1,2.7
5,1,2,1,38,0,2.3
7,0,3,2,22,0,3.4
7,2,0,0,42,0,1.7
7,0,0,0,14,1,1.7
7,5,3,0,18,0,3.3
1,1,0,0,25,0,1.2
1,0,1,0,233,0,4.3
68,4,10,2,223,3,5.4
1,0,0,0,94,0,2
5,2,2,0,35,2,2
5,0,2,1,32,0,4.4
4,8,5,0,62,0,4.7
3,7,5,0,21,0,3.3
47,11,9,0,142,9,4
47,0,4,0,56,4,4.3
1,0,1,0,16,0,2.1
6,2,3,0,85,0,2.9
21,1,1,1,18,0,5.6
21,0,3,1,77,1,3.6
0,0,22,22,26,0,0.7
3,0,0,0,15,0,1.9
3,3,0,0,36,0,2.8
78,0,1,0,41,1,3.3
78,0,0,0,6,0,2.5
0,4,5,2,10,0,5.3
0,4,5,2,120,0,5.5
6,4,1,0,66,0,3.1
2,4,5,2,332,0,5.6
19,4,10,2,226,3,5.4
4,1,0,0,15,0,4.1
6,4,4,2,59,0,5.4
15,3,7,0,31,0,2.8
15,2,1,0,20,2,2.7
0,4,4,2,124,0,5.5
3,0,5,0,15,0,4.3
2,4,6,2,55,0,5.4
10,6,5,0,113,0,3.3
4,1,3,0,21,0,3
0,4,8,2,161,0,5.4
29,7,7,0,25,0,4.3
29,4,10,2,223,3,5.4
29,0,0,0,7,0,2.6
29,1,1,0,10,0,4.1
0,4,5,2,36,0,5.4
1,4,2,0,25,2,1.6
0,4,5,2,57,0,5.4
4,2,3,0,21,0,3
7,6,5,0,77,0,3.1
7,4,5,2,83,0,5.4
34,0,1,1,165,0,3.4
0,4,5,2,191,0,5.4
1,0,1,0,71,0,5
0,2,2,0,2,0,2.5
0,2,3,1,48,1,3.3
18,7,13,1,379,5,4
11,2,0,0,15,0,4.2
11,0,1,0,11,0,3.9
11,0,5,0,15,0,4.2
11,0,0,0,6,0,3.2
6,0,4,4,59,0,2.4
5,7,7,0,22,0,4.3
12,0,28,6,168,0,4.2
6,0,1,0,19,0,4.3
33,0,7,1,56,0,4.1
33,0,2,1,38,0,6.3
33,0,3,0,29,0,4.4
33,0,8,0,61,0,2.5
9,0,4,0,31,0,2.2
9,1,4,0,72,2,3.4
7,6,4,0,69,0,3.1
4,2,1,0,17,0,4.2
1,0,2,0,17,0,2.3
24,15,9,0,177,0,4
24,0,8,0,350,0,4.7
6,0,0,0,9,0,2.6
6,1,1,0,17,0,4.4
4,0,0,0,27,0,2.6
22,6,6,0,155,0,3.3
6,4,5,2,83,0,5.4
19,4,10,2,223,3,5.4
2,1,2,0,5,0,1.5
0,4,4,2,92,0,5.4
19,0,10,0,170,0,3.7
19,1,2,0,25,0,1.2
19,1,3,0,22,0,2.7
2,15,27,9,30,0,6.1
21,8,7,0,170,0,3.5
3,2,10,8,412,0,3.2
6,15,27,9,28,0,6.1
1,0,1,0,158,1,4
1,14,5,0,295,0,5.6
43,2,29,1,396,0,4.2
43,0,0,0,21,0,2.6
43,0,0,0,7,0,2.3
13,0,1,0,26,0,4.6
13,0,3,0,65,0,2.9
2,0,0,0,34,0,1.6
3,0,1,0,12,0,1.7
3,0,4,0,14,0,6.6
1,1,0,0,42,0,1.2
1,6,7,0,2,0,3.4
7,4,5,0,72,4,3.5
4,2,2,0,22,2,3.8
6,0,0,0,11,0,2.6
6,0,0,0,15,0,4.6
2,0,4,1,24,0,3.6
2,0,1,0,96,0,3.2
9,4,2,0,69,0,3.2
3,1,2,0,11,0,3.3
1,0,1,0,7,0,5.3
11,0,0,0,5,0,1.2
11,0,0,0,15,0,1.6
11,1,7,0,118,0,5.6
24,0,0,0,17,0,3
24,0,15,0,259,2,3.2
24,1,3,0,55,1,3.4
63,6,26,1,446,0,5.8
63,0,0,0,4,0,1.2
63,0,1,0,17,0,1.6
1,0,2,0,29,0,4.9
3,2,0,0,128,0,3.4
6,4,4,0,30,4,2.9
6,1,1,0,14,1,4.4
8,0,0,0,20,0,5.2
8,5,14,1,91,0,4.8
8,0,28,27,106,0,4.1
8,0,0,0,10,0,4.2
3,0,0,0,21,0,2.6
17,5,15,1,128,0,5.4
17,0,0,0,7,0,2.3
2,1,0,0,97,0,3.2
0,0,4,1,18,0,3.6
7,0,0,0,17,0,3
7,8,50,44,417,0,2.8
7,0,1,1,10,0,4.2
2,1,0,0,79,0,3
7,5,1,0,46,0,2.6
1,0,0,0,138,0,3.4
68,0,0,0,6,0,1.2
68,3,6,0,52,0,2.9
68,5,24,1,479,0,5.9
68,5,6,0,56,6,1.6
3,2,1,0,20,2,2.7
3,11,4,0,6,0,8.7
3,2,0,0,205,0,3.6
48,0,0,0,5,0,2.5
48,5,6,0,46,6,2.9
48,0,0,0,7,0,2.3
48,1,1,0,447,0,3.3
2,0,0,0,14,0,3.7
0,0,1,0,75,1,3
11,2,2,0,33,0,4.5
2,0,1,0,35,0,4.9
0,0,2,0,239,1,3.1
5,0,0,0,14,0,2.5
5,0,0,0,20,0,4.3
24,13,23,0,325,6,3.6
8,0,0,0,6,0,3.5
8,6,5,0,32,0,3.3
7,1,1,0,14,0,4.4
1,1,0,0,18,0,1.2
5,5,0,0,82,0,2.9
2,1,0,0,6,0,1.4
10,1,0,0,15,0,2.5
10,0,0,0,17,0,3
10,0,0,0,9,0,2.5
10,0,0,0,12,0,2.6
7,1,1,0,18,0,4.4
1,12,9,0,215,0,0.2
7,1,1,0,13,0,4.4
35,24,31,7,331,0,4
7,2,1,0,68,0,4.4
3,0,1,0,11,0,2.5
3,2,2,0,26,0,3.8
3,0,2,0,29,0,4.6
9,4,5,0,88,0,2.8
6,0,3,1,139,0,3.7
5,0,1,0,17,0,6.2
5,6,13,1,46,0,4.9
4,3,3,0,25,3,3.8
7,4,5,0,51,4,3.1
14,1,2,0,41,0,3.9
0,0,0,0,7,0,4.2
5,3,1,0,66,0,3.2
8,0,5,4,39,0,3.6
9,0,0,0,79,0,2.6
47,0,0,0,8,0,1.3
1,0,1,0,14,0,2.7
3,3,3,0,21,0,2.2
4,3,2,0,21,0,3.8
5,0,1,0,43,0,3.1
2,0,2,0,39,0,2.3
4,0,2,2,12,0,3.5
4,0,1,0,25,0,4.9
0,1,1,0,31,0,1.9
4,2,2,0,17,2,3.5
4,0,1,0,24,0,2.3
0,0,1,0,313,0,4.7
0,0,1,0,3,0,1.2
3,0,3,0,29,0,4.6
18,3,3,0,120,0,2.5
142,0,7,4,37,0,2
142,26,79,4,750,6,5.5
142,0,5,5,79,0,5
142,2,81,2,716,0,6.5
142,0,0,0,6,0,4.1
7,47,67,1,159,0,5
7,0,4,0,17,0,6.6
8,10,11,0,81,11,3.6
8,0,1,0,12,0,4.2
23,3,12,1,202,0,3.5
0,2,9,1,8,0,5.8
1,1,0,0,20,0,1.2
0,3,3,0,49,3,2.3
6,6,4,0,17,0,3.3
16,0,0,0,17,0,3
16,0,5,0,84,0,3.5
4,2,2,0,20,2,2.7
35,28,7,2,189,1,4.7
9,7,7,2,69,0,3
12,4,8,0,79,0,6.7
5,1,1,0,13,1,2.3
35,2,6,0,132,0,2.8
4,0,1,0,21,0,4.9
13,19,22,4,104,3,4.7
16,2,5,0,50,0,4.8
9,4,12,0,40,4,2.9
9,2,3,0,59,0,2.6
13,0,1,0,63,0,3.1
13,7,7,0,50,4,4.9
13,10,10,1,49,0,4.8
13,6,4,0,6,0,3.9
13,0,0,0,7,0,2.3
49,0,0,0,16,0,3.1
49,0,7,0,295,0,5.2
49,0,0,0,78,0,5.5
49,0,0,0,6,0,1.8
49,7,8,1,184,3,7.5
10,2,3,0,18,0,3
3,15,24,9,70,0,6.1
1,1,4,0,58,0,3.3
20,16,25,9,181,0,6.1
20,8,1,0,77,0,2.7
17,0,0,0,6,0,2.5
17,11,11,1,69,1,4.9
17,6,4,0,6,0,3.4
4,0,2,0,32,0,3.2
14,5,12,0,180,4,2.2
14,6,4,0,22,0,3.3
14,2,2,0,25,0,3.5
3,0,1,0,140,0,5
0,15,26,9,65,1,6.1
9,0,0,0,13,0,3.6
1,0,0,0,23,0,2.3
9,1,4,0,30,0,2.8
3,0,2,0,22,1,3
24,4,8,0,23,0,7.1
24,0,2,0,28,1,6.8
24,6,15,1,123,6,5
24,0,3,3,18,0,2
4,0,0,0,26,0,2.6
0,15,41,9,925,4,6.2
8,2,6,0,40,0,3.2
7,0,2,1,57,1,3.4
1,0,3,0,5,0,1.5
0,3,3,0,48,3,2.3
3,0,1,0,25,1,2.6
6,2,1,0,50,0,2.3
1,0,0,0,15,0,3.7
7,0,2,1,54,1,3.4
3,2,2,0,20,2,2.7
8,2,6,0,28,0,3.2
5,0,2,0,11,0,3.1
4,0,1,0,21,1,2.6
4,0,3,0,5,0,1.5
7,0,10,0,133,0,4.6
10,3,3,0,35,0,3
115,0,1,0,40,0,5.2
115,0,4,0,12,0,6.6
115,5,13,0,225,1,5.4
115,0,0,0,6,0,5.2
5,2,3,1,62,0,3
3,0,0,0,5,0,1.2
3,0,0,0,26,0,2.6
2,9,6,0,93,0,1.2
7,0,2,1,53,1,3.4
3,0,1,0,21,1,2.6
4,0,0,0,11,0,2
2,0,1,0,80,0,3.5
4,3,4,0,42,0,3.2
5,1,2,0,20,0,3.4
5,2,0,0,12,0,5.4
9,3,3,0,60,3,4.4
9,0,0,0,12,0,2.6
8,0,9,0,124,0,2.5
4,0,0,0,15,0,2
13,2,6,0,43,0,3.2
3,0,1,0,17,0,2.6
1,0,3,0,5,0,1.7
1,0,1,0,7,0,1.8
1,0,2,0,29,0,4.6
4,0,0,0,18,0,1.7
8,2,3,0,25,0,3.1
9,15,24,9,217,0,6.2
1,0,0,0,23,0,2.1
7,3,3,0,19,0,3
1,0,0,0,13,0,4.2
9,1,0,0,6,0,1.4
9,0,0,0,19,0,3.6
9,0,6,6,11,0,4.3
5,15,1,0,116,0,3.3
5,0,0,0,18,0,2.1
1,15,25,9,97,0,6.1
6,1,0,0,11,0,2.5
5,15,24,9,196,0,6.2
8,2,6,0,36,0,3.2
8,0,2,2,6,0,2
8,0,0,0,5,0,1.6
8,6,4,0,31,0,3.5
3,3,3,0,32,3,2.8
0,15,24,9,34,0,6.1
0,0,1,0,18,0,1.6
0,16,42,9,644,0,6.2
4,1,1,0,18,0,3.1
9,1,4,1,81,0,2.6
4,2,4,0,51,1,3.8
2,0,1,0,7,0,1.6
0,0,1,0,7,0,1.9
0,0,3,0,10,0,1.9
9,5,11,0,107,6,3.8
9,0,1,0,49,1,3.2
0,0,3,0,9,0,1.9
1,0,5,0,27,0,4.6
11,2,7,0,53,0,3.2
5,0,0,0,23,0,2.1
0,0,0,0,75,0,1.9
8,2,3,0,28,0,2.9
0,4,4,2,146,0,5.6
4,0,0,0,31,0,2
20,0,0,0,6,0,3.6
20,2,5,0,114,1,5
20,0,2,0,39,0,7
1,2,1,0,54,1,2.4
25,13,12,0,96,2,4
6,0,2,0,115,0,5.4
0,15,32,9,390,0,6.2
13,22,28,7,244,0,4
29,0,0,0,6,0,3.6
29,0,16,0,178,6,3.8
29,0,0,0,5,0,2.6
6,4,6,0,54,6,3.2
2,1,1,0,14,1,2.5
4,15,32,9,429,0,6.2
5,0,1,0,3,0,3.5
5,0,2,0,20,1,2.7
8,0,0,0,19,0,1.2
14,2,0,0,29,1,5
14,0,0,0,9,0,3
0,15,24,9,587,0,6.2
17,0,14,0,106,14,3.3
17,0,0,0,5,0,2.6
3,0,0,0,26,0,2.5
3,15,26,9,301,0,6.3
5,22,39,9,417,0,6.2
7,2,5,0,53,0,5.3
7,0,7,7,15,0,5.1
2,0,0,0,6,0,4
10,31,33,1,30,0,5.5
10,1,2,0,14,0,4.4
10,3,3,0,37,3,4.2
1,0,3,0,8,0,2
10,0,4,0,143,1,2.5
10,1,1,1,13,1,2.3
10,0,0,0,5,0,2.6
1,0,0,0,28,0,3.6
16,0,8,0,44,6,3.4
16,13,10,0,478,0,4.1
16,0,1,0,27,0,4.6
16,8,9,0,83,8,1.6
5,0,5,2,268,1,4.8
7,0,3,0,19,0,3.4
13,2,0,0,13,0,3.3
13,1,4,0,25,0,4.3
13,8,9,1,77,8,3.9
5,15,25,9,829,0,6.3
9,2,5,0,109,0,3.1
4,0,3,0,17,0,5.6
4,1,0,0,6,0,4.8
35,2,4,1,85,0,3
1,0,0,0,29,0,2.9
1,0,1,0,9,1,2.3
5,1,3,0,30,0,4.5
7,16,28,9,1024,0,6.4
4,0,3,0,32,0,4.1
7,0,10,0,928,0,5.5
7,0,2,1,19,0,4.6
0,0,2,1,31,1,3.7
13,0,0,0,96,0,5.6
13,3,2,0,75,0,3.9
2,0,7,6,59,0,2.8
2,15,24,9,328,0,6.2
3,0,7,0,46,0,1.2
4,0,1,0,37,0,2.8
6,15,28,9,424,0,6.2
1,1,1,0,13,0,1.8
1,0,1,0,60,1,2.1
0,4,7,0,43,0,3.5
5,15,26,9,143,0,6.2
5,0,0,0,8,0,1.3
1,0,1,0,19,0,4.6
7,1,9,0,29,1,4.5
7,0,0,0,31,0,5.2
7,4,4,2,48,0,5.4
4,15,24,9,611,0,6.2
9,0,2,0,486,1,6.1
3,0,6,0,64,1,2.7
1,15,24,9,50,0,6.1
7,15,28,9,352,0,6.2
1,0,0,0,12,0,2.6
0,2,5,1,227,0,3.8
1,2,2,0,13,0,3.3
15,2,3,0,133,5,3.2
6,0,23,0,85,0,0.6
2,2,2,0,14,0,3.3
2,30,30,0,16,0,5.4
2,5,6,0,9,1,3.3
5,15,28,9,343,0,6.2
51,5,15,1,202,0,5.1
51,0,23,5,276,1,6.2
51,0,3,0,565,0,7
51,9,11,0,116,11,5.3
0,0,0,0,59,0,3.1
5,0,1,0,80,0,2.3
8,1,6,0,77,2,2.6
0,15,32,9,815,0,6.3
12,1,7,0,98,0,3.3
2,1,1,0,14,1,2.2
2,0,0,0,9,0,2.7
1,0,31,0,71,0,0.1
2,0,4,0,39,1,2.2
31,15,31,9,457,0,6.2
0,12,12,1,98,0,3.5
76,1,0,0,6,0,4.8
76,9,13,1,337,0,6.5
76,5,13,1,56,3,4.7
1,10,7,0,10,0,3.8
13,6,3,0,71,0,2.4
12,9,12,0,17,0,3.7
20,0,4,0,238,1,3.8
5,31,32,1,27,0,5.5
2,0,4,2,9,0,0.7
6,0,2,1,37,0,4.6
6,0,2,0,41,0,4.1
1,0,1,0,12,0,2.9
14,3,27,3,62,0,5
12,0,1,0,20,1,6.4
12,0,0,0,8,0,4.2
5,7,7,0,109,3,3.1
5,0,2,0,19,1,4.2
24,0,7,0,327,0,2
3,14,14,0,228,14,1.6
3,0,0,0,8,0,2
2,2,4,0,14,0,1.4
8,3,2,0,64,0,2.3
8,0,0,0,11,0,1.8
6,9,9,0,61,0,4.4
6,6,6,0,44,6,3.5
5,0,0,0,18,0,2.2
1,0,2,0,15,1,4.2
0,5,7,1,116,3,3.4
0,0,2,0,32,1,3.3
6,3,3,0,33,3,2.8
3,0,0,0,31,0,2.5
6,0,0,0,16,0,5.2
18,8,12,0,300,6,3.7
4,0,2,0,24,0,2
4,2,3,0,32,2,2.5
4,0,2,0,77,0,0.8
5,2,2,0,43,2,2.8
0,15,24,9,757,0,6.2
5,0,0,0,3,0,1.2
5,0,3,0,11,0,0.2
1,2,5,1,6,0,4.2
8,16,28,9,999,0,6.4
1,0,2,1,25,0,4.6
2,2,2,0,19,2,2.2
7,1,0,0,18,0,2.6
5,0,4,0,21,0,1.8
1,30,30,0,12,0,5.4
11,8,8,0,58,8,3.8
11,0,0,0,11,0,2.5
11,4,2,0,24,0,3.5
12,0,8,0,117,0,2.9
2,4,6,0,32,0,3.3
0,15,28,9,217,0,6.2
4,3,6,0,57,0,2.9
4,2,2,0,14,0,3
18,15,28,9,280,0,6.4
5,13,13,0,167,2,3
9,0,0,0,30,0,4.8
2,0,2,2,6,0,1.4
1,0,2,1,271,1,4.4
1,4,0,0,18,0,3.3
2,1,1,0,16,1,2.1
1,1,1,0,6,0,2.3
2,0,5,0,67,0,4.6
2,1,3,0,19,0,2.8
1,1,1,0,6,0,2.2
2,2,2,0,16,0,1.8
1,1,2,0,16,0,3
3,0,0,0,1,0,1.8
13,10,12,0,73,1,5
10,0,13,13,59,0,3.7
0,15,28,9,224,0,6.2
5,2,2,0,6,0,3.8
13,2,7,0,180,3,3.4
0,15,24,9,241,0,6.2
22,1,2,0,27,0,5.7
22,0,0,0,7,0,5.5
22,1,23,0,342,3,6.1
23,0,22,0,114,11,5.2
5,2,2,0,21,2,2.5
1,15,25,9,629,0,6.2
2,0,1,0,6,0,2.3
3,0,5,0,46,1,2.4
1,2,1,0,6,0,4
0,15,24,9,49,0,6.1
4,0,4,0,23,0,1.8
5,15,25,9,69,0,6.1
10,0,0,0,14,0,6.1
7,3,3,0,37,3,4.2
8,15,24,9,157,0,6.1
8,0,3,0,87,1,2.7
0,0,0,0,14,0,2.5
5,15,24,9,1582,0,6.3
8,3,0,0,20,2,3.5
8,0,1,0,6,0,2.3
8,0,5,0,32,0,6.1
24,0,4,0,166,1,3.2
12,0,1,0,6,0,2.3
12,0,7,1,130,1,4.1
12,0,0,0,10,0,2
3,1,1,0,10,0,3.8
3,0,0,0,14,0,1.9
12,4,5,0,33,1,4
12,5,13,0,71,0,7.1
12,0,0,0,6,0,5.2
12,1,0,0,14,0,2
2,15,28,9,314,0,6.2
2,0,0,0,116,0,2.1
2,0,1,0,7,0,2.3
4,16,27,9,1297,0,6.4
8,0,11,0,154,1,3.2
4,0,0,0,98,0,3.2
4,0,0,0,97,0,4.9
0,5,7,1,80,2,3.2
5,0,0,0,8,0,5.2
7,15,28,9,327,0,6.2
6,0,0,0,23,0,2.2
3,3,3,0,27,2,2.7
16,5,2,0,97,0,5.6
5,15,28,9,314,0,6.2
0,2,4,1,45,0,3.2
2,0,0,0,20,0,2.2
17,0,1,0,92,0,3.2
17,19,18,0,117,16,5.7
4,16,24,9,93,0,6.1
2,22,27,7,7,0,4.4
0,0,0,0,24,0,2.7
6,0,3,0,34,0,3.7
18,0,0,0,11,0,3.1
18,1,2,0,83,0,2.8
4,0,1,0,9,0,4.2
11,10,7,0,61,1,5
0,3,5,1,60,1,3.2
1,0,0,0,16,0,2
0,8,2,0,31,0,3.7
0,19,10,1,475,1,4.5
3,1,1,0,38,1,2.7
2,5,2,0,18,0,3.5
10,0,16,0,2553,1,1.8
10,1,9,0,29,1,4.5
4,0,7,1,148,0,3.8
1,0,5,2,55,0,4.6
8,0,1,0,38,0,2.8
1,1,1,0,14,0,2
8,6,5,0,80,0,3.9
0,5,0,0,28,0,2.4
2,0,1,0,18,0,3.4
0,9,0,0,42,0,2.9
10,0,2,0,80,0,4
0,0,3,1,40,0,2.3
11,0,0,0,52,0,3.1
6,0,2,0,41,0,3.8
6,0,0,0,28,0,4.3
0,5,2,0,10,0,3.4
5,3,1,0,30,0,3.7
1,0,0,0,6,0,3.2
2,0,1,1,17,0,3.7
0,4,4,0,38,4,1.6
0,13,11,1,51,0,3.2
1,10,7,0,16,0,3.9
0,0,0,0,9,0,2.7
3,1,0,0,13,0,1.3
4,0,6,0,58,1,2.4
4,0,0,0,15,0,1.9
8,1,0,0,15,0,2.5
8,155,34,1,178,0,3.2
8,4,4,0,30,4,3.1
19,6,44,0,329,1,5.3
19,0,0,0,7,0,2.3
8,0,11,0,150,1,3.2
7,6,25,1,256,0,2.8
5,10,72,2,623,6,5.6
7,0,6,6,39,0,2.6
4,6,7,0,9,1,3.4
4,0,4,0,44,0,2.2
6,2,13,1,106,0,3
6,0,3,0,98,1,2.4
19,10,10,0,95,2,5.1
4,0,1,0,15,0,2.6
2,31,33,0,5,0,5.4
4,0,1,0,102,0,3.4
11,0,4,0,222,1,3.5
8,2,7,1,56,0,3.1
13,0,1,0,50,0,5
13,0,0,0,2,0,0.9
13,0,3,0,108,1,4.4
7,1,4,2,25,0,5
7,1,0,0,15,0,2
2,0,2,0,20,0,3.4
1,31,33,0,5,0,5.4
4,1,4,1,15,0,2.8
40,2,2,0,130,0,5.7
40,0,2,0,249,0,2.6
1,0,0,0,13,0,5.8
0,0,0,0,11,0,2.1
0,0,1,0,38,0,2.3
3,31,33,0,5,0,5.4
9,0,3,0,45,1,2.4
2,0,2,0,44,0,4.9
11,0,0,0,15,0,6.9
6,0,4,0,87,1,2.7
30,20,22,4,313,3,5
12,0,0,0,16,0,3
12,0,1,0,26,0,3.3
17,5,36,1,432,1,4.1
0,1,6,1,156,1,2.8
35,1,9,0,258,0,4.4
35,2,2,0,16,0,2.1
35,0,0,0,7,0,1.9
0,0,0,0,17,0,1.4
62,10,9,0,132,1,5
7,6,9,0,39,1,4.8
2,5,5,0,18,0,4.4
18,0,14,0,106,14,3.3
18,31,33,0,30,0,5.4
1,0,0,0,14,0,1.8
6,1,5,0,35,0,3
6,1,3,0,45,0,3.5
8,0,2,0,164,0,2.1
1,0,3,0,224,0,5.2
1,0,0,0,36,0,3
9,5,7,1,9,0,5.9
1,0,0,0,25,0,3
6,0,6,0,45,0,3.5
6,0,1,0,19,0,4.6
21,0,1,0,174,0,6
21,1,3,1,22,0,5.4
0,1,2,0,51,0,1.6
23,0,1,0,130,0,3.8
23,0,10,0,119,0,2.9
10,0,9,0,74,0,3.1
1,1,1,0,9,0,2
0,0,2,0,18,0,1.9
1,0,2,1,6,0,3.2
1,0,2,1,8,0,3.2
1,4,4,2,117,0,5.4
15,0,0,0,34,0,6.1
15,0,0,0,9,0,3.8
35,7,4,0,160,1,7.3
4,1,2,0,36,0,4.4
9,1,7,0,41,0,3.5
1,1,1,0,28,0,2.3
5,0,3,0,40,0,2.4
1,9,50,0,236,0,4.3
2,0,1,0,29,0,1.9
4,4,2,0,53,0,4.2
3,0,2,0,12,0,1.8
2,0,1,0,28,0,1.6
2,5,6,0,82,0,3
3,0,1,0,19,0,4.6
2,7,5,0,17,0,3.3
29,0,0,0,19,0,4.7
29,2,4,0,91,0,1.7
29,0,1,1,10,0,6.6
29,0,0,0,10,0,4.2
1,0,19,19,21,0,1.5
13,10,8,0,39,1,5
0,4,49,0,98,0,5.6
27,0,1,0,23,0,2.3
27,26,39,0,424,9,5.3
27,1,2,0,254,0,4.9
5,0,1,0,41,0,4.7
5,5,2,0,66,0,2.9
1,0,3,0,33,0,3.1
8,0,0,0,33,0,3.3
39,0,0,0,6,0,1.8
39,0,0,0,13,2,6.6
39,4,5,4,266,0,5.5
39,0,0,0,5,0,4.1
2,17,25,0,116,1,2.8
3,0,0,0,9,0,1.9
7,17,21,7,26,0,4
18,3,6,0,151,0,4
8,4,6,0,21,0,3.8
8,0,0,0,15,0,1.6
5,0,1,0,102,1,2.9
33,26,36,0,482,7,5.4
3,0,1,0,23,0,2.2
43,7,16,0,177,0,4
12,7,11,0,72,0,3.8
19,33,22,0,346,1,3.8
4,17,21,7,27,0,4
0,0,3,2,79,1,5.9
22,0,2,0,31,0,3.5
22,3,0,0,52,0,2.8
1,0,0,0,45,0,3.1
0,0,0,0,2,0,1.2
0,3,3,0,34,3,1.6
2,1,9,7,15,0,5.1
0,1,0,0,10,0,1.7
0,0,1,0,94,1,5.4
4,0,0,0,11,0,2.5
4,0,4,0,31,0,2.2
3,1,3,0,23,3,2.6
40,0,1,0,10,0,3.8
40,4,16,0,234,0,7.1
40,0,0,0,10,0,4.2
32,0,1,0,94,0,3.7
32,10,9,0,49,1,5
10,0,3,0,108,0,3.9
1,0,1,0,58,0,3.1
1,0,1,1,39,0,1.7
3,5,5,0,25,1,3.4
11,4,4,0,60,3,3
2,2,3,0,183,1,5.1
50,0,0,0,14,0,3.1
50,0,0,0,9,0,6.1
50,0,1,0,277,0,7.9
3,4,49,0,5,0,5
10,11,7,0,98,2,3.7
5,0,2,0,125,1,5.9
5,1,2,0,30,1,4.6
3,3,3,0,34,3,1.6
3,0,0,0,32,0,1.9
1,0,6,2,72,1,2.5
14,10,11,0,78,1,5
14,0,0,0,15,0,2.5
14,0,0,0,22,0,4
14,0,0,0,5,0,1.2
5,0,4,0,70,0,5.6
15,0,1,0,57,0,3.8
3,0,0,0,37,0,1.9
3,2,2,0,2,0,3.4
12,0,6,3,73,0,5.3
23,8,10,0,145,4,4
10,0,3,0,74,0,5.1
27,1,0,0,8,0,2.7
27,0,1,0,65,0,5.3
27,1,3,0,102,0,4
172,32,1,0,475,28,6
5,0,5,0,16,0,4.1
45,1318,94,1,4158,0,6.5
0,0,1,0,23,1,3
0,2,2,0,2,0,3.4
4,4,7,3,41,4,2.9
63,0,3,0,146,0,3.7
63,1,20,4,242,0,3.9
63,1,1,0,23,0,5.6
63,0,1,0,16,0,1.7
63,1,3,0,31,0,6.2
3,0,4,1,41,1,3.7
13,2,3,0,17,2,3.5
2,0,5,0,16,0,4
3,1,1,0,24,0,3.4
11,10,7,0,75,1,5
8,16,16,0,121,16,4
10,11,7,0,47,0,8.5
10,0,1,0,9,0,2.9
6,2,3,0,97,0,3
6,3,2,0,50,1,3.3
2,0,0,0,26,0,2.1
2,2,1,0,19,2,2.7
2,0,0,0,12,0,3.6
0,0,3,0,85,1,3
16,0,1,0,199,0,2.9
0,5,6,0,49,1,2.2
4,5,5,0,11,0,3.4
12,0,0,0,5,0,5.4
1,3,3,0,34,3,1.6
1,2,3,1,32,0,3.7
21,4,11,0,302,2,3.3
0,0,1,0,74,1,3.8
1,4,4,2,24,0,5.3
14,33,6,0,100,0,6
6,2,2,0,31,0,2.2
0,0,2,0,125,0,5.5
8,1,1,0,24,1,2.6
0,0,0,0,22,0,2.6
92,1,1,0,114,0,4.1
92,0,9,3,736,0,6.8
92,0,1,1,12,0,1.7
92,1,1,0,12,0,5.9
92,0,3,0,150,1,5.9
3,2,3,1,18,2,3.5
