"NUMPAR","TNG","TNA","NPA","TLLOC","TNLS","scores_ANN"
0,4,5,2,92,0,5.4
40,12,16,0,2351,9,5.4
0,4,4,2,90,0,5.4
12,0,1,0,179,0,3.1
32,0,0,0,16,0,5.3
32,0,5,0,80,0,6.5
32,0,2,0,44,0,5.9
17,0,1,0,14,0,3
17,0,16,0,150,0,4.8
17,1,1,0,7,0,4.1
6,0,0,0,42,0,3
3,4,5,2,53,1,5.4
8,0,0,0,7,0,3.6
8,0,10,10,29,0,3.4
7,1,3,0,41,2,2.5
5,0,4,0,106,0,2.5
2,7,2,0,63,0,3.6
4,0,7,0,47,0,2.9
0,2,5,0,30,0,2.2
13,1,1,0,27,0,7.2
13,0,5,2,56,0,5.9
13,0,1,0,18,0,4.6
3,1,5,0,14,0,4.1
0,0,0,0,33,0,1.4
8,9,12,10,148,0,4.2
6,5,4,0,25,0,4.5
6,0,0,0,47,0,2.2
4,5,5,0,33,0,4.7
1,5,3,0,7,0,4.4
1,0,0,0,1,0,0.6
3,4,1,0,24,0,3.1
3,1,1,0,20,0,4.1
3,1,1,0,13,1,2
0,25,13,0,6,0,4.6
2,25,13,0,6,0,4.6
2,0,1,0,12,0,5.7
81,31,13,0,433,25,8.3
81,0,0,0,2,0,2.8
53,0,0,0,6,0,3.6
53,10,18,8,385,10,5.6
9,0,0,0,10,0,3.7
9,7,8,0,60,8,3.7
5,0,10,10,25,0,3.4
5,0,0,0,26,0,3.8
5,1,1,0,10,0,4.1
1,25,13,0,11,0,4.6
3,0,1,0,17,0,1.8
7,1,1,0,14,1,2.5
2,0,0,0,12,0,0.7
5,2,8,0,26,0,4.9
4,24,13,0,9,1,4.6
5,0,25,0,27,0,1.2
5,0,4,0,31,0,3.6
0,0,1,0,7,0,3
2,24,13,0,9,1,4.6
8,2,1,0,33,0,2.5
8,0,0,0,9,0,3.1
1,24,13,0,6,1,4.6
0,0,1,0,6,0,3
4,24,13,0,6,1,4.6
4,0,3,0,10,0,0.1
3,10,14,0,45,2,5.1
3,2,2,0,2,0,2.5
0,0,0,0,111,0,3
17,1,3,0,110,0,4.4
17,0,0,0,10,0,4.1
17,1,0,0,23,0,4.4
15,0,10,10,25,0,3.4
15,0,2,0,44,0,5.5
5,0,4,0,9,1,3.8
5,0,0,0,13,0,1.8
15,6,4,0,175,0,0.7
4,3,3,0,46,3,3.9
81,24,20,0,579,27,6
0,0,0,0,1,0,0.7
18,0,0,0,9,0,4.1
18,0,2,0,87,0,6.2
18,1,1,0,41,0,5.7
0,0,2,0,97,1,5.5
15,0,3,0,82,1,5.6
15,7,7,0,47,0,4.7
58,5,7,0,33,0,2.5
58,9,20,0,241,0,6
1,0,1,0,59,4,1.7
0,0,1,0,15,1,1.9
0,0,1,0,11,1,1.9
2,4,4,0,20,1,4.2
2,1,8,0,63,0,1.7
2,4,4,0,17,1,4.1
0,1,4,0,7,0,1.7
10,1,0,0,16,0,3.6
10,0,2,0,19,0,2.9
10,0,10,10,25,0,3.4
9,9,14,0,43,5,5
11,3,3,0,25,0,2.4
11,4,6,2,64,0,4.5
6,0,6,1,76,1,2.6
2,3,1,0,6,0,3.3
7,1,9,0,76,0,4.2
0,3,14,0,70,0,1.7
5,0,0,0,11,0,1.8
5,1,3,0,57,0,2.8
18,6,14,3,154,2,4.3
18,8,12,0,22,3,4.9
3,8,3,0,53,0,3.2
5,8,13,0,27,3,4.9
1,1,2,0,5,0,1.5
1,4,6,0,9,0,3.6
6,0,0,0,13,0,2.4
6,0,1,0,20,0,2.2
8,0,1,0,14,0,2.8
8,8,12,0,22,3,4.9
3,0,1,0,12,0,2.3
9,0,3,1,149,0,2.9
13,12,6,0,117,0,3
15,1,6,1,70,1,3.6
6,8,13,0,31,4,4.9
3,0,0,0,8,0,6.2
10,2,7,0,72,0,2.6
6,8,12,0,26,4,5
2,3,0,0,40,0,1.5
24,0,3,0,84,0,4.9
24,3,3,0,27,0,2.6
24,0,0,0,5,0,4.2
24,0,0,0,21,0,3.4
4,0,6,3,10,0,3.2
2,7,11,0,15,1,4.8
6,0,2,0,13,0,2.9
6,0,3,0,25,0,2.4
0,0,0,0,51,1,3.4
31,0,0,0,97,0,4.7
2,7,11,0,12,1,4.8
1,1,7,1,5,0,3.5
3,7,3,0,36,2,3.3
4,1,7,1,5,0,3.5
4,6,1,0,40,2,2.9
3,1,1,0,13,0,3.4
3,12,8,0,226,4,5.5
3,8,15,0,35,2,4.9
0,0,1,0,32,0,1.4
7,6,61,0,942,0,4.3
4,8,12,0,27,2,4.9
3,0,2,0,24,0,2.2
1,1,0,0,10,0,1.1
5,9,10,0,26,1,5
5,0,1,0,21,0,2.2
4,1,8,1,17,0,3.6
15,1,8,0,109,0,7.7
15,0,0,0,17,0,6.2
7,0,0,0,10,0,1.7
7,1,7,1,18,0,3.8
7,1,0,0,6,0,1.4
10,3,4,0,13,1,4
10,1,10,1,63,0,4
4,0,0,0,9,0,2.7
6,1,15,1,33,0,4.1
2,4,4,0,13,1,4
1,3,4,0,13,0,4
6,0,5,0,51,1,2.5
4,1,7,1,18,0,3.8
4,0,3,2,10,0,1.9
9,0,5,0,55,0,3.6
9,0,1,0,5,0,4.8
9,0,0,0,3,0,1.8
9,0,0,0,53,0,2.3
4,1,7,1,19,0,3.8
2,5,5,0,13,1,4.5
16,4,6,0,49,0,4.9
5,0,2,0,31,0,2.2
5,4,3,0,49,1,5.3
8,0,10,10,36,0,3.4
8,0,1,0,31,0,4.6
8,0,1,0,18,0,2.9
2,0,2,0,21,0,2.2
7,0,4,3,13,0,1.9
7,1,10,1,42,0,4
18,4,5,0,83,1,4.6
22,1,17,1,150,0,4.6
16,1,20,1,93,0,4.5
3,0,0,0,10,0,4.1
15,1,14,1,39,0,4.4
42,5,44,0,737,1,5.4
42,1,1,0,12,0,2.2
42,4,3,0,46,1,5.3
32,5,8,1,29,1,4.6
32,1,14,1,39,0,4.4
22,1,22,1,154,0,4.7
3,3,4,0,17,2,4.1
4,1,11,1,22,0,4
2,4,5,0,22,1,4.5
8,1,0,0,24,0,4.3
8,0,0,0,58,0,1.9
7,1,11,1,16,0,4
7,5,5,0,27,2,4.2
5,1,9,1,25,0,3.7
6,1,1,0,16,0,3.6
1,0,1,0,5,0,4.8
1,0,0,0,27,0,2.5
4,1,13,1,17,0,4
1,0,2,1,7,0,1.9
32,5,4,0,212,3,3.7
7,25,12,2,14,0,4
7,0,4,0,71,2,2.9
8,1,8,1,49,0,3.6
4,1,3,0,101,1,2.6
2,0,0,0,5,0,2.7
3,0,0,0,10,0,3.4
5,0,2,1,7,0,1.9
5,2,10,1,180,1,3.2
9,6,9,0,81,4,4.7
5,0,1,0,5,0,4.8
6,5,4,0,50,0,3.4
80,0,1,0,28,0,1.9
80,0,0,0,2,0,0.9
2,0,0,0,13,0,1.3
7,1,7,0,82,0,5.6
7,1,4,0,44,0,3.1
3,3,9,0,11,0,4.4
8,0,2,0,23,0,2.7
8,0,2,0,16,0,3.5
8,4,5,0,30,0,4
5,3,7,0,34,2,4.3
7,0,10,10,48,0,3.5
7,0,1,0,22,0,2.2
0,1,12,0,395,0,3.6
2,0,0,0,25,0,1.3
0,2,2,1,100,1,4
3,0,1,0,16,0,2.4
5,4,8,0,70,5,4.4
9,0,0,0,10,0,3.4
9,1,1,0,44,1,2.8
15,1,10,0,137,2,3.5
17,4,12,1,58,0,4.6
1,1,0,0,15,0,1.1
43,10,6,0,6,0,5
3,0,0,0,27,0,3
5,4,2,0,35,2,2.8
1,0,1,0,25,0,2.7
6,9,12,0,36,3,5
11,3,3,0,23,0,3
11,1,1,0,42,0,3.4
11,0,0,0,5,0,4.1
12,4,10,1,152,0,4.3
13,0,3,0,54,2,3.7
13,1,1,0,12,0,2.2
1,0,6,1,59,0,1.4
4,2,3,1,68,1,3.5
6,2,1,0,45,0,4.1
6,1,9,0,35,1,4.5
5,2,3,0,43,2,3
5,0,10,10,38,0,3.4
1,1,1,1,25,0,3
5,0,1,1,49,3,2.8
3,0,2,0,20,0,1.4
3,2,2,0,29,3,2.6
2,1,1,0,13,0,1.2
12,0,9,0,206,0,4.9
2,6,10,0,11,0,4.8
4,0,0,0,15,0,1.2
2,2,2,0,43,2,1.6
7,2,2,0,28,0,3.3
7,2,3,0,35,1,3.1
4,3,10,0,104,0,3.8
2,0,1,0,28,0,1.4
6,0,3,0,35,0,1.7
10,0,0,0,7,0,2.5
233,0,2,1,8,0,5.2
233,14,25,13,669,27,9.1
12,1,9,0,85,0,7.5
12,0,0,0,15,0,5.1
12,0,0,0,9,0,2.7
8,0,6,0,71,0,3.9
2,0,7,1,16,0,3.5
11,1,1,0,53,0,2.6
2,0,1,0,10,0,1.7
3,0,2,0,25,0,3.5
11,2,4,0,35,1,3.5
10,2,3,0,111,0,2.8
28,1,1,0,4,0,6.3
28,2,11,1,178,0,3.6
1,0,0,0,9,0,2.3
5,2,2,0,14,0,3
7,1,1,0,111,0,1.1
9,1,1,0,50,0,3.4
9,10,10,0,37,2,5
5,0,10,10,49,0,3.5
5,3,5,0,66,0,4.1
1,0,0,0,8,0,1.5
16,3,9,0,159,0,1.3
4,0,0,0,8,0,4.2
4,0,0,0,7,0,3.6
0,0,0,0,387,0,3.6
2,0,1,0,14,0,0.9
3,1,1,0,24,1,3.3
1,0,0,0,11,0,0.3
21,2,25,0,136,0,1.5
4,2,3,0,125,1,2.4
4,0,3,2,29,0,2.8
11,2,5,0,232,0,3.7
6,2,3,0,17,1,3.2
3,0,3,0,2,0,4
3,1,1,0,5,0,6.3
2,1,2,0,17,0,2.8
6,4,1,0,83,0,4.6
2,1,2,0,17,0,1.2
1,1,2,0,6,0,1.2
0,0,1,0,5,0,4.8
4,0,3,0,28,0,2.9
5,0,1,0,17,0,2
0,0,3,0,2,0,4
3,1,5,1,97,1,3.9
10,2,1,0,9,0,1.9
10,0,10,10,37,0,3.5
10,0,0,0,25,0,2.6
4,0,2,0,26,0,1.7
1,0,1,0,3,1,0.8
26,0,0,0,7,0,3.9
26,0,15,0,171,0,3
26,0,0,0,34,0,3.4
26,0,1,0,16,0,4.3
26,1,1,1,30,0,3.9
8,0,6,1,46,0,1.9
8,0,0,0,9,0,3.6
3,0,2,1,25,1,3
8,3,0,0,48,0,4.6
8,1,1,0,7,0,6.3
3,0,2,0,22,0,1.2
3,0,1,0,32,0,1.4
11,1,0,0,15,0,2.7
11,7,19,6,72,0,3.4
11,1,0,0,52,0,2.7
13,0,6,0,70,0,2.3
8,0,12,3,81,0,3.1
16,6,15,0,199,0,2.8
10,0,2,1,22,0,2
10,0,0,0,192,0,6.3
10,1,1,0,2,0,6.3
10,0,3,0,40,0,3.3
20,1,1,0,9,1,2.4
20,23,57,12,299,5,6.1
6,2,3,0,49,0,6.6
7,0,1,0,13,0,4
5,0,0,0,5,0,3.9
2,1,1,0,9,1,2.4
2,0,0,0,6,0,3.6
3,0,3,0,10,0,1.9
0,0,1,0,6,0,0.8
0,0,1,0,6,0,2.2
40,26,27,0,327,4,6.3
4,3,9,0,70,1,3.2
4,0,0,0,6,0,0.7
3,7,8,0,6,0,4.8
1,1,3,0,45,0,2.5
19,1,1,0,9,1,2.4
2,0,2,1,10,0,2.8
8,0,1,1,10,0,3.6
8,0,2,0,206,0,4.1
4,1,2,1,53,0,3.9
17,0,17,6,180,0,6.3
17,0,0,0,6,0,5.6
5,1,2,1,13,0,3.9
7,4,18,1,204,4,4
2,0,1,0,23,0,4
6,0,5,0,79,1,3.5
5,2,3,0,19,2,2.7
5,10,3,0,29,1,4.1
7,2,4,0,37,1,3.2
4,15,24,9,28,0,6.1
4,1,4,0,45,0,3.1
70,9,4,0,496,0,5.8
2,2,3,0,35,2,2.6
5,1,1,0,9,1,2.4
3,0,1,1,10,1,3
5,2,4,0,48,5,3
5,5,5,2,42,0,5.6
5,0,3,0,36,0,3.6
27,2,2,0,16,2,2.8
27,5,5,2,130,1,5.5
27,2,3,0,19,0,3.5
3,0,0,0,9,0,5.3
16,2,3,0,24,2,2.9
16,2,2,0,107,1,3.2
16,0,6,6,8,0,3.3
16,0,1,0,25,0,2.7
0,0,0,0,36,0,2.4
1,1,1,0,17,0,2.3
4,0,1,0,58,1,0.7
0,4,4,0,5,0,5.3
10,4,8,0,74,0,2.2
4,0,0,0,17,0,1.6
5,0,3,0,37,0,3.5
4,0,1,0,13,0,4
8,2,6,0,93,2,7.1
8,0,3,0,2,0,4.1
8,0,0,0,12,0,4.1
15,0,2,0,77,2,5.8
15,0,0,0,7,0,2.7
3,0,5,2,41,0,2
3,1,1,0,17,0,2.4
40,4,4,0,5,0,5.3
40,0,1,0,91,0,4.1
15,10,10,0,91,7,4.1
35,3,6,2,54,0,0.6
35,3,12,3,153,7,4.1
9,1,1,0,4,0,6.3
2,0,0,0,10,0,2
0,0,2,0,31,0,0.2
4,0,1,0,325,0,7.1
4,0,2,0,26,1,3.4
0,0,11,6,1,0,3.5
0,0,4,0,25,0,3
39,0,0,0,125,0,6.2
3,0,0,0,55,0,2.3
4,0,8,0,49,0,3.8
6,0,2,1,28,0,3.2
6,0,1,0,16,0,1.4
6,0,2,1,45,0,3.3
22,0,0,0,11,0,4.1
22,1,1,0,90,4,3.4
7,2,2,0,53,1,3.7
1,0,5,1,122,0,2.6
2,0,30,0,369,6,2.6
3,0,3,0,19,0,2.9
15,3,19,0,29,0,3.7
14,7,29,1,132,0,4.7
8,6,8,3,28,0,4.3
16,6,6,1,69,0,4.1
31,0,0,0,65,0,6.2
31,0,0,0,5,0,2.9
31,0,0,0,5,0,2.5
5,0,2,0,34,1,1.9
5,0,2,0,24,0,3.2
6,0,11,6,1,0,3.5
6,2,4,3,48,0,4.2
6,0,0,0,10,0,2.5
42,1,1,0,9,1,2
42,0,0,0,17,0,2.7
42,58,64,0,548,41,5.4
4,0,0,0,4,0,1.8
4,4,4,0,5,0,5.3
4,0,4,0,40,0,3.2
6,4,12,1,7,0,4.7
29,5,5,0,117,3,3.4
33,0,0,0,103,0,6.2
2,1,1,0,30,1,2.2
1,1,0,0,9,0,1.1
1,0,0,0,34,0,5.3
42,2,2,0,30,0,3.8
42,4,5,0,243,0,4.1
0,0,3,0,29,1,3.4
0,0,0,0,9,0,4.1
5,0,0,0,30,0,0.7
30,0,0,0,76,0,6.2
2,0,1,1,23,0,2.8
3,0,3,0,20,0,1.2
1,0,3,0,20,0,1.2
0,0,1,0,17,0,6
21,0,6,0,56,0,3.7
1,0,0,0,6,0,3.8
14,0,7,0,60,0,1.4
34,23,20,1,325,14,4.2
14,3,10,1,18,0,4.3
0,3,10,1,6,0,4.3
2,1,1,0,2,0,6.3
2,0,1,0,10,0,4.3
34,0,1,0,361,0,3.8
34,0,1,0,95,0,6.2
34,0,0,0,6,0,4.2
34,0,11,6,1,0,3.5
34,0,0,0,17,0,3
0,3,8,0,334,1,6.5
7,5,5,0,17,0,3.5
9,0,0,0,17,0,3.6
9,0,1,0,13,0,4.2
9,1,0,0,9,0,3.7
11,1,1,0,58,0,2.7
1,1,3,2,15,0,3.4
2,1,1,0,13,0,6.3
2,0,0,0,8,0,3
4,0,0,0,5,0,4.1
21,0,1,0,10,0,4.3
21,8,7,2,117,0,2.8
21,1,3,0,18,0,5.5
21,5,10,1,61,0,5
5,0,0,0,20,0,1.7
10,4,24,1,53,0,4.7
1,0,1,0,6,1,0.8
13,1,8,0,74,0,1.3
2,0,3,1,8,0,3.3
4,0,0,0,23,0,1.7
5,0,0,0,7,0,2.7
5,9,4,0,38,0,4.6
5,0,4,0,1,0,4.3
8,6,8,3,26,0,4.2
6,0,3,0,27,0,1.4
7,0,8,0,19,0,3.6
20,8,7,0,176,2,3.9
3,0,0,0,7,0,4.1
153,2,1,0,59,0,4
153,0,7,1,56,0,4.1
153,0,3,0,27,0,4.2
153,15,65,27,1840,13,6.9
6,0,1,0,16,0,6.2
6,0,0,0,7,0,6
7,1,4,0,21,3,4.1
2,0,1,0,16,0,1.4
38,0,1,0,63,0,4
3,0,0,0,9,0,2.9
3,0,11,6,1,0,3.5
3,0,0,0,11,0,1.7
3,1,0,0,58,0,3
4,0,2,0,23,0,1.4
49,0,2,0,14,0,3.6
49,13,26,0,451,3,6.6
2,0,0,0,33,0,2.2
2,0,0,0,6,0,3.8
26,0,5,0,46,0,1.4
26,8,7,0,89,2,3.8
8,0,0,0,17,0,3
2,0,1,0,17,0,6
2,0,0,0,116,0,3.6
44,78,88,0,1432,1,4.5
3,1,2,0,34,0,4.7
7,0,32,0,33,0,5.2
7,0,0,0,9,0,2.9
7,0,0,0,6,0,3.8
5,0,0,0,6,0,4.1
5,0,3,0,26,0,6.2
3,4,10,1,68,0,4.1
0,0,5,0,10,0,2.2
17,1,1,0,11,1,2.1
17,0,0,0,6,0,1.7
17,9,9,0,89,3,4.8
17,0,6,0,146,0,1.7
5,0,0,0,10,0,2.2
5,2,1,0,13,0,4.2
5,0,0,0,17,0,3
2,0,1,0,18,0,1.4
9,6,6,0,36,0,3.6
6,9,75,0,71,0,4.4
2,0,3,1,15,0,3.3
11,5,5,1,69,0,3.6
15,12,14,2,196,0,4.4
15,0,1,0,46,0,2.7
9,0,11,0,33,0,3.6
0,0,3,1,23,0,2
3,0,1,0,17,0,1.4
6,5,6,0,44,6,3.2
3,0,7,0,53,0,2.9
2,0,1,0,19,0,1.4
3,0,3,3,75,0,2.3
14,0,0,0,93,0,3.6
14,0,1,0,50,0,3.3
14,16,17,0,201,15,1.6
7,10,4,1,50,0,4.2
6,4,4,0,32,0,5.1
9,7,9,0,77,8,3.9
2,0,1,0,17,0,1.4
2,5,1,1,27,0,3.4
43,0,0,0,11,0,1.7
43,0,1,1,42,0,2.5
43,9,8,0,115,7,3.9
43,0,0,0,17,0,3
0,1,2,0,50,1,2.4
48,11,33,0,629,23,4.4
26,2,15,0,204,2,5.2
0,0,0,0,22,0,2.7
3,0,29,0,158,0,1.3
9,1,4,0,90,1,4
9,0,1,0,20,0,2.8
9,2,6,0,42,0,4.8
3,6,13,0,30,3,4.7
4,1,5,1,57,0,1.5
4,0,3,0,22,0,4.2
0,5,6,0,97,1,3
8,5,5,0,20,0,3.5
3,0,3,0,32,0,1.7
4,0,5,0,37,0,3.9
21,35,21,13,147,6,4.9
0,0,2,0,8,0,1.8
0,0,1,0,29,0,2.2
12,9,24,1,83,0,4.7
5,0,3,1,27,0,3.4
8,0,1,0,9,0,2.6
8,1,1,0,23,1,3.2
3,0,1,0,56,1,2.9
3,3,27,0,125,1,2.3
14,0,1,0,10,0,5.5
14,0,0,0,8,0,6.2
14,0,11,0,154,0,1.9
14,2,6,0,14,0,5.5
14,0,0,0,6,0,2.6
15,4,8,0,69,0,4.3
15,0,5,0,58,0,4
9,0,0,0,12,0,3.4
12,0,0,0,17,0,6.2
12,0,1,0,27,0,2.5
12,2,2,0,54,0,2.3
2,0,3,1,22,0,3.3
0,5,5,1,6,0,3.9
10,5,4,1,69,0,3.8
2,0,0,0,26,0,2.6
14,11,13,4,202,0,4.3
37,4,5,1,77,1,4.3
3,0,0,0,16,0,2
39,72,104,7,203,5,7
0,1,3,0,54,0,3.2
11,1,0,0,49,0,2.7
3,0,2,2,23,0,3.5
4,1,0,0,9,0,1.9
4,0,0,0,8,0,5.3
13,1,5,0,94,0,2.4
1,0,5,5,17,0,2.1
3,10,27,0,144,0,1
7,9,77,1,276,3,5.1
7,1,3,0,48,1,6.3
7,5,10,1,111,0,4.2
24,0,19,0,209,0,3.4
2,0,2,1,35,0,2.8
0,0,1,0,21,0,3.2
0,0,1,0,11,0,6
0,3,10,1,5,0,4.3
7,3,4,1,36,0,3.6
3,0,5,0,18,1,2.8
26,3,4,1,89,2,3.3
4,2,2,0,31,0,0.7
3,0,16,1,165,4,3.2
10,0,2,0,5,0,3.7
10,0,0,0,6,0,4.1
6,1,0,0,50,0,3
6,0,5,0,39,0,2.9
6,0,0,0,5,0,2.5
4,0,9,2,204,0,3.6
4,0,1,0,12,0,2.9
30,7,18,0,174,0,2.9
30,1,0,0,13,0,2.3
9,3,2,0,27,0,2.3
0,0,0,0,8,0,1.5
29,11,9,0,242,0,3.2
29,0,1,0,15,0,3.1
5,0,1,0,23,0,3.5
5,0,0,0,34,0,2
9,2,27,0,146,9,1.7
101,50,47,0,763,7,6.5
35,10,7,0,356,0,3.1
3,9,5,0,50,0,3.3
3,0,9,0,38,0,5
52,2,5,0,170,0,4.5
52,3,64,0,405,0,5.9
0,4,4,2,51,0,5.4
3,2,6,0,69,0,4.8
3,0,1,0,25,1,2.2
3,0,2,0,28,1,2.4
2,0,3,1,7,0,3.3
3,2,2,0,36,0,2.1
4,0,3,0,25,0,3.7
6,0,5,0,17,0,3.6
2,0,8,7,9,0,3.4
1,0,1,0,7,0,4.2
1,0,1,0,2,0,3.4
26,0,0,0,9,0,2
26,0,4,0,55,0,2.6
9,1,0,0,12,0,2
9,0,5,0,52,0,5.3
13,0,10,0,65,0,0.9
15,4,6,1,52,0,2.7
15,6,11,0,29,0,6.5
3,0,1,0,16,0,6
6,2,4,0,33,0,3
7,1,4,2,59,0,1.7
3,0,2,1,23,0,1.2
39,0,1,0,8,0,3.4
39,0,38,0,252,1,5.9
9,1,12,1,48,0,3.9
5,0,5,5,41,0,2.7
22,0,1,0,3,0,1.1
22,1,0,0,138,0,3.1
22,0,0,0,6,0,2.7
22,1,5,1,53,0,3.7
22,0,0,0,5,0,4.2
6,0,9,8,33,0,3.3
4,4,2,0,63,0,2.7
9,6,15,1,141,5,4.5
2,0,0,0,11,0,4.1
24,2,9,3,250,0,4.2
2,0,1,0,32,0,2.1
9,4,2,0,18,0,3.5
19,6,5,0,103,0,2.6
19,1,1,0,4,0,6.3
19,0,0,0,42,0,3.1
7,0,4,1,155,0,2.5
5,0,7,1,66,1,2.4
3,0,1,0,58,0,5.2
6,0,10,5,62,0,2.9
16,18,14,2,132,0,3.6
18,0,12,0,42,0,3.8
17,4,36,1,126,0,4.7
8,2,2,0,55,0,4.1
8,0,2,0,25,0,6.4
14,8,7,0,39,0,4.3
14,0,0,0,5,0,2.5
14,0,0,0,23,0,3.6
0,10,8,0,52,0,1.6
4,0,10,5,9,0,3
32,5,5,0,5,0,3.4
32,26,32,0,372,32,4.6
8,5,5,0,46,0,3.3
16,4,4,1,91,0,2
16,3,4,0,67,0,4.3
7,0,1,0,6,0,4.3
7,4,8,0,20,0,4.5
1,0,0,0,91,0,3.5
21,0,0,0,31,0,3.1
21,3,2,1,36,0,2
25,0,0,0,9,0,4.1
25,11,7,0,41,0,8.5
25,0,2,0,5,0,3.7
25,1,3,1,134,6,4.5
25,1,2,0,88,0,6.6
26,6,6,1,57,0,4.9
0,0,0,0,25,0,2
27,0,11,0,207,0,5
2,0,3,1,25,0,3.3
0,4,12,0,154,1,3.3
8,0,3,0,29,0,2.5
12,0,0,0,7,0,4.1
12,0,3,0,21,0,2.6
12,0,0,0,25,0,2.6
1,1,1,0,11,0,1.5
3,0,1,0,10,0,1.7
10,72,106,7,73,1,7.1
18,39,30,0,122,4,6.4
11,0,5,0,64,0,4.1
11,0,1,0,10,0,3.6
5,0,24,24,20,0,3.8
6,2,3,0,48,0,2.8
21,6,11,0,69,0,1.6
21,0,13,1,163,0,5.3
21,0,2,1,51,0,3.5
8,9,5,0,19,0,4.7
8,0,0,0,14,0,6.7
8,0,0,0,55,0,6
6,0,0,0,7,0,2.1
3,0,2,0,24,0,2.1
5,0,19,19,20,0,3.4
2,0,1,0,6,0,1.5
16,2,2,0,22,2,3.8
16,8,15,0,72,0,6
16,0,6,0,25,0,4
90,59,47,0,548,5,7
5,1,3,1,29,0,2.4
12,32,30,0,101,3,6.4
12,0,1,0,102,0,2.4
1,0,2,0,255,1,6.4
1,14,10,2,13,0,4.8
9,10,7,1,21,0,4
13,5,10,2,81,0,5.1
13,30,31,0,12,0,5.4
13,0,0,0,7,0,4.3
10,1,0,0,46,0,2.7
9,0,0,0,9,0,2.9
9,4,7,0,14,0,4.4
9,0,5,1,70,0,4.4
9,2,4,0,92,2,3.5
533,6,5,0,1633,1,8
533,1,10,0,52,0,4.8
533,1,1,0,18,0,4.6
533,1,1,0,23,0,1.9
3,3,8,1,90,1,2.8
3,0,2,0,29,0,1.4
6,3,6,1,20,1,3.9
5,0,3,0,53,0,1.5
3,0,3,1,66,0,2.4
3,0,6,0,45,0,2.9
3,1,0,0,19,0,2.3
0,3,10,0,120,1,3
6,3,7,1,22,1,3.9
1,0,0,0,7,0,2.1
36,2,1,0,28,0,2.8
36,0,11,0,254,0,3.4
36,2,2,0,14,0,4.8
36,26,46,0,880,5,4.6
36,2,2,0,16,2,3.5
0,1,2,0,8,0,1.6
0,3,9,0,118,0,3.2
22,1,4,0,83,0,3.5
22,1,0,0,12,0,2
2,3,6,1,9,0,3.3
0,19,57,4,3,0,6.3
8,4,9,0,39,0,4.5
16,9,8,0,115,7,3.9
16,0,1,0,15,0,4.7
16,0,1,0,49,0,2.5
16,0,1,0,12,0,2.1
16,0,0,0,9,0,1.2
10,1,3,0,54,0,3
0,0,0,0,7,0,2.1
2,0,2,0,26,0,2.4
0,1,0,0,34,0,2.7
4,1,6,1,40,0,1.9
3,0,2,0,23,0,1.2
2,0,0,0,16,0,3
6,0,2,0,43,0,4.8
6,0,0,0,16,0,6.6
4,0,4,0,31,0,3.7
14,3,12,0,200,1,4.6
10,25,10,1,54,0,4
10,1,2,0,2,0,1.9
6,6,3,0,19,0,3.4
8,0,1,0,13,0,4.7
8,3,2,0,33,0,3.1
8,0,0,0,8,0,1.6
8,0,0,0,6,0,2.5
8,0,1,0,3,0,1.1
22,1,7,0,101,0,2.6
0,6,6,0,5,0,3.5
3,0,3,0,10,0,1.2
4,0,2,0,20,0,2.8
4,0,1,0,11,0,4.1
4,11,33,0,150,10,1.6
30,64,95,7,173,2,7
28,120,94,7,266,6,7
3,0,0,0,24,0,2.4
4,6,6,0,16,0,3.4
1,6,3,1,25,1,2.6
7,6,13,0,49,3,2.9
149,1,0,0,33,0,4.5
149,4,4,0,49,0,5.3
149,5,7,0,419,1,5.2
149,0,0,0,6,0,4.1
149,0,2,1,14,0,2.2
149,0,1,0,31,0,5.8
149,0,9,0,23,0,5.3
5,0,1,0,6,0,4
4,0,4,4,18,0,2.9
15,2,1,0,24,0,2.6
15,0,2,0,8,0,1.8
15,7,7,0,51,7,3.6
11,3,0,0,54,0,4.7
11,0,2,2,12,0,3.1
11,0,4,0,6,0,0.9
3,4,8,0,10,0,2.6
8,6,8,3,27,0,4.2
5,2,3,0,56,0,2.3
12,0,6,0,105,0,1.3
6,1,5,0,236,0,4.4
6,0,4,0,12,0,3.5
6,4,3,0,60,0,2.7
6,0,4,0,322,0,3.9
7,0,0,0,18,0,3.3
3,0,0,0,25,0,2.6
3,0,2,0,57,0,4.4
3,0,1,0,38,0,3
3,0,0,0,6,0,0.1
3,0,3,3,16,0,2.9
21,6,7,0,19,0,5.2
21,0,3,0,70,0,2.9
3,0,2,0,43,0,4.1
12,0,6,0,15,0,3.7
5,0,2,2,47,0,5.5
5,0,3,0,22,1,1.9
6,0,7,6,60,0,4.4
6,4,7,0,17,0,4.5
16,0,0,0,25,0,2.3
16,3,8,0,56,0,2.8
3,0,0,0,36,0,1.7
2,0,0,0,22,0,3.4
2,1,2,0,1,0,1.9
9,1,1,0,69,0,2.5
14,1,3,0,104,0,2.6
19,45,48,0,390,1,6.7
1,0,3,0,5,0,1.2
8,0,5,0,85,0,2.9
12,5,6,0,112,0,4.3
12,0,0,0,10,0,3.8
12,0,0,0,18,0,1.8
12,0,0,0,9,0,1.5
9,6,8,3,28,0,4.3
9,0,3,0,5,0,1.2
24,1,0,0,38,0,2.9
24,4,8,0,173,1,4.6
6,0,0,0,7,0,2.3
6,0,0,0,16,0,3
4,0,2,0,28,0,1.5
