"NII","RFC","CBO","scores_ANN"
0,6,8,4.8
3,11,6,3.3
0,15,2,4.4
4,5,1,4
2,8,1,3.4
0,2,1,3.4
0,1,0,3.8
2,17,4,4
1,4,3,5.2
1,8,11,3.9
0,2,2,1.4
2,19,4,4.1
0,1,1,3.4
1,3,0,2
0,41,7,6.3
1,11,17,4
3,5,5,4.7
0,6,0,2.5
2,3,3,1.2
1,4,1,2.5
33,85,10,5.9
0,8,0,2.8
0,4,6,3.4
42,11,7,2.5
1,6,2,2.7
0,2,5,3
0,17,9,6.7
0,3,2,3.4
1,6,1,2.7
0,8,7,2.3
2,5,3,3.9
2,3,2,0.8
1,3,2,4
1,6,5,2.8
1,4,4,1.5
0,10,4,2.5
1,4,1,2
0,12,1,2.5
0,3,2,2.6
4,4,6,1.6
0,4,1,5.8
3,25,9,5.7
1,10,10,4.8
3,19,11,2.6
0,6,2,2.2
0,29,18,2.3
3,5,2,4.8
0,6,3,3.9
1,46,11,5.1
1,6,3,4.7
0,12,3,2.8
5,2,1,1.7
4,2,2,1.7
21,4,1,3.3
4,31,15,2.9
5,13,5,2
22,33,18,3.7
1,15,8,2
1,2,4,1.2
0,6,1,2.4
1,4,0,2.5
0,14,0,5.3
2,1,0,3.9
4,3,0,4.8
0,5,3,2.4
1,14,18,4
1,56,11,5.3
0,9,3,2.2
6,7,2,2.8
4,5,2,5.3
4,20,6,6.5
21,37,15,5.1
0,5,2,3.2
3,15,18,4
13,85,41,5
0,38,29,1.2
41,19,10,2.5
5,7,10,1.3
1,191,33,5.5
0,15,3,4.4
3,10,4,4.5
0,3,3,3.4
9,24,11,4.9
5,5,5,2.7
10,8,7,1.9
1,168,76,4.2
2,2,3,2
2,3,3,1.7
4,2,3,2
3,4,1,4.8
0,6,2,2.4
60,26,10,4.5
0,6,6,0.7
1,8,3,3
0,6,2,3.6
0,6,2,2.3
43,75,17,4.7
0,4,2,2.7
0,3,2,1.4
1,8,2,2.4
1,7,2,4.1
0,8,7,0.7
7,14,4,6.8
0,5,6,2.5
0,0,0,2
3,5,2,3.2
2,1,1,1.4
0,41,1,4.1
5,29,12,4.5
20,57,6,4.9
1,5,0,4.7
0,6,1,2.9
1,15,8,2.3
0,24,3,3
5,18,0,3.3
0,8,3,2.5
4,15,0,3.9
0,1,1,3
1,7,7,3.4
18,78,7,5.5
5,3,1,1.4
0,59,1,4.5
0,4,4,2.6
0,5,1,3.8
29,98,9,5.1
0,4,4,1.9
1,12,14,1.4
65,23,1,8.3
0,6,1,4.7
1,6,6,3.4
10,152,69,2.1
1,1,3,0.2
1,6,3,1.8
0,4,2,3.6
2,3,2,3.2
4,75,36,1.6
0,20,0,3.7
0,6,4,4.5
0,11,12,1.2
0,8,1,4.1
16,23,14,4
0,3,11,1.2
12,4,2,2.9
1,3,2,2.9
1,25,23,4
11,118,7,5.1
7,6,3,1.5
0,3,3,1.3
0,3,4,1.9
4,1,2,0.9
40,37,10,4.4
22,3,0,3.2
1,3,8,1.3
0,6,1,5.1
1,29,24,4
5,1,2,0.9
2,3,0,2.1
0,8,1,3.2
0,12,2,1.6
0,6,4,2.7
1,7,3,2.1
1,17,17,4
0,3,2,1.6
0,45,13,4.4
1,5,1,3.3
11,10,8,3.6
110,8,2,3.6
4,8,3,2.8
2,1,3,0.2
0,12,3,2.4
2,4,3,2.4
3,3,1,1.6
3,3,2,0.4
1,128,70,4.1
6,12,10,4.9
1,10,4,3
0,10,4,1.9
0,0,0,1.5
10,5,2,1.9
0,4,2,3.4
0,7,2,2.1
18,19,4,4.5
1,17,17,1.7
0,4,8,2.6
0,1,2,3.6
4,9,2,5.3
0,11,2,1.8
0,8,1,2.5
0,48,3,5
2,8,12,0.4
0,11,4,2.7
19,13,6,4.1
7,11,4,2.8
0,17,9,2.7
5,11,4,2.8
12,18,1,4
0,10,3,4.3
6,230,5,6.3
4,5,1,2.3
3,10,3,7.8
0,17,1,2.9
0,26,6,3.2
0,5,3,2.6
0,2,0,2.3
0,16,2,2
17,36,6,6.2
0,5,4,3.3
2,8,3,3.4
0,4,4,1.7
20,3,0,2.2
20,414,6,6.2
35,25,6,3.8
0,1,3,2
11,52,32,1.6
23,9,3,2.7
13,3,0,2.1
1,20,12,3.1
0,11,2,2.1
3,3,4,2.2
0,13,6,3.9
11,4,2,2.5
2,6,8,1.3
0,9,3,3.7
0,7,3,4.2
0,63,19,4.2
0,7,2,3.8
3,3,2,2.8
0,2,2,2.1
5,122,10,6.2
41,96,10,5.6
0,15,2,2
0,0,0,1.2
2,7,4,2.5
4,5,0,6.2
6,192,6,6.6
0,8,8,4.2
0,24,15,5
2,12,4,3.6
0,2,3,1.7
0,11,12,3.4
1,6,1,2.6
5,5,1,2.5
0,2,3,1.5
3,8,6,3.6
1,53,6,4.4
11,13,5,3.4
1,2,2,2.1
117,180,12,6.7
0,3,3,2.1
0,1,3,1.5
1,1,0,3.7
0,3,5,2.2
0,1,1,3.1
0,5,5,4.1
1,16,11,5
0,0,0,0.9
1,1,1,2.1
65,18,7,3
10,69,3,5.3
0,15,5,2
1,6,4,2.5
3,16,8,5.3
50,5,2,2.5
0,6,4,2.5
1,7,5,2
29,57,18,4.5
1,11,4,2.5
0,13,11,1.5
1,1,0,2.8
0,3,2,2.9
0,2,2,3.6
0,14,1,2.9
11,12,4,3
14,5,3,2.2
3,14,2,3.4
1,20,6,6.7
0,4,10,1.2
1,7,3,2.9
17,16,10,2.1
1,2,1,1.4
1,163,64,4.4
5,3,1,1.8
1,2,2,4
2,2,1,1.7
772,120,10,5.1
3,42,7,4.4
0,16,8,2.2
0,4,3,2.3
1,1,1,1.9
0,32,18,3.6
0,24,7,3.6
16,6,1,2.4
0,10,5,3.9
1,8,5,3.5
1,16,11,3.7
3,11,9,1.7
0,88,10,5
0,8,2,2.2
0,4,3,4.1
1,28,9,5.2
0,20,4,3.6
0,63,4,5.2
0,6,1,2.7
9,15,4,3.3
0,2,4,4.4
0,44,13,3.6
4,15,7,5.3
0,3,4,0.7
16,69,3,5.3
0,8,2,1.6
1,41,40,1.5
74,29,9,3.5
0,3,3,4.6
4,6,6,6.5
5,4,2,2.4
0,3,0,3.2
30,16,4,4.9
0,97,9,5.3
1,13,1,3.5
3,4,3,1.2
288,48,9,4.5
1,6,1,2.9
4,6,7,1.7
2,3,0,1.8
6,5,4,2.4
3,22,11,4.8
3,11,5,2.8
0,2,6,1.2
0,31,13,3.7
4,11,5,2.8
5,14,10,4.8
1,13,8,5.3
1,7,5,3.5
1,5,3,3.5
1,4,1,3.5
123,16,9,3.2
0,292,151,5.4
0,4,3,3.6
45,4,1,3.5
0,4,1,5
12,73,3,5.3
0,41,14,3.7
2,15,3,3.9
2,3,1,4.4
0,5,1,3.5
0,8,6,4.3
1,15,20,1.4
1,2,1,2.5
2,35,3,4.1
7,5,4,2.7
1,37,32,2.4
68,30,7,3.9
0,2,2,3.9
0,7,3,2.5
6,6,1,2.6
1,3,2,2.6
0,11,3,4.4
25,4,1,3.8
3,27,2,4.7
0,4,2,5.4
3,5,1,2.4
0,10,4,4.4
10,29,8,4.6
2,6,0,5.4
5,4,3,2.6
1,22,16,1.7
2,8,1,2.5
14,11,4,2.9
0,7,3,4.3
6,16,3,5.7
4,8,9,1.8
0,10,3,2.7
0,2,2,5.8
0,23,15,5.1
4,4,3,1.2
2,6,3,4.7
85,34,8,4.2
0,38,3,4.3
0,20,4,5.7
1,2,7,2.8
13,34,12,5
0,5,2,4.9
31,14,8,3.4
0,12,6,3.1
0,139,51,5.2
1,23,16,1.5
9,5,0,4.5
0,5,2,3.4
0,4,3,4
4,99,2,5.6
2,6,0,2.6
1,3,4,1.4
15,23,2,6.4
7,25,15,4.8
1,8,1,2.7
4,22,5,4.9
1,5,6,1.4
4,11,10,2.6
3,8,1,2.7
0,8,4,4.3
3,4,2,3.5
5,7,4,4.2
8,5,1,2.8
11,11,2,2.9
2,7,4,2
9,6,4,2.6
3,40,26,0.6
0,7,4,4.5
5,14,0,5.5
0,2,8,0.7
1,21,5,3.5
1,11,5,4.3
4,6,12,1.2
0,4,3,6.3
123,80,5,4.7
0,3,3,4.2
0,11,3,4.8
2,6,5,1.4
6,4,0,2.8
0,6,6,2.5
0,16,7,5.3
2,8,4,3.4
0,1,2,3.1
90,37,8,4.3
0,2,1,1.6
2,3,2,3.3
0,2,2,6.3
2,8,3,3.5
7,5,0,2.6
10,2,0,3.1
3,4,4,4
2,30,1,4
0,54,2,4.8
0,3,2,3.3
0,13,12,6.3
49,73,48,5.6
1,5,4,0.3
0,6,6,2
2,1,2,3.5
310,71,6,5.6
10,6,1,4.3
1,2,1,0.3
1,31,10,4.6
0,5,5,6.3
1,5,6,0.8
0,14,4,2.7
8,15,5,5.4
0,1,3,3.4
1,22,11,2.8
0,40,15,3.4
7,3,1,1.9
1,19,5,6.7
0,2,1,6
3,4,1,2.8
7,7,4,4.4
8,3,1,1.9
0,3,1,4
9,9,2,2.1
4,9,10,4.8
2,7,1,2.8
0,31,5,3.3
12,31,9,3.5
0,9,4,3
10,13,3,2.8
3,14,16,5
2,31,30,4.4
0,3,3,6.3
3,7,16,4.9
1,14,16,4.3
8,23,14,4.7
0,5,2,2.4
1,6,1,2.3
1,12,4,4.3
10,17,10,5.8
6,4,1,3.9
4,21,9,4
3,10,0,2.9
1,8,2,4.4
1,11,2,2.9
1,3,0,1.7
3,27,15,5.8
1,11,5,2.9
41,13,2,4.1
61,34,8,6.3
5,11,3,5
0,6,4,2
0,3,1,1
0,4,1,1.1
0,8,5,4.6
0,5,3,6.3
0,2,0,2
3,2,0,2
0,2,2,2.6
0,2,1,1.2
0,5,4,3.8
0,1,1,0.9
0,32,16,5.6
5,4,1,3.9
7,21,7,3.6
0,31,21,5.5
3,47,20,3.9
11,14,5,4.2
0,12,7,4.5
0,6,7,4.5
0,13,3,5.8
12,9,4,1.5
2,10,4,8.4
0,71,30,5.7
0,3,5,4.5
1,3,3,1.8
2,16,8,2.4
5,17,4,4.6
0,0,0,1.3
0,4,1,3.9
0,6,5,4
1,2,3,1.7
3,2,0,2.3
1,17,9,2.4
0,3,1,2.8
35,82,10,5.9
2,20,10,2.4
11,74,12,6.2
0,0,0,2.1
1,23,3,5.1
0,2,4,4
2,26,4,4.6
3,7,4,2.4
0,10,3,2.5
0,4,0,2.5
0,26,13,3.5
4,19,3,5.7
3,12,3,4.4
2,19,8,2.4
0,35,10,3.1
0,8,6,4
7,4,2,3.5
1,6,5,3
0,16,17,5.4
2,3,0,2.4
3,47,19,4.4
0,52,17,4.5
19,27,14,2.1
1,7,2,5.5
1,9,2,5.5
34,10,4,2.8
0,14,7,6.3
7,9,3,4.9
0,32,7,3.1
0,4,3,3.2
29,15,4,2.9
0,28,17,6.1
5,8,2,2.1
0,1,1,3.5
0,23,14,6.1
0,11,3,2.2
0,9,4,5.4
2,13,2,3.8
0,3,1,2.7
0,16,10,5.6
0,39,11,4
0,2,3,2.6
55,8,4,2.5
65,17,4,3
0,22,10,5.8
24,15,4,2.9
0,12,5,2
0,53,45,5.6
12,21,9,4.7
5,26,9,1.6
4,14,11,4.8
8,34,17,4.5
1,3,2,4.4
21,7,1,5.4
0,41,7,3.5
4,14,10,4.8
29,28,6,4
0,15,14,2.5
0,33,2,3.8
8,34,16,4.5
3,3,0,2.2
5,15,12,4.8
12,36,17,4.5
0,2,2,5
2,12,3,3.5
6,4,1,4.4
1,7,2,5.4
9,34,17,4.5
1,19,5,2.1
4,13,11,4.8
0,3,3,3.6
0,14,3,4.6
8,41,19,4.5
0,8,10,0.7
2,4,2,2.3
0,23,6,3.3
6,5,3,2.7
5,7,2,2.4
0,27,4,4.6
3,9,2,2.5
0,3,6,2.3
1,9,9,0.6
1,7,8,0.8
0,2,6,2.3
0,19,8,4.7
0,6,2,3.7
0,37,12,5.9
0,18,6,3.4
8,4,0,2.8
16,6,4,1.7
0,8,2,3
0,2,1,2.3
0,5,4,2.2
0,59,9,4
0,3,3,2.2
0,17,5,6.3
10,135,9,6.3
3,2,0,1.8
1,7,1,2.4
0,20,14,2.3
0,9,3,4.2
12,106,10,6.2
4,74,7,7.1
1,4,4,5.9
53,46,9,4.3
0,6,6,5.9
30,4,0,2.3
0,10,6,4.6
0,7,5,4.7
0,2,2,2.9
0,14,10,3.3
2,18,10,4.2
0,8,1,4.3
0,24,18,5.6
1,12,7,5.3
0,4,4,2.5
1,17,4,6.7
1,4,5,1.4
0,25,18,2.8
0,25,17,2.8
21,38,9,2.1
12,5,1,2.8
0,8,1,4.9
0,4,5,1.6
0,24,13,1.5
1,1,2,0.8
0,7,4,4
1,9,7,2.6
0,3,10,2.5
0,8,6,5.9
2,3,1,4.1
1,2,1,2
5,10,1,3.5
5,6,2,4.2
0,11,9,1.5
1,13,11,3.2
3,90,4,5.5
2,2,0,2.5
1,88,5,5.5
0,6,7,2.5
2,3,2,2
4,13,7,1.8
3,32,15,4.2
36,127,9,6.1
0,12,13,4.3
1,2,3,4.4
0,3,2,4.1
2,13,7,4.2
1,2,4,0.8
1,3,5,3.8
6,22,5,3.9
0,6,8,4.6
24,11,2,4.4
1,2,1,3.5
0,74,6,5
0,3,5,0.7
1,1,1,1.5
2,57,5,5.1
1,10,4,4.3
1,10,3,4.4
0,5,3,1.8
0,0,1,1.8
19,10,2,2
1,13,0,3.9
1,5,4,5.1
4,20,0,5.1
1,13,7,5.3
1,3,18,2.9
0,6,8,0.7
2,4,1,4.1
17,7,5,2.3
1,9,6,3.3
1,20,16,0.8
4,10,2,3.5
7,79,44,3.5
0,1,2,3.4
3,29,8,5.5
3,10,2,3.5
3,4,1,4.4
7,7,3,2.6
0,20,11,4
1,109,2,5.7
1,3,3,4
11,3,0,2
1,111,3,5.7
0,21,6,3.7
29,11,8,2.8
3,3,0,4.3
2,44,7,4.2
13,19,5,4.9
0,3,2,5.5
10,59,23,4.5
1,3,1,4.6
0,0,1,3.9
0,5,5,3.5
29,11,4,3.3
0,5,2,4
15,12,4,3.8
1,3,5,3.5
0,1,2,5.7
38,39,0,7.6
0,6,2,1.6
0,5,2,3.3
3,5,6,2.9
1,3,1,4.3
4,21,11,2.3
3,6,1,5
1,4,11,3.1
1,3,0,2.3
4,5,4,5.2
0,5,6,2
13,3,2,1.4
0,3,3,2.9
86,11,1,2.2
0,6,5,2
2,10,5,2
3,26,4,4.6
20,33,9,4.2
0,6,9,1.7
3,16,5,6.7
0,185,5,6.1
0,14,0,3.3
1,4,1,2.7
0,3,0,6.1
0,9,1,5.4
0,7,1,2.9
66,18,1,4.8
7,5,1,4.3
1,3,3,4.3
4,11,5,2.7
80,48,9,4
2,20,7,4.3
6,13,8,4
0,22,7,4.7
2,6,5,4
0,5,6,4.1
2,6,3,2.6
2,22,17,4.1
0,4,0,2.6
3,46,3,5.3
0,8,8,1.7
0,9,6,5.3
6,5,1,3.2
0,42,22,3.6
12,9,8,3.2
2,4,1,3.9
0,16,4,2.8
0,2,3,5.2
1,4,10,0.1
2,8,6,5
2,7,1,2.9
3,36,3,5
0,87,2,4.5
0,5,2,4.2
1,8,9,2.6
1,8,6,2.4
0,4,2,4.5
0,2,5,5.6
1,3,1,1.5
2,3,4,2.7
0,38,1,4
9,12,1,5.2
1,24,23,1.4
18,28,8,4.1
2,5,3,4.9
1,43,28,1.3
1,26,17,1.2
0,12,5,4.5
1,6,8,3.4
0,55,32,1.2
0,22,18,2.8
6,15,12,3.2
1,6,7,2.3
1,28,18,1.2
0,16,1,3.2
1,67,38,1.7
7,16,4,3.2
8,2,0,4.3
0,20,20,1.6
1,7,3,5.6
1,19,15,3.1
7,18,7,3.5
2,63,35,3.3
103,94,9,4.2
12,25,19,1.5
10,34,26,1.4
0,18,16,1.2
0,8,3,3
3,12,7,2.7
1,9,10,1.2
0,26,1,3.3
0,1,1,2.4
0,7,5,2.3
3,3,1,1.5
2,25,11,4.8
1,8,1,4.1
1,5,4,3.4
0,6,1,1.7
0,36,4,3.4
0,4,6,2.6
2,6,8,4.6
0,4,2,4.9
4,30,12,3.8
20,32,7,6.5
0,5,0,3.1
0,17,3,4.1
7,30,14,3.9
2,41,6,6.3
9,11,5,3.7
6,22,12,3.1
0,3,2,1.5
6,3,1,2.8
31,53,53,2.2
1,18,12,4.1
2,3,5,1.4
0,1,1,4.6
3,23,8,5.2
3,37,16,4.6
63,60,19,4.5
3,30,5,4.8
19,35,6,5.2
1,6,3,2.7
6,17,11,4.8
14,57,8,6
16,75,25,5.3
0,46,10,4.5
15,21,5,3.5
3,36,5,4.7
2,3,0,3.4
3,11,7,5.3
0,7,11,1.9
14,3,2,2.4
22,4,1,3
4,5,6,3.2
35,12,8,3.6
0,4,6,2.3
88,45,19,4
62,38,15,4
0,1,0,1.6
19,13,6,2.9
18,13,4,3
0,2,4,2.6
1,3,1,2.4
0,37,3,4.8
13,27,12,3
4,6,2,2.4
0,77,1,4.7
1,4,3,2.5
3,4,1,3.1
1,6,4,3.7
0,2,3,3.1
5,8,0,3.4
0,21,9,4.9
0,4,2,1.6
3,13,4,5.1
0,4,5,3.4
2,4,0,2.1
0,33,5,6.4
2,9,7,4.6
0,7,12,1.9
3,22,3,4.5
20,12,3,2.8
0,3,0,2.2
1,28,21,2.5
0,3,1,4.6
1,8,1,5.1
3,45,5,5.1
0,35,6,6.4
13,130,9,6.3
0,0,3,1.2
83,30,9,4.7
0,1,2,4.6
3,17,7,5.2
20,11,2,2.9
25,18,10,4.7
1,4,1,4.4
75,24,9,4.8
155,84,9,4.8
15,14,3,5.1
0,2,3,4.3
2,2,2,1.8
2,1,2,1.8
2,16,4,3.9
0,12,12,0.8
0,7,2,2.5
1,26,20,1.7
165,30,6,3
285,86,22,4.5
1,6,3,3.2
0,8,1,4.5
34,19,10,2.9
3,23,3,4.2
12,8,3,2.9
2,16,13,4.7
0,8,4,4.8
1,7,2,5
20,27,7,7.8
1,6,2,8
0,9,5,3.8
26,181,64,4.2
0,8,7,2.9
5,15,10,3.4
1,6,0,2.9
0,5,4,1.4
15,11,4,3.6
0,19,16,2
1,17,10,4.2
1,7,2,5.1
0,5,4,4.2
0,1,1,2.6
0,4,0,2.7
38,81,12,4.8
3,27,6,7.8
3,4,4,6.2
2,8,0,4.9
9,7,2,2.1
0,32,6,4.7
3,8,3,3.1
2,12,7,3
6,7,1,5.2
13,12,4,2.6
1,41,25,1.9
1,1,1,1.6
0,19,5,4.8
3,7,5,1.5
2,3,2,2.4
0,5,2,3.6
1,4,2,2.3
25,8,4,2.6
1,18,11,1.5
1,9,7,5
1,4,5,2.3
0,71,4,5.3
0,34,10,6.2
5,2,0,2.2
6,9,5,2.3
18,2,3,0.8
5,5,0,3.5
1,4,0,3.4
0,9,4,6.7
1,4,2,5
14,31,2,3.9
4,18,7,2.7
1,10,6,1.7
3,32,16,4.9
1,4,5,1.9
9,5,2,5.9
1,18,11,3.8
0,0,0,2.9
0,9,1,4.6
0,13,13,1.9
0,75,4,5.3
6,11,2,3.2
4,6,3,4.3
1,15,7,3.2
0,18,6,2.5
8,8,3,3.9
0,9,3,8.8
3,2,1,6
0,15,3,5.2
3,6,0,4.8
12,15,8,2.7
7,6,3,3.2
2,4,0,4.6
1,3,4,2.2
17,6,6,3.6
3,9,10,1.5
0,0,1,4.8
3,8,2,2.9
3,6,0,4.2
10,3,0,3
1,11,7,3
4,12,4,2.5
0,57,5,5.1
4,4,1,4.5
39,3,0,1.7
2,18,8,5.2
8,3,0,4.3
0,184,45,4.4
0,0,3,2.1
1,7,0,6.1
24,4,1,4.9
8,4,2,4.3
0,4,2,4.6
0,21,4,4.8
0,1,0,2.9
0,1,2,2.6
1,6,6,2.9
1,8,2,3.2
24,15,3,3.2
4,18,8,5.2
2,33,3,4.8
1,4,2,3.7
0,7,0,4
1,3,4,1.2
1,5,5,1.2
0,10,2,4.5
26,29,8,5.5
0,25,8,4.7
1,2,2,1.1
88,44,7,4.2
3,7,3,4.9
1,5,8,1.2
5,5,1,4.7
10,18,9,5.2
6,3,2,4.8
31,11,2,2.9
0,5,2,3.5
1,30,5,6.6
3,5,1,3.4
0,4,4,5.4
0,5,3,3.7
2,7,3,2
0,4,2,2.5
3,11,12,1.3
1,3,0,3.4
0,13,12,3.5
0,4,6,0.7
4,2,1,1.9
5,21,14,2.8
9,16,2,3.3
15,25,19,2.5
0,4,7,4.7
0,19,3,4
7,7,2,5.1
0,15,8,7.1
7,55,9,5.9
2,5,3,1.8
18,12,1,4.7
1,1,0,4.9
23,16,0,6.3
0,0,0,3.5
10,8,7,4.1
1,7,3,3.7
0,9,4,4.2
2,18,5,4.2
2,36,23,2.6
6,14,8,4.8
22,30,8,3.7
0,31,4,4.7
2,20,9,6.1
6,9,2,5.5
2,3,1,5.9
1,5,27,4.2
0,1,0,2.8
3,18,8,5.2
2,7,2,5.3
1,5,2,2.6
0,5,2,3
15,14,1,4.1
0,6,1,4
24,13,14,6.1
12,31,15,4.9
3,5,1,6.3
0,1,2,4.3
1,7,7,4.7
2,7,0,4.9
0,2,3,0.8
1,5,6,1.7
24,4,2,3.3
2,88,10,5.5
1,4,0,3.7
4,18,11,2.4
0,25,16,1.9
41,134,17,7.2
0,6,3,4.6
0,11,2,4.6
1,2,2,3.6
3,4,1,2.1
0,24,28,3.8
0,11,2,3.4
0,1,1,2.8
0,7,3,2.6
3,3,0,2.6
6,129,7,5.8
4,25,16,4.6
2,15,11,4.8
0,11,14,1.9
0,2,2,5.5
3,3,0,5.9
20,16,6,4.7
0,181,10,6.6
3,1,0,1.5
1,2,1,1.7
0,2,0,4.2
2,6,1,2.8
0,1,0,3.4
29,73,30,3.7
6,9,2,5.2
0,3,12,1.9
2,4,2,3.3
1,4,0,3.5
17,24,3,4.6
0,37,19,4.9
1,2,0,3.9
1,10,1,1.8
0,4,5,5.5
13,46,6,5.4
0,5,4,3.4
5,3,1,2.6
0,3,4,2.6
0,3,1,5.8
0,4,1,4.8
0,23,13,5.5
0,4,4,5.5
0,2,3,1.4
1,9,1,2.8
0,6,6,5.5
1,6,0,3.5
9,31,9,3.9
0,17,14,2.9
0,4,7,2.6
2080,47,3,4.3
3,4,6,1.4
1,1,0,1.5
0,3,1,6.4
1,8,4,4.3
0,14,4,5.1
3,8,1,4.1
0,22,13,5.4
0,3,0,3
198,7,4,2.3
9,7,2,3.9
0,2,3,2.2
0,2,4,5.4
0,54,24,6.2
25,13,2,3.7
6,4,0,5.6
0,9,3,8.7
7,11,4,5
0,15,12,3.3
0,20,11,5.5
7,32,3,4
0,14,12,2.4
1,11,8,3.9
1,6,4,1.7
1,10,6,3.9
0,25,11,4
1,3,1,4.2
0,6,5,1.2
0,2,3,2.1
1,6,2,2.6
6,5,4,6.3
1,74,27,5.3
34,9,7,4.9
0,46,42,2.4
64,12,1,4
14,2,4,4.6
1,6,9,1.2
2,8,7,2.6
17,18,4,3
0,2,4,0.7
5,155,58,3.3
12,13,4,3.1
2,15,1,4.6
0,74,34,3.1
10,28,38,0.8
5,30,11,4.5
0,13,17,1.2
0,3,1,6.1
0,5,3,3.8
3,4,1,4.1
4,109,5,5.6
0,7,2,1.9
0,2,5,3.3
6,40,15,4.4
1,4,1,2.2
0,3,3,3.3
9,37,5,5.2
1,5,2,2.5
9,29,12,4.4
10,7,3,2.7
2,26,11,4.4
7,55,19,4.4
14,45,19,4.6
0,1,2,3.3
9,39,21,4.5
0,3,4,3.3
5,1,1,2.6
0,1,5,4.7
30,38,5,5.2
0,4,2,1.7
0,11,3,4.6
1,4,1,3.9
10,21,10,3.4
1,31,2,7.2
6,8,0,2.8
0,16,0,6.4
4,6,1,3.2
0,6,5,4.6
6,5,3,3.2
7,16,8,3.3
524,65,3,4.7
0,4,7,1.2
0,19,5,5.9
1,13,13,2.8
0,27,19,3.5
0,4,5,3.3
0,2,2,4.7
0,10,1,3.2
11,23,3,6.5
0,20,18,2.7
2,18,22,1.2
1,3,4,0.3
0,2,1,4.9
0,12,2,6.1
3,10,0,3.1
1,1,5,0.2
1,3,2,2.5
10,105,5,5.6
3,41,15,5.1
0,3,4,1.4
1,6,1,2.5
1,24,11,3.8
3,3,0,4.6
0,3,5,2.7
0,52,70,4.3
0,4,5,2.4
0,30,13,2
1,9,3,6.5
2,4,4,6.2
3,14,9,2.1
3,4,0,4.7
10,22,5,5.6
1,1,3,0.7
0,1,0,1.2
1,2,0,2.7
5,8,4,2.9
1,182,58,4.2
4,9,7,3.4
2,17,12,3.2
1,3,0,4.3
12,21,10,3.6
5,8,6,4
0,5,4,4.5
0,87,63,5.3
0,7,4,2.7
1,22,2,3.7
2,9,2,2.8
2,4,0,2.6
8,12,3,5
0,29,4,2.7
0,9,5,3.2
10,5,1,2.3
0,1,2,5.4
20,18,10,2.6
0,2,3,3.4
0,23,11,4.1
4,11,3,4.3
0,8,7,4
0,4,3,1.3
3,2,0,2.7
0,4,1,2.7
10,3,1,2.6
0,4,2,2.4
2,4,4,4.7
3,9,0,6.8
0,4,1,2.4
1,22,8,4
0,13,4,4.6
5,23,16,3.2
0,2,0,1.4
0,2,0,5.7
0,13,4,7.2
4,112,51,3.9
2,1,0,1.2
0,1,3,1.9
1,2,0,3.2
1,4,1,4.3
7,38,4,5.1
0,3,1,2.4
0,9,1,3.4
13,28,10,4
0,5,1,2.2
0,7,3,4.4
1,6,2,5.2
6,3,0,2.2
1,5,1,2.5
10,8,2,5
0,22,19,3.8
8,1,0,3.9
1,5,4,2.5
0,16,12,3.7
0,14,3,3
3,13,0,3.3
4,8,4,1
2,1,1,0.1
0,20,11,4.2
4,190,8,6.5
10,49,22,4.3
2,6,4,2.6
1,13,1,5.1
6,35,22,4.9
0,6,5,2.5
9,6,0,2.3
0,79,28,7.3
8,7,4,4.6
0,5,8,0.9
1,19,4,5
2,1,1,2
0,5,4,2.6
0,4,6,0.9
1,11,5,2.8
0,7,7,0.7
1,96,66,2.9
13,10,5,2.6
1,6,4,3.3
0,3,2,1.3
194,28,6,3.1
1,18,16,1.9
0,23,10,4.3
0,5,9,0.7
9,10,2,2.6
0,2,1,5.3
0,5,8,0.7
2,8,0,2.9
1,6,1,4.8
9,26,9,3.2
0,4,3,5
1,6,5,2.9
0,18,4,2.3
0,99,51,3.8
0,5,4,1.7
50,12,7,4.1
1,2,0,1.9
26,8,0,4.1
2,4,2,3.9
1,7,7,4
5,8,3,2.5
35,35,8,4.8
0,6,1,5
4,7,1,3.9
9,6,1,4.8
5,15,7,3.5
4,9,3,5.2
5,5,2,1.9
1,17,4,3.7
3,5,1,2.2
17,7,1,4
0,12,2,2.2
0,55,4,5.1
0,47,47,2.7
3,6,2,4.9
0,84,53,5.2
0,7,13,4
32,68,20,2.9
0,15,11,1.6
15,18,22,3.5
0,11,1,2.5
0,0,2,4.5
0,15,5,4.9
1,8,3,3.7
1,2,5,0.8
0,7,4,2.2
0,3,2,6
39,10,9,5.5
8,9,1,1.8
0,1,2,3.9
16,27,18,4.2
6,2,4,3
4,13,9,3.5
23,38,8,5.4
0,33,3,3.8
3,19,12,4.7
1,8,2,2.9
32,22,3,3.5
0,16,14,1.9
24,4,5,1.7
3,3,1,2.3
1,2,2,0.2
0,75,37,4.5
2,2,1,3.1
0,1,1,5.3
2,12,3,7.7
0,21,6,4.5
249,33,8,2.8
3,62,51,3.1
20,47,11,5.2
13,22,8,2.8
0,4,4,4.4
4,5,4,1.5
1,104,40,5.6
0,18,10,4.2
0,3,2,3.1
0,16,15,3.2
1,107,6,5.6
0,11,4,1.4
0,13,7,5.3
0,4,3,3.5
4,3,3,0.3
33,22,10,3.2
1,50,26,3.4
0,35,19,5.6
3,13,8,1.9
5,4,6,1.8
0,5,6,3.4
3,7,2,4.8
19,12,3,5.7
3,7,3,2.9
0,1,3,3.9
10,9,1,2.7
5,9,1,3.4
3,15,8,5.6
0,3,6,2.6
